RMSE (train),RMSE (test),p,best_params
0.6565955023939883,0.6897590415302826,512,"OrderedDict([('alpha', 0.008113760415119855), ('l1_ratio', 0.3754259561762846)])"
0.6568246528627439,0.7293012136577955,512,"OrderedDict([('alpha', 0.004784441840890234), ('l1_ratio', 0.7198345891287872)])"
0.639115321258249,0.6629143907779066,512,"OrderedDict([('alpha', 0.03398309313230537), ('l1_ratio', 0.0)])"
0.6436419649763798,0.7096078510885466,512,"OrderedDict([('alpha', 0.006315983487185862), ('l1_ratio', 0.42600912658765294)])"
0.6324360368021742,0.7095935754999799,512,"OrderedDict([('alpha', 0.03325242197753181), ('l1_ratio', 0.0)])"
0.6108468626499095,0.9234532201807656,512,"OrderedDict([('alpha', 0.034654819127544124), ('l1_ratio', 0.0002410413779989021)])"
0.6404028567536765,0.625965107578561,512,"OrderedDict([('alpha', 0.03257617108011534), ('l1_ratio', 0.0)])"
0.6389943965129155,0.6745000784336587,512,"OrderedDict([('alpha', 0.03478948986672214), ('l1_ratio', 0.0)])"
0.6459968290515514,0.6530674008463325,512,"OrderedDict([('alpha', 0.03977435706475128), ('l1_ratio', 0.0)])"
0.6347747734787582,0.6572149689359428,512,"OrderedDict([('alpha', 0.031338104506516966), ('l1_ratio', 0.0)])"
