RMSE (train),RMSE (test),p,best_params
0.3645965615104416,0.5782861259858384,162,"OrderedDict([('C', 2.627555193610491), ('epsilon', 0.14207621669927475), ('gamma', 0.007847922411117477)])"
0.3612946497175896,0.5738200527370417,164,"OrderedDict([('C', 2.0880314441610186), ('epsilon', 0.14820297999219645), ('gamma', 0.009347874157272422)])"
0.3908904302530877,0.627995121720991,161,"OrderedDict([('C', 1.6899781049842695), ('epsilon', 0.17590291918811635), ('gamma', 0.009037267549447803)])"
0.3936979043584219,0.6240232921621378,162,"OrderedDict([('C', 1.7572978394271528), ('epsilon', 0.15893174775275679), ('gamma', 0.00852290323129133)])"
0.3848723556687998,0.6547665868453512,161,"OrderedDict([('C', 2.0536521355186603), ('epsilon', 0.10676743791372367), ('gamma', 0.007408427409092596)])"
0.38647393894085263,0.5785841954349824,162,"OrderedDict([('C', 2.575825691135992), ('epsilon', 0.2637533367058179), ('gamma', 0.008182323894921004)])"
0.3269095912957974,0.5850002993547453,162,"OrderedDict([('C', 3.26444741759488), ('epsilon', 0.20469577015396567), ('gamma', 0.00969137554919221)])"
0.36356370801935783,0.5999629719305701,163,"OrderedDict([('C', 2.256320722736124), ('epsilon', 0.15388776105322935), ('gamma', 0.00878868781299705)])"
0.3340019729904389,0.801860916169894,162,"OrderedDict([('C', 2.0510571528666652), ('epsilon', 0.13339379543878935), ('gamma', 0.008516919992417367)])"
0.43422726108810644,0.6472899488071118,164,"OrderedDict([('C', 1.7834372146235504), ('epsilon', 0.178615229517827), ('gamma', 0.00631394617050121)])"
