RMSE (train),RMSE (test),p,best_params
0.7070025036898795,0.7674397909382219,512,"OrderedDict([('alpha', 0.05954078031989523), ('l1_ratio', 0.0)])"
0.6894595167905428,0.8171611878475988,512,"OrderedDict([('alpha', 0.04492088509369494), ('l1_ratio', 0.0)])"
0.7002477701604446,0.7496653609205939,512,"OrderedDict([('alpha', 0.04937936938168155), ('l1_ratio', 0.0)])"
0.6672037111553982,0.9182430561757265,512,"OrderedDict([('alpha', 0.03656110540907968), ('l1_ratio', 0.0)])"
0.6881220831601188,0.7596883480390861,512,"OrderedDict([('alpha', 0.03986608801424069), ('l1_ratio', 0.0)])"
0.695569899304416,0.795765104107179,512,"OrderedDict([('alpha', 0.04972600040310337), ('l1_ratio', 0.0)])"
0.6941731836036561,0.745291957311449,512,"OrderedDict([('alpha', 0.04411457112788925), ('l1_ratio', 0.0)])"
0.6819729902011656,0.7944271393666247,512,"OrderedDict([('alpha', 0.036095162929953684), ('l1_ratio', 0.0)])"
0.696114429850453,0.7557140911868291,512,"OrderedDict([('alpha', 0.04617276859659932), ('l1_ratio', 0.0)])"
0.6935481772444568,0.841026898412814,512,"OrderedDict([('alpha', 0.05033503025352195), ('l1_ratio', 0.0)])"
