RMSE (train),RMSE (test),p,best_params
0.7875544853848058,0.8292143312148568,166,"OrderedDict([('alpha', 0.010846158673891864), ('l1_ratio', 0.9067291331906157)])"
0.7785673615276776,0.8504703971212443,167,"OrderedDict([('alpha', 0.048725891157106876), ('l1_ratio', 0.09495007470395866)])"
0.785950663288039,0.8983647269735235,165,"OrderedDict([('alpha', 0.013818247430771443), ('l1_ratio', 0.8802812008914177)])"
0.764133267724992,0.883763508748024,168,"OrderedDict([('alpha', 0.004951329204469156), ('l1_ratio', 1.0)])"
0.8080032585565923,0.8550121980696389,166,"OrderedDict([('alpha', 0.019388476175018394), ('l1_ratio', 1.0)])"
0.7917431172203636,0.7802113738774134,166,"OrderedDict([('alpha', 0.014552941153680358), ('l1_ratio', 0.6086519571401314)])"
0.788421593604713,0.7932623901398116,166,"OrderedDict([('alpha', 0.013351997638591333), ('l1_ratio', 0.645208287206074)])"
0.7860150974476771,0.8021748802619657,166,"OrderedDict([('alpha', 0.04288456704511404), ('l1_ratio', 0.1443460435746497)])"
0.7853504792920362,0.8189074674695048,167,"OrderedDict([('alpha', 0.008288933550114144), ('l1_ratio', 1.0)])"
0.7640899543037015,0.9177311382303157,166,"OrderedDict([('alpha', 0.005995537069576179), ('l1_ratio', 1.0)])"
