Molecule name,Salt_Solvent_ID
Molecule_340,0
Molecule_341,0
Molecule_342,0
Molecule_343,0
Molecule_344,0
Molecule_345,0
Molecule_346,0
Molecule_347,0
Molecule_348,0
Molecule_349,0
Molecule_350,0
Molecule_351,0
Molecule_352,0
Molecule_353,0
Molecule_354,0
Molecule_355,0
Molecule_356,0
Molecule_357,0
Molecule_358,0
Molecule_359,0
Molecule_360,0
Molecule_361,0
Molecule_362,0
Molecule_363,0
Molecule_364,0
Molecule_365,0
Molecule_366,0
Molecule_367,0
Molecule_368,0
Molecule_369,0
Molecule_370,0
Molecule_371,0
Molecule_372,0
Molecule_373,110
Molecule_374,0
Molecule_375,0
Molecule_376,0
Molecule_377,0
Molecule_378,0
Molecule_379,0
Molecule_380,0
Molecule_381,0
Molecule_382,0
Molecule_383,0
Molecule_384,0
Molecule_385,0
Molecule_386,0
Molecule_387,0
Molecule_388,0
Molecule_389,0
Molecule_390,0
Molecule_391,0
Molecule_392,0
Molecule_393,0
Molecule_394,0
Molecule_395,0
Molecule_396,0
Molecule_397,0
Molecule_398,0
Molecule_399,0
Molecule_400,0
Molecule_401,0
Molecule_402,0
Molecule_403,0
Molecule_404,0
Molecule_405,0
Molecule_406,0
Molecule_407,0
Molecule_408,560
Molecule_409,0
Molecule_410,0
Molecule_411,0
Molecule_412,0
Molecule_413,0
Molecule_414,0
Molecule_415,0
Molecule_416,0
Molecule_417,0
Molecule_418,300
Molecule_419,0
Molecule_420,0
Molecule_421,0
Molecule_422,0
Molecule_423,0
Molecule_424,0
Molecule_425,0
Molecule_427,0
Molecule_428,0
Molecule_429,0
Molecule_430,0
Molecule_431,0
Molecule_432,0
Molecule_433,0
Molecule_434,0
Molecule_435,0
Molecule_436,0
Molecule_437,0
Molecule_438,0
Molecule_439,0
Molecule_440,0
Molecule_441,100
Molecule_442,0
Molecule_443,0
Molecule_444,0
Molecule_446,0
Molecule_447,0
Molecule_448,0
Molecule_449,0
Molecule_450,0
Molecule_451,0
Molecule_452,70
Molecule_453,0
Molecule_456,0
Molecule_457,0
Molecule_458,0
Molecule_459,0
Molecule_460,0
Molecule_461,0
Molecule_464,0
Molecule_465,0
Molecule_466,0
Molecule_467,0
Molecule_469,0
Molecule_470,2122
Molecule_471,0
Molecule_472,0
Molecule_473,0
Molecule_474,0
Molecule_475,0
Molecule_476,0
Molecule_477,0
Molecule_478,0
Molecule_479,0
Molecule_480,0
Molecule_481,170
Molecule_482,0
Molecule_483,0
Molecule_484,0
Molecule_485,0
Molecule_486,165
Molecule_487,0
Molecule_488,0
Molecule_489,0
Molecule_490,0
Molecule_491,0
Molecule_492,0
Molecule_493,0
Molecule_494,0
Molecule_495,0
Molecule_497,150
Molecule_498,0
Molecule_499,0
Molecule_500,0
Molecule_501,0
Molecule_502,0
Molecule_503,0
Molecule_504,0
Molecule_505,170
Molecule_506,0
Molecule_507,0
Molecule_508,0
Molecule_509,0
Molecule_510,0
Molecule_511,0
Molecule_512,0
Molecule_513,0
Molecule_515,170
Molecule_516,0
Molecule_517,170
Molecule_518,0
Molecule_519,0
Molecule_520,0
Molecule_521,0
Molecule_522,0
Molecule_523,0
Molecule_524,0
Molecule_525,0
Molecule_526,0
Molecule_527,0
Molecule_528,0
Molecule_529,0
Molecule_530,0
Molecule_531,0
Molecule_532,0
Molecule_533,0
Molecule_534,0
Molecule_535,0
Molecule_536,0
Molecule_537,0
Molecule_538,0
Molecule_539,0
Molecule_540,0
Molecule_541,0
Molecule_542,0
Molecule_543,0
Molecule_544,0
Molecule_545,0
Molecule_546,0
Molecule_547,0
Molecule_548,0
Molecule_549,0
Molecule_550,0
Molecule_551,0
Molecule_552,0
Molecule_553,0
Molecule_554,0
Molecule_555,0
Molecule_556,0
Molecule_557,0
Molecule_558,0
Molecule_559,0
Molecule_560,0
Molecule_561,0
Molecule_562,0
Molecule_563,0
Molecule_564,0
Molecule_565,0
Molecule_566,0
Molecule_567,0
Molecule_568,0
Molecule_569,0
Molecule_570,0
Molecule_571,0
Molecule_572,0
Molecule_573,0
Molecule_574,0
Molecule_575,0
Molecule_576,0
Molecule_577,0
Molecule_578,0
Molecule_579,200
Molecule_581,0
Molecule_582,0
Molecule_583,0
Molecule_584,0
Molecule_585,0
Molecule_586,0
Molecule_587,0
Molecule_588,0
Molecule_589,0
Molecule_590,0
Molecule_591,0
Molecule_592,0
Molecule_593,0
Molecule_594,0
Molecule_595,0
Molecule_596,0
Molecule_597,0
Molecule_598,0
Molecule_599,0
Molecule_600,0
Molecule_601,0
Molecule_602,0
Molecule_603,0
Molecule_604,0
Molecule_605,0
Molecule_606,0
Molecule_607,0
Molecule_608,0
Molecule_609,0
Molecule_610,0
Molecule_611,0
Molecule_612,0
Molecule_613,0
Molecule_614,0
Molecule_615,0
Molecule_616,0
Molecule_617,0
Molecule_618,0
Molecule_619,0
Molecule_620,0
Molecule_621,0
Molecule_622,170
Molecule_623,0
Molecule_624,165
Molecule_625,0
Molecule_626,0
Molecule_627,0
Molecule_628,0
Molecule_629,0
Molecule_630,0
Molecule_631,0
Molecule_632,0
Molecule_633,0
Molecule_634,0
Molecule_635,110
Molecule_636,70
Molecule_637,0
Molecule_638,0
Molecule_639,0
Molecule_640,0
Molecule_641,0
Molecule_642,0
Molecule_644,0
Molecule_645,0
Molecule_646,0
Molecule_647,0
Molecule_648,0
Molecule_649,0
Molecule_650,0
Molecule_651,0
Molecule_652,0
Molecule_653,0
Molecule_654,0
Molecule_655,0
Molecule_656,0
Molecule_657,300
Molecule_661,0
Molecule_665,0
Molecule_666,0
Molecule_668,0
Molecule_670,0
Molecule_672,0
Molecule_678,0
Molecule_687,0
Molecule_690,0
Molecule_692,0
Molecule_693,0
Molecule_695,0
Molecule_696,0
Molecule_697,0
Molecule_701,0
Molecule_706,230
Molecule_708,0
Molecule_709,300
Molecule_710,0
Molecule_711,0
Molecule_712,0
Molecule_713,0
Molecule_714,0
Molecule_715,0
Molecule_716,0
Molecule_717,0
Molecule_718,0
Molecule_719,0
Molecule_720,0
Molecule_721,0
Molecule_722,0
Molecule_723,0
Molecule_724,0
Molecule_725,0
Molecule_726,300
Molecule_730,0
Molecule_731,0
Molecule_732,0
Molecule_733,0
Molecule_735,0
Molecule_736,0
Molecule_737,0
Molecule_738,0
Molecule_739,0
Molecule_740,0
Molecule_741,0
Molecule_743,0
Molecule_745,0
Molecule_746,0
Molecule_747,0
Molecule_748,0
Molecule_749,0
Molecule_751,0
Molecule_752,0
Molecule_753,0
Molecule_755,0
Molecule_756,0
Molecule_758,0
Molecule_759,170
Molecule_760,0
Molecule_761,0
Molecule_762,0
Molecule_763,0
Molecule_764,0
Molecule_765,130
Molecule_766,130
Molecule_767,0
Molecule_768,0
Molecule_769,0
Molecule_770,0
Molecule_771,0
Molecule_772,908
Molecule_773,130
Molecule_774,0
Molecule_775,230
Molecule_776,0
Molecule_777,0
Molecule_778,0
Molecule_779,0
Molecule_780,0
Molecule_782,0
Molecule_783,0
Molecule_784,0
Molecule_785,110
Molecule_786,0
Molecule_787,0
Molecule_788,110
Molecule_789,0
Molecule_790,0
Molecule_791,0
Molecule_793,200
Molecule_794,0
Molecule_795,0
Molecule_796,0
Molecule_797,0
Molecule_798,170
Molecule_799,0
Molecule_800,0
Molecule_801,0
Molecule_802,0
Molecule_803,0
Molecule_804,0
Molecule_805,0
Molecule_806,0
Molecule_807,0
Molecule_808,0
Molecule_809,0
Molecule_810,0
Molecule_811,0
Molecule_812,110
Molecule_813,0
Molecule_814,0
Molecule_815,0
Molecule_816,80
Molecule_817,0
Molecule_818,0
Molecule_819,0
Molecule_820,0
Molecule_821,0
Molecule_822,0
Molecule_823,0
Molecule_824,0
Molecule_825,0
Molecule_826,0
Molecule_827,0
Molecule_828,0
Molecule_829,0
Molecule_830,185
Molecule_831,0
Molecule_832,0
Molecule_833,60
Molecule_834,0
Molecule_835,0
Molecule_836,0
Molecule_837,0
Molecule_838,0
Molecule_839,0
Molecule_841,0
Molecule_842,0
Molecule_843,0
Molecule_844,0
Molecule_845,0
Molecule_846,0
Molecule_847,0
Molecule_848,250
Molecule_849,0
Molecule_850,0
Molecule_851,110
Molecule_852,1576
Molecule_853,0
Molecule_854,0
Molecule_856,70
Molecule_857,0
Molecule_858,170
Molecule_859,0
Molecule_860,0
Molecule_861,170
Molecule_862,0
Molecule_863,0
Molecule_864,0
Molecule_865,0
Molecule_866,110
Molecule_867,0
Molecule_868,0
Molecule_870,0
Molecule_871,0
Molecule_872,0
Molecule_873,0
Molecule_875,0
Molecule_878,0
Molecule_879,0
Molecule_880,0
Molecule_881,2042
Molecule_882,0
Molecule_883,0
Molecule_885,0
Molecule_886,0
Molecule_887,70
Molecule_888,0
Molecule_890,0
Molecule_891,0
Molecule_892,0
Molecule_893,95
Molecule_894,0
Molecule_895,110
Molecule_896,939
Molecule_897,1774
Molecule_898,0
Molecule_899,0
Molecule_900,0
Molecule_901,190
Molecule_902,0
Molecule_903,110
Molecule_904,1858
Molecule_905,0
Molecule_906,0
Molecule_907,200
Molecule_908,110
Molecule_909,0
Molecule_910,0
Molecule_911,110
Molecule_912,0
Molecule_913,110
Molecule_915,110
Molecule_917,2042
Molecule_918,2041
Molecule_919,190
Molecule_920,1148
Molecule_921,190
Molecule_922,110
Molecule_923,0
Molecule_924,0
Molecule_925,0
Molecule_927,110
Molecule_928,200
Molecule_929,0
Molecule_930,0
Molecule_931,0
Molecule_932,0
Molecule_933,110
Molecule_934,110
Molecule_935,200
Molecule_936,0
Molecule_937,0
Molecule_938,0
Molecule_939,0
Molecule_940,0
Molecule_941,0
Molecule_942,190
Molecule_943,0
Molecule_944,110
Molecule_945,0
Molecule_946,110
Molecule_948,0
Molecule_954,300
Molecule_957,0
Molecule_962,0
Molecule_963,0
Molecule_967,170
Molecule_970,0
Molecule_977,0
Molecule_978,0
Molecule_980,0
Molecule_983,0
Molecule_986,0
Molecule_1002,110
Molecule_1004,0
Molecule_1005,0
Molecule_1006,0
Molecule_1007,0
Molecule_1013,0
Molecule_1015,0
Molecule_1016,0
Molecule_1017,0
Molecule_1018,0
Molecule_1019,450
Molecule_1020,0
Molecule_1021,0
Molecule_1022,0
Molecule_1023,2457
Molecule_1024,110
Molecule_1025,0
Molecule_1026,0
Molecule_1027,110
Molecule_1028,0
Molecule_1029,0
Molecule_1034,0
Molecule_1037,0
Molecule_1038,190
Molecule_1040,0
Molecule_1041,0
Molecule_1042,0
Molecule_1044,0
Molecule_1045,0
Molecule_1049,0
Molecule_1050,0
Molecule_1051,0
Molecule_1054,0
Molecule_1055,0
Molecule_1056,110
Molecule_1057,0
Molecule_1058,0
Molecule_1059,0
Molecule_1060,0
Molecule_1061,0
Molecule_1062,0
Molecule_1063,0
Molecule_1064,0
Molecule_1065,0
Molecule_1067,0
Molecule_1068,70
Molecule_1069,0
Molecule_1070,170
Molecule_1082,0
Molecule_1083,265
Molecule_1084,0
Molecule_1091,0
Molecule_1092,0
Molecule_1095,0
Molecule_1096,0
Molecule_1097,0
Molecule_1100,0
Molecule_1101,0
Molecule_1102,0
Molecule_1104,110
Molecule_1105,0
Molecule_1107,170
Molecule_1108,110
Molecule_1109,0
Molecule_1110,0
Molecule_1111,0
Molecule_1112,0
Molecule_1113,270
Molecule_1114,0
Molecule_1115,0
Molecule_1120,0
Molecule_1121,0
Molecule_1123,2042
Molecule_1124,0
Molecule_1125,300
Molecule_1126,110
Molecule_1127,0
Molecule_1128,0
Molecule_1129,0
Molecule_1130,0
Molecule_1131,0
Molecule_1132,0
Molecule_1133,200
Molecule_1134,270
Molecule_1135,0
Molecule_1136,300
Molecule_1137,0
Molecule_1138,0
Molecule_1139,0
Molecule_1140,0
Molecule_1141,0
Molecule_1142,0
Molecule_1143,0
Molecule_1144,0
Molecule_1145,0
Molecule_1146,0
Molecule_1147,0
Molecule_1148,0
Molecule_1149,0
Molecule_1150,0
Molecule_1151,0
Molecule_1154,0
Molecule_1155,0
Molecule_1158,170
Molecule_1159,110
Molecule_1160,0
Molecule_1163,0
Molecule_1164,300
Molecule_1165,0
Molecule_1166,3533
Molecule_1167,110
Molecule_1168,0
Molecule_1169,0
Molecule_1170,0
Molecule_1171,0
Molecule_1179,0
Molecule_1180,0
Molecule_1184,0
Molecule_1185,0
Molecule_1187,170
Molecule_1189,0
Molecule_1190,0
Molecule_1192,0
Molecule_1194,80
Molecule_1195,110
Molecule_1197,0
Molecule_1198,170
Molecule_1199,0
Molecule_1200,0
Molecule_1201,0
Molecule_1202,0
Molecule_1203,290
Molecule_1204,0
Molecule_1205,110
Molecule_1206,2032
Molecule_1207,0
Molecule_1208,580
Molecule_1209,0
Molecule_1212,0
Molecule_1213,0
Molecule_1214,0
Molecule_1215,0
Molecule_1216,110
Molecule_1217,0
Molecule_1219,260
Molecule_1221,200
Molecule_1222,205
Molecule_1223,0
Molecule_1225,110
Molecule_1226,0
Molecule_1228,0
Molecule_1229,0
Molecule_1230,0
Molecule_1231,0
Molecule_1233,0
Molecule_1234,190
Molecule_1235,110
Molecule_1236,0
Molecule_1237,0
Molecule_1238,110
Molecule_1239,0
Molecule_1240,0
Molecule_1241,0
Molecule_1242,0
Molecule_1243,0
Molecule_1245,0
Molecule_1246,0
Molecule_1247,110
Molecule_1248,110
Molecule_1249,0
Molecule_1250,0
Molecule_1251,0
Molecule_1252,0
Molecule_1253,0
Molecule_1254,0
Molecule_1255,0
Molecule_1256,0
Molecule_1257,0
Molecule_1258,0
Molecule_1259,0
Molecule_1260,0
Molecule_1261,1774
Molecule_1262,0
Molecule_1263,0
Molecule_1264,0
Molecule_1265,0
Molecule_1266,0
Molecule_1267,110
Molecule_1268,0
Molecule_1269,0
Molecule_1270,0
Molecule_1271,110
Molecule_1272,110
Molecule_1273,0
Molecule_1274,120
Molecule_1275,0
Molecule_1277,0
Molecule_1278,0
Molecule_1279,0
Molecule_1280,0
Molecule_1281,110
Molecule_1282,0
Molecule_1283,0
Molecule_1284,0
Molecule_1285,0
Molecule_1286,0
Molecule_1288,0
Molecule_1289,0
Molecule_1290,0
Molecule_1291,0
Molecule_1292,300
Molecule_1293,0
Molecule_1294,0
Molecule_1295,300
Molecule_1296,0
Molecule_1297,0
Molecule_1298,0
Molecule_1299,0
Molecule_1300,110
Molecule_1301,0
Molecule_1302,0
Molecule_1303,0
Molecule_1304,0
Molecule_1305,0
Molecule_1306,0
Molecule_1307,0
Molecule_1308,115
Molecule_1309,0
Molecule_1310,2079
Molecule_1311,0
Molecule_1312,0
Molecule_1313,0
Molecule_1314,110
Molecule_1315,110
Molecule_1316,0
Molecule_1317,0
Molecule_1318,0
Molecule_1319,0
Molecule_1320,0
Molecule_1321,110
Molecule_1322,260
Molecule_1324,0
Molecule_1326,0
Molecule_1327,0
Molecule_1328,0
Molecule_1329,0
Molecule_1330,0
Molecule_1331,0
Molecule_1332,0
Molecule_1333,0
Molecule_1335,240
Molecule_1337,300
Molecule_1338,0
Molecule_1339,0
Molecule_1341,0
Molecule_1342,0
Molecule_1343,0
Molecule_1345,170
Molecule_1346,60
Molecule_1347,0
Molecule_1348,0
Molecule_1349,0
Molecule_1350,950
Molecule_1351,0
Molecule_1352,0
Molecule_1356,1768
Molecule_1358,0
Molecule_1359,110
Molecule_1360,0
Molecule_1361,0
Molecule_1362,0
Molecule_1363,2041
Molecule_1364,0
Molecule_1365,0
Molecule_1366,0
Molecule_1369,0
Molecule_1370,0
Molecule_1371,0
Molecule_1372,0
Molecule_1374,110
Molecule_1375,0
Molecule_1376,0
Molecule_1377,0
Molecule_1378,0
Molecule_1379,0
Molecule_1380,0
Molecule_1381,0
Molecule_1382,0
Molecule_1383,0
Molecule_1384,0
Molecule_1385,0
Molecule_1386,0
Molecule_1387,0
Molecule_1388,0
Molecule_1389,110
Molecule_1390,125
Molecule_1392,0
Molecule_1393,110
Molecule_1395,170
Molecule_1397,190
Molecule_1398,0
Molecule_1399,0
Molecule_1400,0
Molecule_1401,0
Molecule_1402,0
Molecule_1403,0
Molecule_1405,820
Molecule_1406,0
Molecule_1407,0
Molecule_1408,350
Molecule_1409,0
Molecule_1410,0
Molecule_1411,0
Molecule_1412,0
Molecule_1413,180
Molecule_1414,0
Molecule_1415,170
Molecule_1416,0
Molecule_1418,0
Molecule_1419,0
Molecule_1420,300
Molecule_1421,0
Molecule_1422,0
Molecule_1423,0
Molecule_1426,2705
Molecule_1427,170
Molecule_1429,120
Molecule_1430,0
Molecule_1431,270
Molecule_1432,0
Molecule_1433,0
Molecule_1434,110
Molecule_1435,0
Molecule_1436,290
Molecule_1437,0
Molecule_1438,0
Molecule_1439,0
Molecule_1440,0
Molecule_1441,200
Molecule_1442,0
Molecule_1443,0
Molecule_1444,0
Molecule_1445,0
Molecule_1446,0
Molecule_1447,185
Molecule_1448,0
Molecule_1449,0
Molecule_1450,0
Molecule_1451,0
Molecule_1452,110
Molecule_1453,0
Molecule_1454,0
Molecule_1455,380
Molecule_1456,0
Molecule_1457,130
Molecule_1458,0
Molecule_1459,0
Molecule_1460,0
Molecule_1461,0
Molecule_1462,0
Molecule_1463,0
Molecule_1464,0
Molecule_1465,130
Molecule_1466,130
Molecule_1467,510
Molecule_1468,0
Molecule_1469,2032
Molecule_1470,200
Molecule_1471,110
Molecule_1472,70
Molecule_1473,250
Molecule_1474,110
Molecule_1475,0
Molecule_1476,0
Molecule_1477,290
Molecule_1479,0
Molecule_1480,0
Molecule_1481,110
Molecule_1482,0
Molecule_1483,0
Molecule_1484,0
Molecule_1485,0
Molecule_1486,0
Molecule_1487,0
Molecule_1488,0
Molecule_1489,0
Molecule_1490,0
Molecule_1491,300
Molecule_1492,0
Molecule_1493,0
Molecule_1494,110
Molecule_1495,0
Molecule_1496,380
Molecule_1497,0
Molecule_1498,0
Molecule_1499,0
Molecule_1500,0
Molecule_1501,0
Molecule_1502,0
Molecule_1503,110
Molecule_1504,350
Molecule_1505,0
Molecule_1506,110
Molecule_1507,190
Molecule_1508,0
Molecule_1509,0
Molecule_1510,110
Molecule_1511,0
Molecule_1512,0
Molecule_1513,0
Molecule_1514,0
Molecule_1515,0
Molecule_1517,0
Molecule_1518,0
Molecule_1519,0
Molecule_1520,0
Molecule_1521,0
Molecule_1524,0
Molecule_1525,300
Molecule_1526,0
Molecule_1528,0
Molecule_1530,0
Molecule_1531,0
Molecule_1532,0
Molecule_1533,0
Molecule_1535,0
Molecule_1536,0
Molecule_1538,0
Molecule_1542,0
Molecule_1544,0
Molecule_1545,0
Molecule_1546,0
Molecule_1547,0
Molecule_1548,0
Molecule_1550,110
Molecule_1551,0
Molecule_1553,0
Molecule_1554,0
Molecule_1556,0
Molecule_1557,0
Molecule_1558,0
Molecule_1559,0
Molecule_1560,0
Molecule_1561,0
Molecule_1562,0
Molecule_1563,0
Molecule_1564,0
Molecule_1565,0
Molecule_1566,0
Molecule_1567,0
Molecule_1568,0
Molecule_1569,0
Molecule_1571,0
Molecule_1572,0
Molecule_1573,0
Molecule_1574,0
Molecule_1575,0
Molecule_1576,0
Molecule_1577,0
Molecule_1578,0
Molecule_1579,0
Molecule_1580,0
Molecule_1581,0
Molecule_1582,0
Molecule_1583,0
Molecule_1584,70
Molecule_1585,0
Molecule_1586,110
Molecule_1587,0
Molecule_1588,0
Molecule_1589,0
Molecule_1590,0
Molecule_1591,0
Molecule_1592,110
Molecule_1593,0
Molecule_1594,0
Molecule_1595,0
Molecule_1596,0
Molecule_1597,0
Molecule_1598,0
Molecule_1599,0
Molecule_1600,0
Molecule_1601,0
Molecule_1602,0
Molecule_1603,0
Molecule_1604,0
Molecule_1605,0
Molecule_1606,0
Molecule_1607,110
Molecule_1608,0
Molecule_1609,170
Molecule_1610,7351
Molecule_1611,0
Molecule_1612,0
Molecule_1613,0
Molecule_1614,0
Molecule_1615,110
Molecule_1616,110
Molecule_1617,0
Molecule_1618,170
Molecule_1619,110
Molecule_1620,0
Molecule_1622,0
Molecule_1623,0
Molecule_1624,0
Molecule_1625,0
Molecule_1626,0
Molecule_1627,0
Molecule_1628,0
Molecule_1629,4211
Molecule_1630,110
Molecule_1631,0
Molecule_1633,0
Molecule_1634,0
Molecule_1635,0
Molecule_1636,0
Molecule_1638,0
Molecule_1639,0
Molecule_1640,0
Molecule_1641,0
Molecule_1642,0
Molecule_1643,0
Molecule_1644,0
Molecule_1645,280
Molecule_1646,0
Molecule_1647,0
Molecule_1648,0
Molecule_1649,110
Molecule_1650,0
Molecule_1651,0
Molecule_1652,0
Molecule_1653,0
Molecule_1654,0
Molecule_1655,5166
Molecule_1656,0
Molecule_1657,0
Molecule_1659,0
Molecule_1660,0
Molecule_1661,0
Molecule_1662,130
Molecule_1663,0
Molecule_1664,0
Molecule_1665,0
Molecule_1666,0
Molecule_1667,190
Molecule_1668,0
Molecule_1669,2042
Molecule_1670,170
Molecule_1671,0
Molecule_1672,0
Molecule_1673,190
Molecule_1674,0
Molecule_1675,0
Molecule_1676,0
Molecule_1677,0
Molecule_1678,0
Molecule_1679,0
Molecule_1680,0
Molecule_1681,0
Molecule_1682,0
Molecule_1683,0
Molecule_1684,0
Molecule_1685,110
Molecule_1686,0
Molecule_1687,170
Molecule_1688,0
Molecule_1689,0
Molecule_1690,0
Molecule_1691,0
Molecule_1692,2041
Molecule_1693,185
Molecule_1694,260
Molecule_1695,0
Molecule_1696,0
Molecule_1697,0
Molecule_1698,110
Molecule_1699,0
Molecule_1700,0
Molecule_1701,0
Molecule_1702,110
Molecule_1703,0
Molecule_1704,0
Molecule_1705,0
Molecule_1706,0
Molecule_1707,0
Molecule_1708,0
Molecule_1709,1652
Molecule_1710,0
Molecule_1711,0
Molecule_1712,170
Molecule_1713,0
Molecule_1714,260
Molecule_1715,110
Molecule_1716,110
Molecule_1717,170
Molecule_1718,0
Molecule_1719,110
Molecule_1720,0
Molecule_1721,0
Molecule_1722,170
Molecule_1723,0
Molecule_1724,30
Molecule_1725,170
Molecule_1726,0
Molecule_1727,1652
Molecule_1729,30
Molecule_1730,0
Molecule_1731,0
Molecule_1732,0
Molecule_1733,0
Molecule_1734,0
Molecule_1735,110
Molecule_1736,0
Molecule_1737,0
Molecule_1738,0
Molecule_1739,170
Molecule_1740,0
Molecule_1741,110
Molecule_1742,0
Molecule_1743,923
Molecule_1744,0
Molecule_1745,0
Molecule_1747,0
Molecule_1748,0
Molecule_1749,0
Molecule_1750,0
Molecule_1751,0
Molecule_1752,0
Molecule_1753,0
Molecule_1754,0
Molecule_1756,0
Molecule_1757,0
Molecule_1758,0
Molecule_1760,0
Molecule_1761,0
Molecule_1764,0
Molecule_1765,0
Molecule_1766,1694
Molecule_1767,0
Molecule_1768,0
Molecule_1769,0
Molecule_1770,0
Molecule_1771,0
Molecule_1773,170
Molecule_1774,0
Molecule_1775,110
