MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_4208,1.36,[0.5:2.22],1,0.434,0.54
Molecule_4209,5.04,[3.69:6.39],0,0.326,0.338
Molecule_4210,-2.22,[-3.74:-0.7],1,0.425,0.373
Molecule_4211,0.79,[-0.37:1.3],1,0.643,0.492
Molecule_4212,-0,[-2.8:4.59],0,0.3,0.1
Molecule_4213,3.96,[3.96:4.01],1,0.998,0.854
Molecule_4214,5.17,[4.46:5.88],1,0.663,0.612
Molecule_4215,2.62,[1.62:3.41],1,0.388,0.465
Molecule_4216,1.03,[0.4:1.66],1,0.535,0.625
Molecule_4217,5.5,[5.45:5.55],1,0.998,0.943
Molecule_4218,3.83,[3.81:3.85],1,0.998,0.99
Molecule_4219,-0.69,[-1.66:0.28],0,0.182,0.371
Molecule_4220,1.75,[1.42:2.06],1,0.655,0.759
Molecule_4221,3.2,[2.89:3.51],1,0.798,0.816
Molecule_4222,4.71,[3.79:5.63],1,0.594,0.582
Molecule_4223,6.36,[4.92:7.8],1,0.528,0.506
Molecule_4224,4.13,[3.55:4.71],1,0.628,0.631
Molecule_4225,1.98,[1.06:2.9],1,0.399,0.525
Molecule_4226,4.2,[4.15:4.2],1,0.998,0.855
Molecule_4227,0.15,[0.15:0.23],1,0.998,0.76
Molecule_4228,0.98,[-0.09:2.05],1,0.217,0.419
Molecule_4229,1.38,[1.32:1.38],1,0.998,0.887
Molecule_4231,-1.22,[-1.86:-0.58],1,0.602,0.659
Molecule_4232,-0.3,[-0.3:-0.28],1,0.998,0.913
Molecule_4233,5.3,[5.28:5.32],1,0.998,0.937
Molecule_4234,7.05,[7.01:7.09],1,0.998,0.882
Molecule_4235,0.77,[0.33:1.21],1,0.544,0.747
Molecule_4236,-1.04,[-1.09:-0.99],1,0.998,0.978
Molecule_4237,1.06,[0.97:1.15],1,0.998,0.836
Molecule_4238,0.8,[0.66:0.94],1,0.998,0.728
Molecule_4239,0.23,[-0.04:0.5],1,0.998,0.717
Molecule_4240,1.86,[1.82:1.9],1,0.998,0.959
Molecule_4241,2.2,[1.81:2.59],1,0.602,0.718
Molecule_4242,6.1,[2.46:9],1,0.821,0.1
Molecule_4243,-0.4,[-1.96:0.79],1,0.253,0.287
Molecule_4244,-1.76,[-2.7:-1.04],1,0.464,0.505
Molecule_4245,4.53,[4.5:4.56],1,0.998,0.916
Molecule_4246,-2.43,[-5.2:0.52],1,0.571,0.12
Molecule_4247,2.92,[1.86:3.98],1,0.546,0.48
Molecule_4248,0.35,[0.22:0.48],1,0.998,0.729
Molecule_4250,3.51,[2.85:4.16],1,0.714,0.647
Molecule_4251,2.47,[-0.47:5.41],0,0.215,0.1
Molecule_4252,3.31,[1.99:4.63],1,0.529,0.426
Molecule_4253,3.55,[2.95:4.66],1,0.438,0.49
Molecule_4254,5.18,[4.33:6.03],0,0.3,0.433
Molecule_4255,1.78,[1.68:1.88],1,0.998,0.848
Molecule_4256,2.5,[2.43:2.57],1,0.998,0.869
Molecule_4258,3.2,[2.7:3.95],1,0.523,0.624
Molecule_4259,-0.21,[-0.24:-0.18],1,0.998,0.917
Molecule_4260,1.1,[1.1:1.15],1,0.998,0.838
Molecule_4261,4.2,[4.16:4.24],1,0.998,0.922
Molecule_4262,3.14,[3.09:3.19],1,0.998,0.916
Molecule_4263,0.02,[0.01:0.03],1,0.998,0.99
Molecule_4264,-0.17,[-0.98:0.64],1,0.671,0.591
Molecule_4265,0.19,[-0.22:0.6],1,0.725,0.736
Molecule_4266,3.94,[3.88:4],1,0.998,0.901
Molecule_4267,4.3,[4.28:4.32],1,0.998,0.965
Molecule_4268,-0.25,[-0.6:0.19],1,0.508,0.646
Molecule_4269,1.06,[-0.15:2.8],1,0.653,0.383
Molecule_4270,1.29,[1.07:1.51],1,0.638,0.805
Molecule_4271,4.64,[4.62:4.66],1,0.998,0.947
Molecule_4272,0.85,[-0.88:2.45],1,0.481,0.313
Molecule_4273,5.18,[4.8:5.52],1,0.661,0.721
Molecule_4274,1.86,[1.35:2.37],1,0.709,0.718
Molecule_4275,-2.23,[-3.61:-0.85],1,0.354,0.353
Molecule_4276,5.65,[5.51:5.79],1,0.353,0.728
Molecule_4277,0.31,[0.13:0.49],1,0.368,0.7
Molecule_4278,2.29,[2.26:2.32],1,0.998,0.883
Molecule_4279,4.56,[4.45:4.67],1,0.998,0.915
Molecule_4280,1.43,[1.03:1.83],1,0.593,0.683
Molecule_4281,4.9,[4.9:4.95],1,0.998,0.819
Molecule_4282,3.35,[3.32:3.38],1,0.998,0.928
Molecule_4283,2.77,[2.7:2.84],1,0.998,0.916
Molecule_4284,3.92,[3.92:3.95],1,0.998,0.928
Molecule_4285,4.66,[2.68:6],1,0.525,0.305
Molecule_4286,2.98,[2.95:3.01],1,0.998,0.98
Molecule_4287,7.73,[6.5:9.1],0,0.494,0.419
Molecule_4288,1.94,[1.94:1.94],1,0.998,0.992
Molecule_4289,2.59,[2.13:3.05],1,0.48,0.622
Molecule_4290,3.67,[3.64:3.7],1,0.998,0.918
Molecule_4291,2.15,[2.12:2.18],1,0.998,0.934
Molecule_4292,-0.65,[-1.17:-0.13],1,0.504,0.64
Molecule_4293,5.7,[3.39:8],0,0.114,0.102
Molecule_4294,0.83,[0.8:0.83],1,0.998,0.878
Molecule_4295,-1.29,[-2.21:-0.37],1,0.447,0.502
Molecule_4296,-1.58,[-3.07:-0.09],1,0.472,0.373
Molecule_4297,4.1,[4.07:4.13],1,0.998,0.826
Molecule_4298,-2.25,[-2.95:-1.55],1,0.34,0.483
Molecule_4299,2.5,[2.42:2.5],1,0.998,0.797
Molecule_4300,-0.58,[-1.96:0.8],1,0.49,0.402
Molecule_4301,-0.27,[-0.32:-0.22],1,0.998,0.838
Molecule_4302,-1.58,[-3.77:0.5],1,0.389,0.207
Molecule_4303,3.5,[3.44:3.56],1,0.998,0.879
Molecule_4304,2.58,[1.88:3.28],1,0.606,0.641
Molecule_4305,3.01,[2.18:3.84],1,0.539,0.586
Molecule_4306,4.78,[3.53:6.03],1,0.524,0.464
Molecule_4307,2.53,[1.1:4.03],0,0.191,0.321
Molecule_4308,7.2,[6.94:7.4],1,0.56,0.725
Molecule_4311,0.28,[-1.1:1.66],1,0.49,0.37
Molecule_4312,2.91,[2.89:2.93],1,0.998,0.935
Molecule_4313,3.67,[3.2:4.15],1,0.6,0.666
Molecule_4315,1.64,[1.56:1.72],1,0.998,0.969
Molecule_4316,2.49,[2.29:2.69],1,0.521,0.65
Molecule_4317,2.48,[0.26:4.48],1,0.4,0.229
Molecule_4318,5.21,[5.18:5.24],1,0.998,0.936
Molecule_4319,1.32,[0.71:1.93],1,0.466,0.576
Molecule_4320,4.83,[4.63:5],1,0.495,0.645
Molecule_4321,3.2,[2.46:3.94],1,0.675,0.64
Molecule_4322,2.45,[2.43:2.47],1,0.998,0.971
Molecule_4323,0.23,[-1.15:1.61],1,0.51,0.378
Molecule_4324,4.11,[4.05:4.17],1,0.998,0.893
Molecule_4325,2.2,[2.16:2.24],1,0.998,0.952
Molecule_4326,7.9,[7.51:8.23],1,0.715,0.759
Molecule_4327,7.9,[6.41:9.39],1,0.606,0.43
Molecule_4328,4.61,[4.53:4.69],1,0.998,0.924
Molecule_4329,6.81,[6.65:6.82],1,0.998,0.839
Molecule_4330,3.73,[3.07:4.39],1,0.557,0.619
Molecule_4331,5.62,[5.11:6.13],1,0.798,0.772
Molecule_4332,3.55,[3.55:3.69],1,0.998,0.713
Molecule_4333,3.42,[3.05:3.9],0,0.394,0.684
Molecule_4336,6.81,[6:7.72],0,0.405,0.468
Molecule_4337,-2.99,[-3.8:-2.35],1,0.466,0.433
Molecule_4338,7.25,[6.27:8.23],1,0.75,0.586
Molecule_4339,1.4,[-1.32:4.12],1,0.287,0.1
Molecule_4340,-0.99,[-1.99:0.01],1,0.294,0.424
Molecule_4341,6.13,[3.73:8.53],1,0.434,0.183
Molecule_4342,3.64,[3.11:4.24],1,0.55,0.633
Molecule_4343,6.84,[6:7.85],0,0.424,0.456
Molecule_4344,2.12,[2.11:2.21],1,0.998,0.792
Molecule_4345,5.09,[4.97:5.1],1,0.998,0.79
Molecule_4346,3.2,[3.2:3.22],1,0.998,0.975
Molecule_4349,2.43,[1.23:3.32],0,0.467,0.43
Molecule_4350,1.5,[1.33:1.67],1,0.654,0.83
Molecule_4351,1.24,[1:1.49],1,0.639,0.783
Molecule_4352,0.94,[0.79:1.09],1,0.742,0.845
Molecule_4353,0.68,[-0.21:1.57],1,0.568,0.57
Molecule_4354,-2.41,[-4.4:-0.42],0,0.396,0.236
Molecule_4355,3.7,[3.63:3.77],1,0.998,0.897
Molecule_4356,8.21,[6.75:9.67],1,0.414,0.351
Molecule_4357,5.7,[5.2:6.2],1,0.679,0.684
Molecule_4358,-1.81,[-3.63:0],0,0.489,0.298
Molecule_4360,4.82,[4.74:4.82],1,0.998,0.83
Molecule_4361,3.58,[3.13:4.03],1,0.669,0.743
Molecule_4362,0.15,[-0.43:0.94],1,0.556,0.576
Molecule_4363,-2.31,[-2.8:-1.54],1,0.561,0.545
Molecule_4364,-1.68,[-3.37:-0.72],1,0.501,0.348
Molecule_4365,2.94,[2.82:2.95],1,0.998,0.77
Molecule_4366,-2.4,[-3:-1.69],1,0.565,0.551
Molecule_4367,3.56,[2.89:4.23],1,0.542,0.639
Molecule_4368,-2.22,[-3.57:-0.7],1,0.502,0.373
Molecule_4369,0.05,[-0.5:0.6],1,0.661,0.682
Molecule_4370,5.34,[4.85:5.83],1,0.637,0.727
Molecule_4371,3.26,[1.08:6.22],1,0.482,0.1
Molecule_4372,2.69,[0.31:5.07],1,0.471,0.211
Molecule_4373,1.31,[1.22:1.32],1,0.998,0.803
Molecule_4374,1.67,[1.26:2.08],1,0.626,0.712
Molecule_4375,2.76,[2.7:2.82],1,0.998,0.895
Molecule_4376,3.13,[3.1:3.16],1,0.998,0.977
Molecule_4377,2.96,[1.76:4.16],1,0.548,0.487
Molecule_4378,2.59,[2.06:3.12],1,0.611,0.667
Molecule_4379,3.23,[2.27:4.19],1,0.484,0.542
Molecule_4380,-1.19,[-3.18:0.51],1,0.47,0.287
Molecule_4381,1.97,[1.95:1.99],1,0.998,0.964
Molecule_4382,-1.32,[-1.57:-1.07],1,0.469,0.661
Molecule_4383,1.13,[1.09:1.17],1,0.998,0.975
Molecule_4384,4.18,[4.17:4.19],1,0.998,0.993
Molecule_4385,-0.86,[-0.97:-0.75],1,0.603,0.764
Molecule_4386,3.5,[3.48:3.52],1,0.998,0.942
Molecule_4387,-1.06,[-1.27:-1.04],1,0.999,0.918
Molecule_4388,-4.49,[-4.72:-4.26],1,0.998,0.778
Molecule_4389,2.11,[1.59:2.63],1,0.598,0.689
Molecule_4390,3,[2.81:3.3],1,0.833,0.793
Molecule_4391,0.47,[0.43:0.51],1,0.998,0.911
Molecule_4392,-0.6,[-0.62:-0.58],1,0.998,0.969
Molecule_4393,4,[3.93:4.07],1,0.998,0.934
Molecule_4395,2.91,[2.88:2.94],1,0.998,0.941
Molecule_4396,0.82,[0.15:1.76],1,0.336,0.54
Molecule_4397,1.02,[1.02:1.06],1,0.999,0.986
Molecule_4398,5.7,[5.68:5.72],1,0.998,0.939
Molecule_4399,4.78,[4.72:4.84],1,0.998,0.917
Molecule_4400,-0.3,[-1.15:0.44],1,0.573,0.57
Molecule_4401,-0.46,[-0.46:-0.43],1,0.998,0.906
Molecule_4402,2.33,[2.33:2.39],1,0.998,0.789
Molecule_4403,-2.22,[-2.91:-1.53],1,0.323,0.479
Molecule_4404,1.5,[1.45:1.55],1,0.998,0.902
Molecule_4405,6.23,[6.16:6.3],1,0.998,0.812
Molecule_4406,0.51,[0.51:0.53],1,0.998,0.881
Molecule_4407,4.81,[4.13:5.49],1,0.556,0.586
Molecule_4408,4.99,[4.93:4.99],1,0.998,0.812
Molecule_4409,4.1,[3.6:4.6],1,0.577,0.63
Molecule_4410,2.3,[2.01:2.58],1,0.72,0.772
Molecule_4411,4.08,[4.06:4.1],1,0.998,0.978
Molecule_4412,1.84,[1.82:1.86],1,0.998,0.989
Molecule_4413,4.78,[4.72:4.84],1,0.998,0.857
Molecule_4414,-1.06,[-1.33:-1.04],1,0.998,0.7
Molecule_4415,0.77,[0.43:1.11],1,0.651,0.713
Molecule_4416,4.62,[4.57:4.67],1,0.998,0.845
Molecule_4417,4.46,[4.39:4.53],1,0.998,0.892
Molecule_4418,6.07,[6.01:6.07],1,0.998,0.776
Molecule_4419,1.55,[0.85:2.25],1,0.48,0.547
Molecule_4420,4.72,[4.68:4.76],1,0.998,0.937
Molecule_4421,5.12,[5.09:5.15],1,0.998,0.937
Molecule_4422,9.4,[9.35:9.45],1,0.998,0.934
Molecule_4423,0.34,[-0.96:1.64],1,0.422,0.429
Molecule_4424,4.85,[3.8:5.9],0,0.33,0.405
Molecule_4425,3.27,[3.22:3.27],1,0.998,0.865
Molecule_4426,3.69,[3.69:3.71],1,0.998,0.958
Molecule_4427,1.68,[1.66:1.7],1,0.998,0.953
Molecule_4428,0.37,[0.33:0.37],1,0.998,0.926
Molecule_4429,7,[6.87:7],1,0.998,0.721
Molecule_4430,0.64,[0.62:0.66],1,0.998,0.968
Molecule_4431,3.49,[2.79:4.19],1,0.537,0.636
Molecule_4432,2.41,[2.38:2.44],1,0.998,0.937
Molecule_4433,3.31,[3.3:3.32],1,0.998,0.987
Molecule_4434,0.84,[0.82:0.87],1,0.998,0.913
Molecule_4435,2.57,[2.57:2.63],1,0.998,0.863
Molecule_4436,0.99,[0.84:1],1,0.998,0.769
Molecule_4437,4.41,[4.41:4.41],1,0.998,0.98
Molecule_4438,4.35,[3.29:5.41],1,0.556,0.5
Molecule_4439,2.84,[2.82:2.84],1,0.998,0.885
Molecule_4440,1.68,[0.26:3.65],0,0.277,0.253
Molecule_4441,-0.66,[-0.77:-0.55],1,0.998,0.823
Molecule_4442,-3.55,[-4.65:-1.52],1,0.806,0.345
Molecule_4443,-0.97,[-0.97:-0.94],1,0.998,0.946
Molecule_4444,4.1,[4.06:4.11],1,0.998,0.911
Molecule_4445,3.56,[3.54:3.58],1,0.998,0.989
Molecule_4446,2.94,[2.93:2.95],1,0.998,0.98
Molecule_4447,2.3,[2.27:2.33],1,0.998,0.967
Molecule_4448,2.24,[2.22:2.26],1,0.998,0.962
Molecule_4449,1.85,[1.82:1.88],1,0.998,0.919
Molecule_4450,3.56,[3.53:3.59],1,0.998,0.921
Molecule_4451,5.98,[4.43:7.53],1,0.466,0.341
Molecule_4452,0.75,[0.73:0.89],1,0.998,0.828
Molecule_4453,5.5,[5.5:5.62],1,0.998,0.777
Molecule_4454,-2.24,[-4.27:-0.21],0,0.271,0.192
Molecule_4455,-2.45,[-2.85:-2.05],1,0.557,0.709
Molecule_4456,1.48,[1.13:1.83],1,0.673,0.715
Molecule_4457,-2.03,[-2.03:-1.97],1,0.998,0.793
Molecule_4458,4.35,[3.49:5.21],1,0.574,0.539
Molecule_4459,7.6,[4.69:10],0,0.305,0.1
Molecule_4460,1.41,[1.37:1.46],1,0.998,0.919
Molecule_4461,4.01,[4:4.1],1,0.998,0.831
Molecule_4462,3.51,[3.18:3.84],1,0.569,0.66
Molecule_4463,0.81,[0.54:1.08],1,0.857,0.823
Molecule_4464,2.71,[2.7:2.8],1,0.998,0.789
Molecule_4465,5.7,[5.7:5.76],1,0.998,0.821
Molecule_4466,-2.24,[-2.93:-1.55],0,0.322,0.478
Molecule_4467,2.41,[2.4:2.51],1,0.998,0.826
Molecule_4468,3.08,[3.05:3.11],1,0.998,0.931
Molecule_4469,3.3,[3.28:3.32],1,0.998,0.987
Molecule_4470,2.33,[2.31:2.35],1,0.998,0.985
Molecule_4471,-0.02,[-1.18:1.14],1,0.229,0.342
Molecule_4472,2.19,[1.5:2.88],1,0.602,0.707
Molecule_4473,2.49,[2:2.98],1,0.529,0.665
Molecule_4474,1.81,[1.78:1.84],1,0.998,0.911
Molecule_4475,5.31,[4.77:5.85],1,0.616,0.656
Molecule_4477,1.47,[1.24:1.7],1,0.836,0.839
Molecule_4478,1.18,[1.16:1.2],1,0.998,0.979
Molecule_4479,-2.56,[-4.65:-0.58],0,0.099,0.138
Molecule_4480,2.6,[0.52:5.22],0,0.155,0.1
Molecule_4481,7.43,[6.43:8.35],1,0.569,0.529
Molecule_4482,1.32,[1.29:1.32],1,0.998,0.944
Molecule_4483,-2.13,[-2.98:-0.98],1,0.631,0.506
Molecule_4484,-1.32,[-1.33:-1.19],1,0.998,0.782
Molecule_4485,-2.79,[-4.68:-0.9],0,0.292,0.221
Molecule_4486,4.17,[3.86:4.51],1,0.711,0.739
Molecule_4487,-0.48,[-0.51:-0.45],1,0.998,0.919
Molecule_4488,2.85,[2.83:2.87],1,0.998,0.952
Molecule_4489,3.52,[3.52:3.54],1,0.998,0.887
Molecule_4490,1.41,[0.78:2.04],1,0.544,0.596
Molecule_4491,1.2,[0.69:1.71],0,0.556,0.65
Molecule_4492,2.07,[0.42:3.6],1,0.507,0.382
Molecule_4493,4.2,[4.15:4.25],1,0.998,0.857
Molecule_4494,4.87,[4.87:4.99],1,0.998,0.744
Molecule_4495,5.3,[4.2:6.4],1,0.418,0.456
Molecule_4496,2.84,[2.82:2.86],1,0.998,0.977
Molecule_4497,3.09,[3.07:3.11],1,0.998,0.943
Molecule_4498,-0.26,[-1.08:0.56],1,0.462,0.441
Molecule_4499,1.13,[0.63:1.63],1,0.45,0.624
Molecule_4500,-0.12,[-0.63:0.39],1,0.521,0.662
Molecule_4501,0.79,[0.78:0.93],1,0.998,0.746
Molecule_4502,4.15,[3.7:4.63],1,0.528,0.637
Molecule_4503,0.22,[0.17:0.27],1,0.998,0.873
Molecule_4504,3.87,[3.82:3.92],1,0.998,0.842
Molecule_4505,4.74,[4.22:5.1],1,0.62,0.747
Molecule_4506,2.5,[2.44:2.5],1,0.998,0.821
Molecule_4507,6.76,[6:7.72],0,0.429,0.469
Molecule_4508,7.62,[6.15:9.35],1,0.577,0.354
Molecule_4509,0.72,[-0.43:2.06],1,0.257,0.34
Molecule_4510,8.53,[7.62:9.44],1,0.57,0.518
Molecule_4511,1.15,[1.12:1.18],1,0.998,0.96
Molecule_4512,0.99,[0.93:1.05],1,0.998,0.946
Molecule_4513,1.6,[1.58:1.62],1,0.998,0.897
Molecule_4514,4.7,[4.66:4.74],1,0.998,0.932
Molecule_4515,3.3,[3.26:3.34],1,0.998,0.977
Molecule_4516,3.94,[1.64:6.24],1,0.358,0.179
Molecule_4517,3.88,[3.07:4.69],1,0.55,0.642
Molecule_4518,-5.12,[-5.13:-4.96],1,0.998,0.71
Molecule_4519,3.86,[3.86:3.88],1,0.998,0.895
Molecule_4520,4.02,[4.02:4.06],1,0.998,0.855
Molecule_4521,2.59,[1.39:3.79],1,0.597,0.485
Molecule_4522,2.28,[2.25:2.31],1,0.998,0.937
Molecule_4523,2.57,[2.56:2.58],1,0.998,0.989
Molecule_4524,1.41,[1:1.82],1,0.652,0.719
Molecule_4525,3.3,[3.15:3.45],1,0.998,0.773
Molecule_4526,2.5,[2.44:2.56],1,0.998,0.971
Molecule_4527,2.71,[1.99:3.55],0,0.327,0.543
Molecule_4528,0.3,[0.27:0.33],1,0.998,0.948
Molecule_4529,1.36,[1.36:1.4],1,0.998,0.867
Molecule_4530,-0.77,[-3.39:1.85],1,0.325,0.112
Molecule_4531,-0.97,[-1.37:-0.57],1,0.484,0.682
Molecule_4532,3.14,[2.03:4.25],1,0.479,0.528
Molecule_4533,2.03,[1.4:2.66],1,0.508,0.592
Molecule_4534,4.5,[4.39:4.51],1,0.998,0.774
Molecule_4535,2.27,[1.52:3.02],1,0.71,0.687
Molecule_4536,1.66,[1.64:1.68],1,0.998,0.995
Molecule_4537,3.56,[3.28:3.84],1,0.64,0.738
Molecule_4538,3.07,[2.64:3.5],1,0.537,0.594
Molecule_4539,6.63,[6:7.33],0,0.111,0.439
Molecule_4540,-1.06,[-1.27:-1.04],1,0.999,0.918
Molecule_4541,0.91,[0.88:0.94],1,0.998,0.918
Molecule_4542,-0.41,[-0.46:-0.36],1,0.998,0.887
Molecule_4543,-1.81,[-1.81:-1.75],1,0.998,0.804
Molecule_4544,-0.24,[-0.29:-0.24],1,0.998,0.843
Molecule_4545,1.62,[1.34:1.92],1,0.669,0.742
Molecule_4546,1.39,[1.34:1.44],1,0.998,0.899
Molecule_4547,4.01,[3.98:4.04],1,0.998,0.976
Molecule_4548,2.84,[2.8:2.84],1,0.998,0.859
Molecule_4549,4.96,[4.94:4.98],1,0.998,0.96
Molecule_4550,1.32,[1.29:1.35],1,0.998,0.944
Molecule_4551,3.05,[2.98:3.05],1,0.998,0.812
Molecule_4552,1.7,[1.67:1.7],1,0.998,0.875
Molecule_4553,2.63,[1.39:3.87],1,0.553,0.499
Molecule_4554,5.72,[5.71:5.73],1,0.998,0.976
Molecule_4555,1.34,[1.32:1.36],1,0.998,0.958
Molecule_4556,2.71,[2.61:2.81],1,0.998,0.878
Molecule_4557,1.33,[0.99:1.67],1,0.747,0.778
Molecule_4558,2.75,[0.64:4.31],1,0.524,0.27
Molecule_4559,8.35,[7.23:9.43],1,0.583,0.469
Molecule_4560,3.47,[3.45:3.49],1,0.998,0.99
Molecule_4561,2.68,[2.68:2.69],1,0.998,0.945
Molecule_4562,2.21,[2.17:2.25],1,0.998,0.924
Molecule_4563,1.13,[1.09:1.13],1,0.998,0.878
Molecule_4564,2.57,[2.56:2.58],1,0.998,0.99
Molecule_4565,2.53,[2.42:2.64],1,0.701,0.868
Molecule_4566,3.75,[3.7:3.8],1,0.998,0.87
Molecule_4567,5,[4.92:5],1,0.998,0.807
Molecule_4568,1.45,[1.44:1.55],1,0.998,0.82
Molecule_4569,-0.89,[-1.38:-0.4],1,0.529,0.625
Molecule_4570,8.01,[6.35:9.67],0,0.409,0.309
Molecule_4571,1.2,[1.2:1.24],1,0.998,0.905
Molecule_4572,1.96,[1.96:1.99],1,0.998,0.944
Molecule_4573,2.07,[1.86:2.28],1,0.8,0.843
Molecule_4574,-0.98,[-3.08:1.47],1,0.576,0.225
Molecule_4575,2.12,[2.09:2.15],1,0.998,0.976
Molecule_4576,1.09,[1.06:1.12],1,0.998,0.974
Molecule_4577,1.06,[0.12:2.08],1,0.635,0.566
Molecule_4578,3.13,[3.09:3.17],1,0.998,0.94
Molecule_4579,0.85,[0.85:0.89],1,0.998,0.9
Molecule_4580,3.8,[3.72:3.8],1,0.998,0.855
Molecule_4581,7.53,[7.19:7.87],1,0.638,0.7
Molecule_4582,3.31,[3.28:3.34],1,0.998,0.979
Molecule_4583,6.33,[5.07:7.59],0,0.44,0.416
Molecule_4584,6.8,[6:8.68],0,0.522,0.319
Molecule_4586,0.24,[0.19:0.29],1,0.998,0.83
Molecule_4587,0.94,[0.22:1.66],1,0.559,0.53
Molecule_4588,2.5,[2.46:2.54],1,0.998,0.952
Molecule_4589,-0.41,[-0.43:-0.39],1,0.998,0.905
Molecule_4590,3.59,[3.56:3.62],1,0.998,0.902
Molecule_4591,4.14,[4.1:4.14],1,0.998,0.858
Molecule_4592,4.35,[4.26:4.44],1,0.998,0.764
Molecule_4593,8.99,[8.68:9],1,0.998,0.656
Molecule_4594,3.03,[2.95:3.09],1,0.998,0.852
Molecule_4595,0.83,[0.24:1.42],1,0.502,0.568
Molecule_4596,1.09,[1.04:1.14],1,0.998,0.961
Molecule_4597,3.56,[3.5:3.62],1,0.998,0.934
Molecule_4598,2.72,[2.69:2.75],1,0.998,0.943
Molecule_4599,2.07,[2.02:2.08],1,0.998,0.819
Molecule_4600,1.83,[1.82:1.84],1,0.998,0.952
Molecule_4601,3.56,[3.48:3.57],1,0.998,0.859
Molecule_4602,2.94,[2.5:3.42],1,0.613,0.688
Molecule_4603,6.1,[6:6.1],1,0.998,0.769
Molecule_4604,1.32,[-2.22:4.86],1,0.301,0.1
Molecule_4605,1.9,[1.83:1.9],1,0.998,0.77
Molecule_4606,3.46,[3.4:3.52],1,0.998,0.846
Molecule_4607,2.9,[2.86:2.94],1,0.998,0.926
Molecule_4608,3.94,[3.92:3.96],1,0.998,0.876
Molecule_4609,3.33,[2.45:4.21],1,0.509,0.582
Molecule_4610,-1.36,[-2.55:-0.17],1,0.466,0.464
Molecule_4611,3.75,[3.7:3.8],1,0.998,0.849
Molecule_4612,2.29,[2.27:2.31],1,0.998,0.948
Molecule_4613,2.66,[2.33:2.99],1,0.628,0.741
Molecule_4615,0.81,[0.8:0.9],1,0.998,0.773
Molecule_4616,2.92,[2.9:3.01],1,0.998,0.796
Molecule_4617,2.81,[2.79:2.83],1,0.998,0.953
Molecule_4618,4.09,[3.94:4.1],1,0.998,0.725
Molecule_4619,3.24,[3.15:3.25],1,0.998,0.818
Molecule_4620,2.81,[2.79:2.83],1,0.998,0.952
Molecule_4621,2.79,[2.71:2.87],1,0.998,0.846
Molecule_4622,3.53,[3.46:3.53],1,0.998,0.816
Molecule_4623,2.58,[2.21:2.95],1,0.715,0.73
Molecule_4624,3.6,[3.57:3.63],1,0.999,0.989
Molecule_4625,3.35,[3.26:3.36],1,0.998,0.794
Molecule_4626,1.04,[0.99:1.09],1,0.998,0.809
Molecule_4627,1.12,[-0.68:2.78],1,0.487,0.329
Molecule_4628,1.46,[1.05:1.87],1,0.521,0.645
Molecule_4629,1,[0.69:1.33],1,0.555,0.679
Molecule_4630,1.43,[0.85:2.01],1,0.623,0.658
Molecule_4631,2.01,[1.99:2.03],1,0.998,0.921
Molecule_4632,2.51,[1.99:3.03],1,0.52,0.625
Molecule_4633,4.67,[4.58:4.76],1,0.998,0.779
Molecule_4634,5,[4.95:5],1,0.998,0.834
Molecule_4635,3.82,[2.47:5.17],1,0.551,0.43
Molecule_4636,3.9,[3.85:3.95],1,0.998,0.873
Molecule_4637,3.12,[3.1:3.14],1,0.998,0.975
Molecule_4639,1.95,[1.94:1.97],1,0.998,0.966
Molecule_4640,3.42,[3.37:3.42],1,0.998,0.884
Molecule_4641,3.43,[3.4:3.46],1,0.998,0.967
Molecule_4642,1.9,[1.88:1.93],1,0.998,0.929
Molecule_4643,1.32,[1.32:1.35],1,0.998,0.932
Molecule_4644,0.15,[0.12:0.18],1,0.998,0.978
Molecule_4645,0.62,[0.56:0.68],1,0.998,0.886
Molecule_4646,2.15,[2.15:2.18],1,0.998,0.884
Molecule_4647,3.63,[3.61:3.65],1,0.998,0.981
Molecule_4648,2.23,[2.23:2.25],1,0.998,0.958
Molecule_4649,1.69,[1.68:1.73],1,0.998,0.94
Molecule_4650,2.4,[2.38:2.42],1,0.998,0.937
Molecule_4651,0.16,[0.14:0.18],1,0.998,0.981
Molecule_4652,0.91,[0.88:0.94],1,0.998,0.925
Molecule_4653,4.95,[4.2:5.7],1,0.619,0.619
Molecule_4654,5.13,[5.07:5.14],1,0.998,0.813
Molecule_4655,4.23,[4.19:4.24],1,0.998,0.903
Molecule_4656,2.17,[2.17:2.21],1,0.998,0.862
Molecule_4657,2.69,[2.66:2.72],1,0.998,0.982
Molecule_4658,2.11,[1.93:2.29],1,0.998,0.726
Molecule_4659,2.31,[2.05:2.57],1,0.785,0.809
Molecule_4660,0.14,[0.11:0.17],1,0.998,0.969
Molecule_4661,1.27,[1.2:1.28],1,0.998,0.858
Molecule_4662,3.98,[3.58:4.38],1,0.542,0.685
Molecule_4663,3.78,[2.91:4.65],1,0.607,0.598
Molecule_4664,1.8,[1.74:1.86],1,0.998,0.943
Molecule_4666,6.71,[5.63:7.79],0,0.4,0.447
Molecule_4667,0.56,[0.52:0.56],1,0.998,0.942
Molecule_4668,4.62,[4.61:4.62],1,0.998,0.969
Molecule_4669,3.72,[3.7:3.74],1,0.998,0.968
