MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_2,1.39,[1.34:1.39],1,0.998,0.912
Molecule_3,0.02,[-0.67:0.71],1,0.556,0.592
Molecule_4,1.3,[1.21:1.39],1,0.998,0.926
Molecule_5,-0.97,[-4.41:2.47],0,0.112,0.1
Molecule_6,5.23,[5.17:5.29],1,0.998,0.902
Molecule_7,1.99,[1.88:2],1,0.998,0.848
Molecule_10,1.47,[1.47:1.5],1,0.998,0.918
Molecule_15,0.36,[0.32:0.39],1,0.998,0.907
Molecule_17,3.94,[2.97:4.91],1,0.545,0.512
Molecule_18,4.72,[3.68:5.76],1,0.433,0.423
Molecule_19,0.21,[0.17:0.25],1,0.998,0.918
Molecule_20,0.21,[0.19:0.23],1,0.998,0.954
Molecule_23,-1.55,[-2.71:-0.39],0,0.166,0.348
Molecule_24,3.93,[3.91:3.95],1,0.998,0.973
Molecule_25,3.15,[3.14:3.16],1,0.998,0.95
Molecule_26,2.1,[2.07:2.13],1,0.998,0.89
Molecule_27,2.95,[2.92:2.98],1,0.998,0.985
Molecule_28,4.16,[4:4.32],1,0.998,0.833
Molecule_33,1.36,[1.34:1.38],1,0.998,0.971
Molecule_35,2.3,[2.3:2.35],1,0.998,0.876
Molecule_36,1.56,[1.54:1.58],1,0.998,0.983
Molecule_38,1.1,[1.1:1.13],1,0.998,0.924
Molecule_39,1.47,[1.41:1.53],1,0.998,0.957
Molecule_40,1.28,[-1.13:3.69],1,0.296,0.14
Molecule_41,0.36,[0.36:0.39],1,0.998,0.941
Molecule_42,-2.32,[-4.21:-0.43],1,0.412,0.257
Molecule_43,1.66,[1.66:1.69],1,0.998,0.908
Molecule_44,0.84,[0.7:0.98],1,0.998,0.794
Molecule_45,1.54,[1.52:1.56],1,0.998,0.953
Molecule_46,1.15,[1.09:1.21],1,0.998,0.916
Molecule_47,-0.02,[-0.02:0.06],1,0.998,0.757
Molecule_48,-0.6,[-0.65:-0.55],1,0.998,0.927
Molecule_49,7.9,[7.82:7.9],1,0.998,0.785
Molecule_50,6.34,[5.15:7.53],0,0.423,0.425
Molecule_51,-2.18,[-2.26:-2.1],1,0.998,0.769
Molecule_55,6.41,[4.98:7.84],0,0.38,0.341
Molecule_58,5.17,[4.59:5.78],1,0.548,0.613
Molecule_61,3.88,[3.8:3.88],1,0.998,0.773
Molecule_64,-1.56,[-2.62:-0.5],1,0.559,0.481
Molecule_65,2.55,[2.1:3],1,0.846,0.759
Molecule_67,3.91,[3.86:3.91],1,0.998,0.835
Molecule_69,0.05,[0.03:0.07],1,0.998,0.964
Molecule_70,1.78,[1.08:2.48],1,0.533,0.57
Molecule_71,4.34,[4.31:4.37],1,0.998,0.912
Molecule_72,4.67,[4.38:4.97],1,0.61,0.666
Molecule_73,3.51,[3.45:3.51],1,0.998,0.839
Molecule_79,3.41,[3.35:3.42],1,0.998,0.815
Molecule_80,2.84,[2.52:3.16],1,0.759,0.768
Molecule_82,1.84,[1.83:1.94],1,0.998,0.843
Molecule_83,0.98,[0.98:1],1,0.998,0.936
Molecule_84,3.13,[3.11:3.15],1,0.998,0.896
Molecule_85,6.16,[6.12:6.2],1,0.998,0.9
Molecule_86,-1.31,[-2.29:-0.33],1,0.445,0.515
Molecule_87,3.21,[2.88:3.54],1,0.457,0.657
Molecule_88,3.43,[2.96:3.9],1,0.455,0.609
Molecule_89,2.4,[2.36:2.44],1,0.998,0.877
Molecule_90,3.55,[3:4.23],1,0.531,0.628
Molecule_92,2.78,[2.38:3.18],1,0.705,0.716
Molecule_93,2.8,[2.77:2.83],1,0.998,0.894
Molecule_94,1.59,[1.56:1.62],1,0.998,0.973
Molecule_95,1.36,[1.36:1.44],1,0.998,0.8
Molecule_96,1.39,[0.4:2.38],1,0.473,0.501
Molecule_97,3.5,[3.46:3.54],1,0.998,0.885
Molecule_98,4.13,[4.12:4.14],1,0.998,0.946
Molecule_99,1.72,[1.41:2.03],1,0.663,0.761
Molecule_101,1.92,[1.82:2.02],1,0.998,0.787
Molecule_103,3.49,[3.01:3.97],1,0.564,0.651
Molecule_104,0.66,[0.28:1.04],1,0.614,0.718
Molecule_105,0.93,[0.9:0.96],1,0.998,0.932
Molecule_106,2.06,[2.06:2.1],1,0.998,0.984
Molecule_107,1.76,[1.76:1.85],1,0.998,0.766
Molecule_108,3.28,[3.25:3.31],1,0.998,0.947
Molecule_110,2.6,[2.15:3.05],1,0.516,0.691
Molecule_111,2.71,[2.26:3.11],1,0.497,0.673
Molecule_112,2.7,[2.25:3.11],1,0.496,0.668
Molecule_113,2.7,[2.25:3.11],0,0.468,0.663
Molecule_114,3.8,[3.76:3.84],1,0.998,0.937
Molecule_115,0.82,[0.79:0.85],1,0.998,0.935
Molecule_116,-0.93,[-0.93:-0.88],1,0.998,0.794
Molecule_117,5.7,[5.7:5.74],1,0.998,0.897
Molecule_118,2.31,[2.11:2.51],1,0.584,0.772
Molecule_119,-0.44,[-0.44:-0.37],1,0.998,0.845
Molecule_120,4.98,[4.98:5.02],1,0.998,0.867
Molecule_121,1.97,[1.58:2.36],1,0.449,0.678
Molecule_122,2.33,[2.13:2.53],1,0.421,0.706
Molecule_123,4.56,[2.9:6.22],1,0.332,0.326
Molecule_124,1.2,[1.2:1.23],1,0.998,0.918
Molecule_126,0.4,[-0.29:1.09],1,0.407,0.532
Molecule_127,-0.8,[-0.83:-0.77],1,0.998,0.867
Molecule_128,2.79,[2.76:2.79],1,0.998,0.884
Molecule_129,-1,[-1.01:-0.99],1,0.998,0.992
Molecule_130,0.25,[0.25:0.28],1,0.998,0.875
Molecule_131,3.49,[3.43:3.55],1,0.998,0.811
Molecule_134,2.65,[2.61:2.65],1,0.998,0.879
Molecule_135,3.34,[3.3:3.38],1,0.998,0.807
Molecule_140,6.5,[6.43:6.5],1,0.998,0.847
Molecule_141,6.5,[6.39:6.61],1,0.998,0.839
Molecule_142,5.12,[5.1:5.14],1,0.998,0.956
Molecule_144,4.16,[4.13:4.19],1,0.998,0.95
Molecule_145,3.66,[3.61:3.71],1,0.998,0.897
Molecule_146,4.64,[4.58:4.68],1,0.998,0.894
Molecule_147,1.26,[-0.39:2.91],1,0.417,0.408
Molecule_148,8.93,[8.81:9.05],1,0.998,0.799
Molecule_149,6.59,[4.72:8.46],1,0.625,0.349
Molecule_151,2.62,[2.59:2.65],1,0.998,0.907
Molecule_152,3.82,[3.78:3.82],1,0.998,0.859
Molecule_153,0.15,[-0.01:0.31],1,0.439,0.688
Molecule_154,2.58,[2.48:2.58],1,0.998,0.745
Molecule_155,2.55,[2.52:2.58],1,0.998,0.903
Molecule_156,2.99,[2.95:3.03],1,0.998,0.907
Molecule_157,3.13,[3.07:3.19],1,0.998,0.965
Molecule_158,3.3,[3.28:3.32],1,0.998,0.982
Molecule_159,6.37,[6.17:6.5],0,0.475,0.666
Molecule_160,4.18,[4.15:4.21],1,0.998,0.898
Molecule_161,3.31,[3.27:3.35],1,0.998,0.913
Molecule_168,3.7,[3.66:3.74],1,0.998,0.931
Molecule_169,3.28,[3.17:3.39],1,0.998,0.807
Molecule_170,2.51,[2.51:2.53],1,0.998,0.917
Molecule_171,-1.47,[-1.52:-1.42],1,0.998,0.874
Molecule_174,-1.16,[-2.08:-0.24],1,0.527,0.54
Molecule_176,1.98,[1.98:2.01],1,0.998,0.89
Molecule_177,0.46,[0.43:0.49],1,0.998,0.926
Molecule_178,1.08,[1.03:1.13],1,0.998,0.92
Molecule_179,2.47,[2.2:2.74],1,0.998,0.843
Molecule_180,4.8,[4.75:4.85],1,0.998,0.972
Molecule_181,3.12,[3.06:3.12],1,0.998,0.795
Molecule_182,-0.55,[-1.96:0.67],1,0.657,0.503
Molecule_183,2,[1.95:2.05],1,0.998,0.884
Molecule_184,0.74,[-0.02:1.5],1,0.477,0.612
Molecule_185,1.98,[1.65:2.31],1,0.569,0.694
Molecule_186,0.26,[0.21:0.31],1,0.998,0.949
Molecule_187,0.56,[0.17:1.04],1,0.809,0.722
Molecule_188,5.76,[5.71:5.81],1,0.998,0.968
Molecule_189,4.51,[4.49:4.53],1,0.998,0.961
Molecule_190,4.38,[4.34:4.42],1,0.998,0.913
Molecule_191,6.14,[6.07:6.21],1,0.998,0.903
Molecule_192,2.5,[2.46:2.54],1,0.998,0.959
Molecule_193,4.76,[2.41:7.11],1,0.401,0.194
Molecule_194,3.81,[3.77:3.85],1,0.998,0.922
Molecule_195,3.59,[3.52:3.6],1,0.998,0.856
Molecule_196,1.35,[1.31:1.39],1,0.998,0.966
Molecule_197,3.15,[2.94:3.38],1,0.48,0.712
Molecule_198,3.15,[2.94:3.38],1,0.483,0.713
Molecule_199,3.36,[1.56:5.16],1,0.562,0.348
Molecule_200,2.82,[2.79:2.85],1,0.998,0.976
Molecule_201,3.1,[3.07:3.1],1,0.998,0.944
Molecule_203,0.36,[0.35:0.36],1,0.998,0.989
Molecule_204,2.98,[2.95:3.01],1,0.998,0.979
Molecule_205,2.25,[2.22:2.28],1,0.998,0.957
Molecule_206,2.66,[2.65:2.67],1,0.998,0.978
Molecule_207,0.95,[0.94:0.96],1,0.998,0.99
Molecule_208,3.02,[2.79:3.25],1,0.662,0.796
Molecule_209,4.58,[4.57:4.59],1,0.998,0.964
Molecule_210,4.7,[4.66:4.74],1,0.998,0.853
Molecule_211,3.2,[3.12:3.28],1,0.998,0.888
Molecule_212,1.1,[1.1:1.12],1,0.998,0.94
Molecule_213,2.13,[1.51:2.75],1,0.544,0.625
Molecule_214,7.14,[5.55:8.73],0,0.272,0.291
Molecule_215,-0.09,[-0.12:-0.06],1,0.998,0.887
Molecule_216,-0.33,[-0.33:-0.29],1,0.998,0.879
Molecule_217,3.9,[3.86:3.9],1,0.998,0.878
Molecule_218,0.96,[0.94:0.98],1,0.998,0.94
Molecule_219,1.71,[1.71:1.76],1,0.998,0.913
Molecule_220,0.84,[0.79:0.89],1,0.998,0.931
Molecule_221,-1.08,[-1.13:-1.03],1,0.998,0.885
Molecule_222,-0.04,[-0.18:0.1],1,0.998,0.797
Molecule_223,-1.55,[-1.61:-1.49],1,0.998,0.827
Molecule_224,-0.56,[-0.59:-0.53],1,0.998,0.976
Molecule_225,2.3,[2.28:2.32],1,0.998,0.977
Molecule_226,3.09,[2.65:3.53],1,0.624,0.66
Molecule_227,6.5,[6.34:6.66],1,0.998,0.789
Molecule_228,-0.77,[-1.83:0.29],1,0.53,0.531
Molecule_229,4.04,[4.02:4.06],1,0.998,0.975
Molecule_231,4.63,[3.2:6.06],1,0.373,0.393
Molecule_232,3.07,[3.04:3.1],1,0.998,0.958
Molecule_233,4.3,[4.25:4.3],1,0.998,0.85
Molecule_234,1.6,[-2.07:5.27],1,0.304,0.1
Molecule_235,0.93,[0.76:1.1],1,0.635,0.746
Molecule_236,4.17,[4.14:4.2],1,0.998,0.932
Molecule_238,1.52,[1.48:1.52],1,0.998,0.848
Molecule_239,5.66,[5.5:5.82],1,0.998,0.899
Molecule_240,5.21,[4.46:6.25],1,0.526,0.494
Molecule_241,4.46,[2.17:6.75],1,0.35,0.213
Molecule_242,7.3,[7.24:7.36],1,0.998,0.778
Molecule_243,3.99,[3.96:4.02],1,0.998,0.976
Molecule_244,4.78,[4.73:4.83],1,0.998,0.922
Molecule_245,7.32,[6:9.43],1,0.418,0.245
Molecule_246,6.5,[6.44:6.5],1,0.998,0.813
Molecule_247,4.3,[4.27:4.33],1,0.998,0.941
Molecule_248,3.66,[3.15:4.17],1,0.827,0.763
Molecule_249,4.47,[4.43:4.51],1,0.998,0.961
Molecule_250,2.2,[1.98:2.51],1,0.87,0.817
Molecule_251,-4.67,[-5.91:-3.43],0,0.383,0.367
Molecule_252,3.79,[3.77:3.81],1,0.998,0.98
Molecule_253,3.15,[3.14:3.16],1,0.998,0.984
Molecule_254,3.33,[3.31:3.35],1,0.998,0.955
Molecule_255,1.94,[1.91:1.97],1,0.998,0.979
Molecule_256,2.27,[1.83:2.71],1,0.536,0.664
Molecule_257,3.44,[3.42:3.46],1,0.998,0.991
Molecule_258,1.83,[1.83:1.85],1,0.998,0.954
Molecule_259,2.39,[2.37:2.41],1,0.998,0.965
Molecule_260,1.39,[1.37:1.41],1,0.998,0.962
Molecule_261,-0.3,[-0.33:-0.27],1,0.998,0.929
Molecule_263,-1.94,[-3.91:0.03],1,0.466,0.273
Molecule_264,-0.49,[-1.82:0.84],1,0.481,0.41
Molecule_265,1.88,[0.83:2.83],0,0.308,0.42
Molecule_266,2.22,[2.2:2.24],1,0.998,0.942
Molecule_267,3.34,[3.08:3.6],1,0.68,0.743
Molecule_268,0.33,[-1.08:1.74],1,0.421,0.341
Molecule_269,2.42,[2.39:2.45],1,0.998,0.966
Molecule_270,2.97,[2.1:3.56],1,0.772,0.61
Molecule_272,1.29,[-0.02:2.6],1,0.412,0.406
Molecule_273,3.38,[3.36:3.4],1,0.998,0.953
Molecule_274,5.7,[5.64:5.76],1,0.998,0.897
Molecule_275,3.82,[2.27:5.37],1,0.495,0.339
Molecule_276,0.45,[0.45:0.48],1,0.998,0.895
Molecule_277,0.96,[0.94:0.98],1,0.998,0.985
Molecule_278,1.96,[1.96:2],1,0.998,0.856
Molecule_279,2.1,[2.07:2.13],1,0.998,0.941
Molecule_280,2.4,[2.38:2.42],1,0.998,0.972
Molecule_282,2.9,[2.71:3.09],1,0.484,0.753
Molecule_283,-0.01,[-0.05:0.03],1,0.998,0.947
Molecule_284,1.81,[1.79:1.83],1,0.998,0.954
Molecule_285,1.48,[1.43:1.53],1,0.998,0.94
Molecule_286,0.03,[-0.01:0.07],1,0.998,0.953
Molecule_287,0.25,[0.21:0.29],1,0.998,0.917
Molecule_288,-2.04,[-2.04:-2.01],1,0.998,0.871
Molecule_289,-0.07,[-1.51:0.88],1,0.389,0.336
Molecule_290,-3.39,[-3.4:-3.26],1,0.998,0.739
Molecule_291,-1.53,[-1.7:-1.29],1,0.206,0.612
Molecule_292,0.17,[0.15:0.19],1,0.998,0.951
Molecule_293,-2.05,[-2.05:-1.95],1,0.998,0.74
Molecule_294,-0.38,[-0.41:-0.35],1,0.998,0.97
Molecule_295,-1.36,[-1.38:-1.34],1,0.998,0.943
Molecule_296,1.17,[-0.66:3],1,0.66,0.355
Molecule_297,-1,[-1.03:-0.97],1,0.998,0.848
Molecule_298,0.42,[0.39:0.45],1,0.998,0.922
Molecule_299,0.75,[0.73:0.77],1,0.998,0.98
Molecule_300,0.92,[0.83:0.93],1,0.998,0.801
Molecule_301,3.96,[3.01:4.91],1,0.657,0.598
Molecule_302,-0.13,[-0.16:-0.1],1,0.998,0.924
Molecule_303,2.92,[2.91:2.93],1,0.998,0.942
Molecule_304,-1.3,[-1.35:-1.25],1,0.998,0.946
Molecule_305,0.58,[0.5:0.66],1,0.998,0.844
Molecule_306,-1.65,[-2.84:-0.55],1,0.491,0.489
Molecule_307,4.2,[4.11:4.29],1,0.998,0.899
Molecule_308,6.6,[6.48:6.72],1,0.998,0.775
Molecule_309,3.7,[3.68:3.72],1,0.998,0.984
Molecule_310,1.04,[0.93:1.15],1,0.998,0.787
Molecule_311,1.45,[1.41:1.49],1,0.998,0.969
Molecule_312,0.57,[0.49:0.65],1,0.998,0.819
Molecule_313,1.32,[1.28:1.32],1,0.998,0.88
Molecule_314,2.78,[2.14:3.49],1,0.445,0.527
Molecule_315,1.68,[1.68:1.72],1,0.999,0.987
Molecule_316,0.53,[0.52:0.57],1,0.998,0.906
Molecule_317,-0.9,[-0.92:-0.83],1,0.998,0.873
Molecule_318,-3.1,[-3.1:-2.99],1,0.998,0.741
Molecule_319,0.79,[0.66:0.92],1,0.998,0.87
Molecule_320,4.49,[4.44:4.54],1,0.998,0.887
Molecule_321,-3.05,[-3.08:-3.02],1,0.998,0.911
Molecule_322,0.43,[0.38:0.48],1,0.998,0.967
Molecule_323,0.05,[-0.32:0.56],1,0.74,0.709
Molecule_324,-0.55,[-0.62:-0.48],1,0.998,0.923
Molecule_325,0.83,[0.79:0.87],1,0.998,0.955
Molecule_326,0.73,[0.7:0.76],1,0.998,0.916
Molecule_327,1.31,[1.28:1.34],1,0.998,0.953
Molecule_328,1.43,[1.43:1.48],1,0.998,0.873
Molecule_329,0.2,[0.17:0.23],1,0.998,0.972
Molecule_330,1.4,[1.38:1.42],1,0.998,0.96
Molecule_331,1.22,[1.22:1.25],1,0.998,0.88
Molecule_332,0.06,[-0.27:0.39],1,0.716,0.731
Molecule_333,0.19,[-0.38:0.76],1,0.561,0.697
Molecule_334,-2.64,[-2.65:-2.53],1,0.998,0.743
Molecule_335,3.75,[3.73:3.77],1,0.998,0.988
Molecule_336,3.2,[3.18:3.2],1,0.998,0.964
Molecule_337,1.96,[1.94:1.98],1,0.998,0.989
Molecule_338,1.88,[1.86:1.9],1,0.998,0.938
Molecule_339,-0.33,[-0.33:-0.29],1,0.998,0.916
Molecule_340,0.8,[0.74:0.86],1,0.998,0.926
Molecule_341,-0.05,[-0.07:-0.03],1,0.998,0.958
Molecule_342,2.48,[2.48:2.52],1,0.998,0.848
Molecule_343,0.12,[0.12:0.2],1,0.998,0.803
Molecule_344,2.47,[2.44:2.5],1,0.998,0.936
Molecule_345,0.56,[0.53:0.59],1,0.998,0.974
Molecule_346,3.5,[3.5:3.53],1,0.998,0.931
Molecule_347,1.83,[1.81:1.85],1,0.998,0.99
Molecule_348,3.02,[2.65:3.24],1,0.803,0.804
Molecule_349,1.65,[1.28:2.02],1,0.314,0.592
Molecule_350,-1.37,[-1.54:-1.2],1,0.998,0.729
Molecule_351,-0.21,[-0.97:0.39],1,0.545,0.64
Molecule_352,-1.09,[-1.28:-0.9],1,0.362,0.63
Molecule_353,3.46,[3.2:3.72],1,0.834,0.842
Molecule_354,3.71,[3.66:3.76],1,0.998,0.875
Molecule_355,2.99,[2.98:3],1,0.998,0.987
Molecule_356,3.61,[3.55:3.67],1,0.998,0.879
Molecule_357,2.73,[2.71:2.75],1,0.998,0.929
Molecule_358,1.22,[1.19:1.25],1,0.998,0.973
Molecule_359,2.86,[2.84:2.88],1,0.998,0.927
Molecule_360,1.48,[1.33:1.49],1,0.998,0.75
Molecule_361,1.23,[1.19:1.27],1,0.998,0.943
Molecule_362,0.81,[0.77:0.85],1,0.998,0.918
Molecule_363,1.46,[1.46:1.49],1,0.998,0.895
Molecule_364,2.52,[2.5:2.54],1,0.998,0.95
Molecule_365,1.2,[1.18:1.22],1,0.998,0.971
Molecule_366,-0.33,[-0.34:-0.32],1,0.998,0.951
Molecule_367,1.11,[1.11:1.14],1,0.998,0.939
Molecule_368,1.22,[1.18:1.26],1,0.998,0.931
Molecule_369,2.68,[2.64:2.72],1,0.998,0.905
Molecule_370,1.88,[1.85:1.91],1,0.998,0.971
Molecule_371,2.18,[2.16:2.29],1,0.998,0.855
Molecule_372,1.09,[1.02:1.16],1,0.998,0.863
Molecule_373,0.26,[0.26:0.35],1,0.998,0.777
Molecule_374,1.93,[0.63:3.23],1,0.539,0.484
Molecule_375,4.8,[4.75:4.85],1,0.998,0.97
Molecule_376,6.17,[5.49:6.85],1,0.874,0.694
Molecule_377,2.7,[2.25:3.11],1,0.433,0.646
Molecule_378,4,[2.22:5.78],1,0.411,0.311
Molecule_379,2.69,[2.25:3.11],0,0.471,0.658
Molecule_380,2.69,[2.25:3.11],0,0.452,0.652
Molecule_381,1.39,[1.36:1.42],1,0.998,0.981
Molecule_382,3.08,[3:3.09],1,0.998,0.85
Molecule_383,-0.35,[-0.38:-0.32],1,0.998,0.974
Molecule_384,2.64,[2.59:2.69],1,0.998,0.971
Molecule_385,0.97,[0.94:1],1,0.998,0.939
Molecule_386,-1.43,[-1.46:-1.4],1,0.998,0.981
Molecule_387,-0.6,[-0.62:-0.58],1,0.998,0.951
Molecule_388,-0.94,[-0.94:-0.88],1,0.998,0.893
Molecule_389,-0.94,[-0.99:-0.89],1,0.998,0.968
Molecule_390,-0.77,[-0.77:-0.75],1,0.998,0.861
Molecule_391,1.04,[0.98:1.1],1,0.998,0.97
Molecule_392,0.23,[0.11:0.35],1,0.998,0.843
Molecule_393,0.75,[0.69:0.75],1,0.998,0.856
Molecule_394,0.47,[0.41:0.53],1,0.998,0.909
Molecule_395,1.34,[1.3:1.38],1,0.998,0.918
Molecule_396,1.85,[1.81:1.89],1,0.998,0.883
Molecule_397,3.2,[3.16:3.24],1,0.998,0.861
Molecule_398,0.15,[-0.67:0.89],1,0.383,0.525
Molecule_399,4.3,[4.25:4.3],1,0.998,0.86
Molecule_400,1.77,[1.77:1.77],1,0.998,0.952
Molecule_401,3.28,[3.23:3.33],1,0.998,0.975
Molecule_402,5.72,[4.09:7.35],1,0.546,0.398
Molecule_403,-0.08,[-0.12:-0.04],1,0.998,0.932
Molecule_404,7.71,[7.61:7.81],1,0.998,0.843
Molecule_405,6.62,[6:7.32],0,0.539,0.574
Molecule_406,6.42,[6.24:6.5],0,0.468,0.637
Molecule_407,6.2,[6.11:6.29],1,0.998,0.95
Molecule_408,0.89,[-0.2:1.98],1,0.525,0.449
Molecule_409,4.91,[4.45:5.37],1,0.746,0.742
Molecule_410,4.11,[3.81:4.41],1,0.77,0.781
Molecule_411,4.41,[4.37:4.45],1,0.998,0.952
Molecule_412,1.98,[1.95:2.01],1,0.998,0.923
Molecule_413,1.33,[1.3:1.36],1,0.998,0.956
Molecule_414,2.68,[2.65:2.71],1,0.998,0.903
Molecule_415,0.5,[0.36:0.6],1,0.648,0.77
Molecule_416,3.9,[3.83:3.97],1,0.998,0.88
Molecule_417,10,[9.93:10.07],1,0.998,0.934
Molecule_418,5.38,[3.94:6.5],0,0.278,0.323
Molecule_419,-0.7,[-0.75:-0.65],1,0.998,0.917
Molecule_420,2.62,[2.08:3.23],1,0.623,0.599
Molecule_421,1.38,[1.35:1.41],1,0.998,0.941
Molecule_422,-0.83,[-0.9:-0.76],1,0.998,0.879
Molecule_423,-0.81,[-0.85:-0.77],1,0.998,0.898
Molecule_424,-0.73,[-0.76:-0.7],1,0.998,0.932
Molecule_425,0.77,[0.12:1.43],1,0.637,0.559
Molecule_427,8.27,[6.14:10.4],1,0.461,0.229
Molecule_428,-0.24,[-1.24:0.76],1,0.585,0.557
Molecule_429,-0.32,[-0.37:-0.27],1,0.998,0.899
Molecule_430,2.86,[2.84:2.88],1,0.998,0.986
Molecule_431,-1.5,[-1.5:-1.44],1,0.998,0.809
Molecule_432,0.65,[0.65:0.67],1,0.998,0.897
Molecule_433,-0.43,[-0.49:-0.37],1,0.998,0.872
Molecule_434,0.84,[0.81:0.87],1,0.998,0.948
Molecule_435,8.43,[6.12:10.74],1,0.478,0.212
Molecule_436,-0.86,[-0.92:-0.8],1,0.998,0.839
Molecule_437,2.07,[2.03:2.11],1,0.998,0.909
Molecule_438,0.36,[0.32:0.4],1,0.998,0.964
Molecule_439,7.32,[7.32:7.36],1,0.998,0.95
Molecule_440,-0.82,[-0.87:-0.77],1,0.998,0.879
Molecule_441,-0.58,[-1.96:0.8],1,0.49,0.402
Molecule_442,6.73,[6.55:6.89],1,0.868,0.874
Molecule_443,5.49,[5.44:5.54],1,0.998,0.845
Molecule_444,5.83,[4.93:6.5],1,0.402,0.452
Molecule_446,5.23,[4.5:5.96],1,0.656,0.592
Molecule_447,3.32,[3.32:3.38],1,0.998,0.873
Molecule_448,2.38,[2.37:2.45],1,0.998,0.837
Molecule_449,2.42,[2.38:2.46],1,0.998,0.922
Molecule_450,0.24,[0.24:0.3],1,0.998,0.865
Molecule_451,0.19,[0.19:0.25],1,0.998,0.826
Molecule_452,-0.47,[-0.53:-0.41],1,0.998,0.86
Molecule_453,1.99,[1.92:1.99],1,0.998,0.757
Molecule_456,1.5,[1.4:1.6],1,0.998,0.928
Molecule_457,0.44,[-0.24:1.11],1,0.533,0.656
Molecule_458,-0.36,[-0.36:-0.25],1,0.998,0.743
Molecule_459,2.06,[2.02:2.1],1,0.998,0.931
Molecule_460,8.31,[7.91:8.71],1,0.326,0.606
Molecule_461,2.03,[1.98:2.03],1,0.998,0.91
Molecule_464,-0.49,[-0.52:-0.46],1,0.998,0.942
Molecule_465,-0.74,[-0.81:-0.67],1,0.998,0.877
Molecule_466,-0.36,[-0.4:-0.32],1,0.998,0.899
Molecule_467,0.82,[0.54:1.1],1,0.546,0.752
Molecule_469,-1.3,[-1.33:-1.27],1,0.998,0.93
Molecule_470,-0.19,[-1.41:0.79],1,0.298,0.383
Molecule_471,1.43,[1.09:2.37],0,0.46,0.504
Molecule_472,-1.43,[-1.46:-1.36],1,0.998,0.894
Molecule_473,5.09,[4.93:5.1],1,0.998,0.733
Molecule_474,1.29,[1.19:1.39],1,0.998,0.831
Molecule_475,1.29,[1.17:1.3],1,0.998,0.761
Molecule_476,3.83,[3.8:3.86],1,0.998,0.964
Molecule_477,4.6,[4.59:4.6],1,0.998,0.924
Molecule_478,-0.63,[-0.63:-0.58],1,0.998,0.969
Molecule_479,1.05,[0.79:1.36],1,0.638,0.725
Molecule_480,0.86,[0.86:0.93],1,0.998,0.822
Molecule_481,-1.86,[-3.5:0.13],1,0.596,0.296
Molecule_482,4.61,[4.22:5],1,0.504,0.656
Molecule_483,4.46,[4.46:4.54],1,0.998,0.785
Molecule_484,4.57,[4.52:4.62],1,0.998,0.95
Molecule_485,4.51,[4.49:4.53],1,0.998,0.951
Molecule_486,-2.5,[-2.57:-2.43],1,0.998,0.785
Molecule_487,2.67,[2.64:2.7],1,0.998,0.916
Molecule_488,2.8,[2.74:2.8],1,0.998,0.863
Molecule_489,0.83,[0.79:0.87],1,0.998,0.92
Molecule_490,-0.7,[-0.75:-0.65],1,0.998,0.893
Molecule_491,3.16,[3.1:3.22],1,0.998,0.86
Molecule_492,2.1,[2.04:2.16],1,0.998,0.938
Molecule_493,4.72,[4.41:5.03],1,0.732,0.763
Molecule_494,5.41,[5.36:5.46],1,0.998,0.888
Molecule_495,5.55,[5.52:5.58],1,0.998,0.891
Molecule_497,-3.59,[-5.38:-1.8],0,0.436,0.295
Molecule_498,2.9,[2.87:2.93],1,0.998,0.981
Molecule_499,3,[2.98:3.02],1,0.998,0.966
Molecule_500,1.39,[1.31:1.4],1,0.998,0.816
Molecule_501,4.27,[3.64:4.96],1,0.653,0.648
Molecule_502,2.59,[2.55:2.63],1,0.998,0.985
Molecule_503,-0.54,[-0.62:-0.46],1,0.998,0.938
Molecule_504,1.6,[1.56:1.6],1,0.998,0.853
Molecule_505,-1.87,[-3.82:0.08],1,0.468,0.298
Molecule_506,0.62,[0.59:0.65],1,0.998,0.964
Molecule_507,1.94,[1.7:2.18],1,0.669,0.779
Molecule_508,1.45,[1.13:1.83],1,0.565,0.671
Molecule_509,1.99,[1.93:2.05],1,0.998,0.846
Molecule_510,1.26,[1.23:1.29],1,0.998,0.954
Molecule_511,0.01,[-0.02:0.08],1,0.998,0.829
Molecule_512,6.54,[6.46:6.62],1,0.998,0.852
Molecule_513,2.4,[2.3:2.5],1,0.998,0.932
Molecule_515,3.22,[3.11:3.23],1,0.998,0.765
Molecule_516,7.08,[7.03:7.13],1,0.998,0.911
Molecule_517,1.96,[0.66:3.26],0,0.577,0.431
Molecule_518,3.42,[3.38:3.46],1,0.998,0.934
Molecule_519,1.51,[1.48:1.54],1,0.998,0.958
Molecule_520,5.7,[5.69:5.88],1,0.998,0.745
Molecule_521,4.09,[4.05:4.13],1,0.998,0.969
Molecule_522,4.27,[4.01:4.53],1,0.822,0.824
Molecule_523,2.68,[2.58:2.69],1,0.998,0.779
Molecule_524,0.09,[0:0.18],1,0.998,0.938
Molecule_525,3.5,[2.18:5.04],1,0.501,0.397
Molecule_526,3.23,[3.16:3.3],1,0.998,0.957
Molecule_527,1.86,[1.8:1.86],1,0.998,0.848
Molecule_528,0.85,[0.81:0.89],1,0.998,0.955
