MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_1775,1.23,[1.12:1.34],1,0.998,0.849
Molecule_1776,0.82,[0.33:1.56],1,0.63,0.576
Molecule_1777,3.3,[2.37:4.56],1,0.426,0.463
Molecule_1778,6.74,[5.67:7.81],0,0.39,0.445
Molecule_1779,1.72,[0.51:2.93],1,0.475,0.415
Molecule_1780,2.6,[1.6:3.6],1,0.477,0.505
Molecule_1781,6.44,[5.93:6.95],1,0.848,0.705
Molecule_1782,0.89,[0.89:0.93],1,0.998,0.872
Molecule_1783,-0.13,[-0.97:0.71],1,0.399,0.423
Molecule_1784,4.51,[4.47:4.55],1,0.998,0.961
Molecule_1785,-2.91,[-4.3:-1.3],1,0.766,0.467
Molecule_1786,1.94,[1.86:1.94],1,0.998,0.79
Molecule_1787,-1.69,[-2.71:-1.04],1,0.43,0.461
Molecule_1790,0.92,[0.68:1.16],1,0.586,0.754
Molecule_1791,1.34,[-1.04:3.72],1,0.281,0.138
Molecule_1793,6.6,[5.5:7.7],0,0.425,0.445
Molecule_1794,1.7,[1.64:1.76],1,0.998,0.9
Molecule_1795,4.73,[4.7:4.76],1,0.998,0.893
Molecule_1796,-0.81,[-1.7:0.08],1,0.602,0.589
Molecule_1798,2.2,[0.4:4],1,0.487,0.325
Molecule_1799,0.37,[-0.13:0.87],1,0.578,0.664
Molecule_1800,4.49,[4.44:4.54],1,0.998,0.892
Molecule_1801,4.6,[4.56:4.6],1,0.998,0.868
Molecule_1802,2.71,[2.7:2.81],1,0.998,0.816
Molecule_1803,6.52,[6.38:6.66],1,0.998,0.884
Molecule_1804,2.02,[0.25:3.79],1,0.561,0.337
Molecule_1805,4.19,[3.4:4.96],1,0.517,0.605
Molecule_1806,1.7,[1.64:1.7],1,0.998,0.812
Molecule_1807,-1.32,[-2.57:-0.07],1,0.439,0.426
Molecule_1808,5,[4.95:5],1,0.998,0.802
Molecule_1809,7.51,[6.5:8.86],1,0.362,0.379
Molecule_1810,-0.47,[-0.52:-0.42],1,0.998,0.951
Molecule_1811,4.5,[4.43:4.5],1,0.998,0.833
Molecule_1812,0.88,[0.85:0.91],1,0.998,0.979
Molecule_1813,-1.61,[-2.63:-0.59],1,0.365,0.438
Molecule_1814,2.6,[2.6:2.69],1,0.998,0.776
Molecule_1815,3.37,[1.32:5.42],0,0.422,0.266
Molecule_1816,4.39,[4.09:4.69],1,0.729,0.793
Molecule_1817,-2.66,[-4.66:-0.66],1,0.413,0.237
Molecule_1818,0.35,[-1.57:2.27],1,0.452,0.275
Molecule_1819,1.35,[0.89:1.81],1,0.425,0.592
Molecule_1820,1.85,[1.4:2.63],1,0.458,0.575
Molecule_1821,0.52,[0.1:0.94],1,0.418,0.65
Molecule_1822,1.2,[0.68:1.72],1,0.589,0.634
Molecule_1823,4.9,[4.8:5],1,0.998,0.929
Molecule_1824,-2.05,[-4:-0.1],0,0.398,0.264
Molecule_1825,1.4,[1.3:1.5],1,0.998,0.801
Molecule_1826,3.1,[3.1:3.17],1,0.998,0.816
Molecule_1827,4.46,[4.43:4.49],1,0.998,0.936
Molecule_1828,2.5,[2.45:2.55],1,0.998,0.958
Molecule_1829,3.41,[1.72:5.1],1,0.445,0.348
Molecule_1830,2.36,[0.73:3.99],1,0.45,0.371
Molecule_1831,5.69,[5.51:5.87],0,0.323,0.596
Molecule_1832,-0.86,[-0.92:-0.8],1,0.998,0.956
Molecule_1833,2.25,[2.21:2.29],1,0.998,0.903
Molecule_1834,6.89,[6.84:6.89],1,0.998,0.813
Molecule_1835,1.35,[1.34:1.45],1,0.998,0.776
Molecule_1836,7.79,[7.56:7.8],1,0.998,0.689
Molecule_1837,4.19,[4.17:4.21],1,0.998,0.983
Molecule_1838,1.15,[1.12:1.18],1,0.998,0.956
Molecule_1839,1.23,[0.46:2],1,0.568,0.613
Molecule_1840,4.74,[4.63:4.75],1,0.998,0.763
Molecule_1841,3.43,[3.41:3.43],1,0.998,0.955
Molecule_1842,0.81,[0.81:0.87],1,0.998,0.841
Molecule_1843,6.9,[6:7.97],1,0.534,0.467
Molecule_1844,3.32,[3.27:3.37],1,0.998,0.849
Molecule_1845,0.25,[0.13:0.37],1,0.998,0.791
Molecule_1846,1.87,[0.93:2.81],1,0.559,0.525
Molecule_1847,-0.65,[-2.28:0.98],1,0.291,0.271
Molecule_1848,-0.76,[-0.77:-0.57],1,0.998,0.697
Molecule_1849,-0.39,[-0.59:-0.19],1,0.568,0.721
Molecule_1850,2.33,[2.29:2.34],1,0.998,0.898
Molecule_1851,5.83,[5.31:6.35],1,0.582,0.635
Molecule_1852,2.67,[2.62:2.72],1,0.998,0.968
Molecule_1853,0.97,[-1.31:3.25],0,0.378,0.204
Molecule_1854,-1.76,[-1.77:-1.56],1,0.998,0.695
Molecule_1855,-0.04,[-0.08:0],1,0.998,0.945
Molecule_1856,6.8,[6.76:6.84],1,0.998,0.934
Molecule_1857,3.66,[3.02:4.3],1,0.532,0.609
Molecule_1858,-2.82,[-2.86:-2.78],1,0.998,0.89
Molecule_1859,-0.26,[-3.54:3.5],1,0.539,0.1
Molecule_1860,1.67,[0.37:2.96],1,0.638,0.462
Molecule_1862,4.9,[4.84:4.9],1,0.998,0.822
Molecule_1864,0.65,[-0.96:2.26],1,0.551,0.37
Molecule_1865,0.68,[0.65:0.71],1,0.998,0.915
Molecule_1866,3.49,[2.92:4.06],1,0.569,0.619
Molecule_1867,4.3,[4.19:4.31],1,0.998,0.755
Molecule_1868,-1.85,[-2.31:-1.43],1,0.303,0.564
Molecule_1869,3.32,[2.65:3.99],1,0.423,0.54
Molecule_1870,4.66,[4.58:4.74],1,0.998,0.858
Molecule_1871,-0.74,[-1.27:-0.21],1,0.315,0.555
Molecule_1872,-2.61,[-4.3:-0.61],0,0.242,0.218
Molecule_1873,0.16,[-0.25:0.57],1,0.549,0.665
Molecule_1874,-1.92,[-2.47:-1.54],1,0.432,0.577
Molecule_1875,1.18,[-0.47:2.92],1,0.43,0.284
Molecule_1876,1.76,[1.73:1.79],1,0.998,0.95
Molecule_1877,-0.1,[-0.91:0.71],1,0.33,0.411
Molecule_1878,-0.19,[-1:0.62],1,0.41,0.428
Molecule_1880,1.96,[1.94:1.98],1,0.998,0.942
Molecule_1882,-0.28,[-2:1.33],1,0.489,0.317
Molecule_1883,3.6,[3.6:3.64],1,0.998,0.869
Molecule_1884,3.68,[3.65:3.71],1,0.998,0.937
Molecule_1885,4.84,[4.79:4.89],1,0.998,0.842
Molecule_1886,0.59,[-0.26:1.44],1,0.585,0.626
Molecule_1887,1.36,[0.8:1.92],1,0.525,0.616
Molecule_1888,4.59,[4.3:4.94],1,0.452,0.604
Molecule_1889,-1.33,[-2.22:-0.61],1,0.392,0.449
Molecule_1890,-3.4,[-4.44:-2.36],1,0.416,0.391
Molecule_1891,6.41,[4.84:7.98],1,0.3,0.305
Molecule_1892,2.64,[1.84:3.44],1,0.662,0.598
Molecule_1893,-1.65,[-3.75:0.45],1,0.279,0.203
Molecule_1894,-0.89,[-1.67:-0.11],1,0.484,0.534
Molecule_1895,6.86,[5.93:7.79],1,0.744,0.583
Molecule_1896,2.53,[2.5:2.56],1,0.998,0.932
Molecule_1897,-3.49,[-3.5:-3.25],1,0.998,0.696
Molecule_1898,3.33,[3.29:3.37],1,0.998,0.985
Molecule_1899,3.66,[3.01:4.19],1,0.671,0.704
Molecule_1900,3.32,[2.96:3.68],1,0.757,0.778
Molecule_1901,-3,[-4.25:-2],0,0.322,0.357
Molecule_1902,2.34,[2.29:2.34],1,0.998,0.859
Molecule_1903,-1.36,[-1.37:-1.24],1,0.998,0.759
Molecule_1905,4.22,[3.45:4.9],1,0.744,0.644
Molecule_1906,2.94,[2.68:3.2],1,0.798,0.833
Molecule_1907,6,[5.94:6.06],1,0.998,0.86
Molecule_1908,6.2,[6.15:6.2],1,0.998,0.841
Molecule_1909,7.13,[6.05:8.21],0,0.493,0.461
Molecule_1910,3.12,[2.39:3.85],1,0.546,0.584
Molecule_1911,1.61,[1.22:2],1,0.605,0.718
Molecule_1912,5.76,[5.7:5.82],1,0.998,0.969
Molecule_1913,5.58,[5.14:6.02],1,0.495,0.641
Molecule_1914,5.72,[4.82:6.5],1,0.51,0.501
Molecule_1915,7.19,[6.29:8.31],1,0.507,0.469
Molecule_1916,4.54,[4.39:4.55],1,0.998,0.788
Molecule_1917,0.53,[0.05:1.04],1,0.831,0.722
Molecule_1919,0.3,[-0.04:0.64],1,0.623,0.751
Molecule_1920,3.56,[2.68:4.44],1,0.627,0.616
Molecule_1921,7.3,[6.89:7.59],1,0.601,0.739
Molecule_1922,0.33,[-1.31:1.97],1,0.426,0.375
Molecule_1923,3.12,[2.19:4.05],1,0.656,0.565
Molecule_1924,4.27,[4.22:4.27],1,0.998,0.828
Molecule_1925,7.04,[6.99:7.09],1,0.998,0.914
Molecule_1926,4.9,[4.83:4.97],1,0.998,0.845
Molecule_1927,-2.48,[-2.48:-2.36],1,0.998,0.737
Molecule_1928,3.41,[3.4:3.53],1,0.998,0.766
Molecule_1929,2.01,[1.16:2.86],1,0.444,0.521
Molecule_1930,2.1,[2.05:2.15],1,0.998,0.864
Molecule_1931,4.12,[4.03:4.12],1,0.998,0.785
Molecule_1932,5.03,[4.52:5.54],1,0.773,0.733
Molecule_1933,1.88,[1.65:2.1],1,0.707,0.796
Molecule_1934,-0.68,[-0.79:-0.57],1,0.998,0.923
Molecule_1935,5.35,[5.08:5.62],1,0.689,0.747
Molecule_1936,3.73,[3.72:3.83],1,0.998,0.83
Molecule_1937,8.4,[8.23:8.41],1,0.998,0.729
Molecule_1938,6.75,[6.26:7.24],1,0.663,0.656
Molecule_1939,7.97,[6.5:10.11],0,0.359,0.205
Molecule_1940,0.5,[-0.64:1.64],1,0.483,0.462
Molecule_1941,4.5,[4.42:4.58],1,0.998,0.851
Molecule_1942,6.83,[5.98:7.68],1,0.725,0.622
Molecule_1943,3.1,[3.06:3.14],1,0.998,0.942
Molecule_1944,2,[1.96:2.04],1,0.998,0.891
Molecule_1945,7.76,[7.62:7.77],1,0.998,0.76
Molecule_1946,1.55,[0.81:2.29],1,0.59,0.615
Molecule_1947,7.02,[5.3:8.7],0,0.485,0.304
Molecule_1948,0.26,[-1.01:1.33],1,0.555,0.453
Molecule_1949,6.61,[5.5:7.83],1,0.456,0.429
Molecule_1950,3.5,[3.47:3.53],1,0.998,0.981
Molecule_1951,-4.11,[-4.49:-3.73],0,0.493,0.603
Molecule_1952,0.25,[-0.12:0.62],1,0.771,0.781
Molecule_1953,4.6,[4.56:4.64],1,0.998,0.889
Molecule_1954,1.56,[0.59:2.53],1,0.46,0.569
Molecule_1955,1,[1:1.08],1,0.998,0.76
Molecule_1956,7.03,[4.72:9.6],0,0.209,0.1
Molecule_1957,-5.1,[-5.1:-4.94],1,0.998,0.704
Molecule_1958,1.19,[0.69:1.63],1,0.523,0.676
Molecule_1959,0.73,[0.68:0.78],1,0.998,0.943
Molecule_1960,-0.05,[-0.15:0.05],1,0.998,0.883
Molecule_1961,-2.06,[-2.12:-2],1,0.998,0.952
Molecule_1962,-3.06,[-5.02:-1.1],0,0.396,0.245
Molecule_1963,-1.66,[-1.78:-1.53],1,0.333,0.686
Molecule_1964,2.44,[1.22:3.66],1,0.426,0.431
Molecule_1966,0.1,[-0.62:0.68],1,0.625,0.601
Molecule_1967,0.94,[0.59:1.29],1,0.648,0.734
Molecule_1968,3.37,[3.31:3.37],1,0.998,0.78
Molecule_1969,-2.97,[-2.98:-2.82],1,0.998,0.725
Molecule_1970,-2.45,[-3.15:-1.75],1,0.467,0.502
Molecule_1971,-0.48,[-1.87:0.91],1,0.491,0.412
Molecule_1972,6.5,[6.46:6.54],1,0.998,0.86
Molecule_1973,5.19,[4.54:5.7],1,0.447,0.537
Molecule_1974,2.81,[2.41:3.1],1,0.485,0.65
Molecule_1975,3.68,[2.03:5.33],1,0.335,0.361
Molecule_1976,10.19,[10.02:10.2],1,0.998,0.703
Molecule_1977,4.74,[3.64:5.84],1,0.509,0.495
Molecule_1978,3.72,[3.68:3.76],1,0.998,0.899
Molecule_1979,2.34,[-0.05:4.73],0,0.181,0.123
Molecule_1980,5.78,[5.47:6.03],1,0.869,0.799
Molecule_1981,0.06,[-0.55:0.67],1,0.524,0.618
Molecule_1982,0.52,[0.52:0.63],1,0.998,0.775
Molecule_1983,2.7,[2.64:2.76],1,0.998,0.825
Molecule_1984,3.22,[2.29:4.22],1,0.534,0.569
Molecule_1985,-1.09,[-1.27:-0.91],1,0.364,0.63
Molecule_1986,5.04,[2.4:6.86],1,0.419,0.168
Molecule_1987,4.46,[3.37:5.57],1,0.543,0.517
Molecule_1988,6.01,[4.27:7.75],0,0.386,0.305
Molecule_1989,5.4,[5.31:5.49],1,0.998,0.803
Molecule_1990,2.3,[2.27:2.33],1,0.998,0.964
Molecule_1991,-1.37,[-2.86:0.12],1,0.304,0.316
Molecule_1992,6.89,[6:7.81],0,0.391,0.464
Molecule_1993,0.33,[-0.22:0.89],1,0.506,0.629
Molecule_1994,0.8,[0.72:0.8],1,0.998,0.79
Molecule_1995,3.36,[2.98:3.74],1,0.746,0.782
Molecule_1996,6.38,[6.19:6.5],1,0.5,0.676
Molecule_1999,6.33,[4.8:8],1,0.365,0.321
Molecule_2000,4.73,[4.24:5.35],1,0.632,0.644
Molecule_2001,5.28,[3.46:7.1],0,0.33,0.263
Molecule_2002,2.67,[2.45:2.9],1,0.559,0.684
Molecule_2003,6.69,[6.53:6.7],1,0.998,0.757
Molecule_2004,6.81,[5.44:8.32],1,0.498,0.424
Molecule_2005,3.93,[3.05:4.67],1,0.627,0.547
Molecule_2006,0.63,[0.62:0.69],1,0.998,0.82
Molecule_2008,3.34,[2.25:4.43],1,0.456,0.475
Molecule_2009,-3.49,[-3.5:-3.28],1,0.998,0.711
Molecule_2010,-3.45,[-3.45:-3.36],1,0.998,0.769
Molecule_2012,5.35,[4.11:6.59],1,0.526,0.43
Molecule_2013,2.2,[2.16:2.24],1,0.998,0.908
Molecule_2014,-3.09,[-3.1:-2.91],1,0.998,0.699
Molecule_2015,6.96,[6.14:7.78],0,0.42,0.499
Molecule_2016,-1.03,[-2.13:0.07],1,0.46,0.442
Molecule_2017,3.62,[3.36:3.88],1,0.625,0.735
Molecule_2018,4.21,[3.66:4.76],0,0.276,0.549
Molecule_2019,4.9,[4.3:5.55],1,0.623,0.62
Molecule_2020,6.63,[5.1:8.16],1,0.585,0.436
Molecule_2021,3.07,[2.68:3.53],1,0.626,0.755
Molecule_2022,7.51,[5.94:9.08],1,0.676,0.419
Molecule_2023,1.33,[-0.38:3.04],1,0.54,0.374
Molecule_2024,3.94,[3.51:4.37],1,0.59,0.699
Molecule_2025,0.86,[0.73:0.99],1,0.998,0.786
Molecule_2026,-0.24,[-0.26:-0.22],1,0.998,0.986
Molecule_2027,-0.19,[-1:0.62],1,0.509,0.546
Molecule_2028,0.04,[-0.05:0.05],1,0.998,0.797
Molecule_2029,0.33,[-0.07:0.66],1,0.78,0.745
Molecule_2030,-0.04,[-0.08:-0.04],1,0.998,0.909
Molecule_2031,4.1,[4.04:4.1],1,0.998,0.824
Molecule_2032,3.34,[3.13:3.68],1,0.722,0.768
Molecule_2033,3,[2.53:3.41],1,0.578,0.671
Molecule_2034,0.16,[0.14:0.18],1,0.998,0.916
Molecule_2035,-0.43,[-0.43:-0.41],1,0.998,0.914
Molecule_2036,4.48,[3.94:5.02],1,0.551,0.656
Molecule_2038,2.69,[2.46:2.84],1,0.635,0.777
Molecule_2039,4.28,[4.26:4.3],1,0.998,0.986
Molecule_2043,3.47,[3.2:3.75],1,0.622,0.734
Molecule_2044,3.33,[1.96:4.58],1,0.448,0.404
Molecule_2045,6.63,[6.03:7.23],1,0.489,0.603
Molecule_2046,7,[5.13:8.87],1,0.639,0.359
Molecule_2047,5.58,[4.84:6.32],1,0.722,0.647
Molecule_2048,2.46,[1.14:3.78],1,0.485,0.459
Molecule_2049,-0.32,[-1.93:1.29],1,0.506,0.365
Molecule_2050,3.64,[0.14:7],1,0.466,0.1
Molecule_2051,5.4,[4.51:6.29],1,0.606,0.592
Molecule_2052,4.87,[4.55:5.18],1,0.7,0.791
Molecule_2053,4.2,[4.16:4.24],1,0.998,0.815
Molecule_2054,5.23,[5.09:5.24],1,0.998,0.73
Molecule_2055,6.1,[5.74:6.46],1,0.446,0.598
Molecule_2056,1.03,[-0.47:2.57],1,0.454,0.355
Molecule_2057,3.13,[3.02:3.2],1,0.665,0.778
Molecule_2058,1.3,[-0.42:3.02],1,0.494,0.358
Molecule_2059,1.06,[-0.47:2.6],1,0.566,0.393
Molecule_2060,5.81,[4.82:6.8],1,0.636,0.579
Molecule_2061,2.15,[1.3:3],1,0.444,0.511
Molecule_2062,3.56,[2.45:4.66],1,0.648,0.582
Molecule_2063,-1.81,[-3.39:-0.11],0,0.271,0.277
Molecule_2064,-2.31,[-2.32:-2.09],1,0.998,0.678
Molecule_2065,1.63,[1.49:1.64],1,0.998,0.749
Molecule_2066,6.64,[4.87:8.41],0,0.354,0.322
Molecule_2067,5.64,[5.32:5.96],1,0.761,0.79
Molecule_2068,7.09,[6.56:7.62],1,0.705,0.739
Molecule_2069,0.13,[0.1:0.44],1,0.998,0.691
Molecule_2070,2.49,[1.78:3.24],1,0.556,0.594
Molecule_2072,8.21,[7.53:8.97],1,0.759,0.625
Molecule_2073,5,[4.96:5.04],1,0.998,0.922
Molecule_2074,4.33,[4.3:4.36],1,0.998,0.929
Molecule_2075,3.73,[3.63:3.83],1,0.998,0.802
Molecule_2076,4.78,[2.58:6.98],0,0.276,0.183
Molecule_2077,6.58,[6.01:7.17],0,0.235,0.441
Molecule_2078,0.94,[-0.27:2.15],1,0.411,0.415
Molecule_2080,4.75,[4.25:5.26],1,0.675,0.705
Molecule_2081,3.17,[2.13:4.16],1,0.41,0.526
Molecule_2082,2.45,[2.12:2.78],1,0.486,0.68
Molecule_2083,6.43,[5.13:7.73],0,0.456,0.414
Molecule_2085,-0.72,[-0.83:-0.69],1,0.998,0.757
Molecule_2086,0.97,[0.94:1],1,0.998,0.912
Molecule_2087,-0.1,[-0.19:-0.09],1,0.998,0.838
Molecule_2088,2.8,[2.76:2.8],1,0.998,0.887
Molecule_2089,3.81,[3.29:4.33],1,0.575,0.672
Molecule_2090,2.11,[-0.18:4.4],1,0.427,0.208
Molecule_2092,6.4,[6.38:6.42],1,0.998,0.894
Molecule_2093,3.06,[2.92:3.2],1,0.787,0.848
Molecule_2094,-1.07,[-1.08:-0.84],1,0.998,0.686
Molecule_2095,2.12,[2.05:2.12],1,0.998,0.809
Molecule_2096,-0.19,[-0.57:0.19],1,0.52,0.664
Molecule_2097,0.08,[0.02:0.14],1,0.998,0.886
Molecule_2098,-3.5,[-3.58:-3.42],1,0.998,0.804
Molecule_2099,3.45,[3.42:3.48],1,0.998,0.936
Molecule_2100,2.8,[2.8:2.85],1,0.998,0.835
Molecule_2101,5.15,[5.03:5.16],1,0.998,0.737
Molecule_2102,2.15,[1.82:2.47],1,0.575,0.706
Molecule_2103,6.8,[6.76:6.8],1,0.998,0.871
Molecule_2104,3.4,[3.36:3.44],1,0.998,0.977
Molecule_2105,3.87,[3.21:4.53],1,0.65,0.625
Molecule_2106,1.31,[0.23:2.39],1,0.57,0.514
Molecule_2107,2.16,[1.69:2.63],1,0.59,0.709
Molecule_2108,-1.85,[-2.31:-1.43],1,0.302,0.564
Molecule_2109,7.49,[7.35:7.5],1,0.998,0.742
Molecule_2110,1.11,[0.92:1.29],1,0.708,0.734
Molecule_2111,0.35,[-0.84:1.67],1,0.455,0.398
Molecule_2112,6.89,[6.15:8.1],1,0.605,0.47
Molecule_2113,6.5,[6.49:6.5],1,0.998,0.894
Molecule_2114,1.49,[0.99:1.99],1,0.624,0.708
Molecule_2115,6.01,[6:6.13],1,0.998,0.772
Molecule_2116,0.89,[0.85:0.93],1,0.998,0.86
Molecule_2117,5.9,[5.86:5.9],1,0.998,0.856
Molecule_2118,7.73,[6.73:8.73],1,0.608,0.524
Molecule_2119,4.13,[2.86:5.4],1,0.568,0.46
Molecule_2120,5.73,[5.72:5.79],1,0.998,0.87
Molecule_2121,1.13,[1.07:1.13],1,0.998,0.855
Molecule_2122,-3.09,[-4.37:-2],0,0.308,0.346
Molecule_2123,-3.38,[-5:-1.74],0,0.327,0.273
Molecule_2124,0.27,[0.24:0.3],1,0.998,0.971
Molecule_2125,-0.77,[-1.49:-0.05],1,0.543,0.598
Molecule_2126,2.09,[2.06:2.09],1,0.998,0.868
Molecule_2127,2.12,[2.08:2.16],1,0.998,0.854
Molecule_2128,6.2,[3.99:8.41],1,0.459,0.22
Molecule_2129,4.9,[4.9:4.99],1,0.998,0.778
Molecule_2130,4.45,[2.66:6.24],1,0.371,0.317
Molecule_2131,-0.08,[-0.1:-0.06],1,0.998,0.989
Molecule_2132,-0.3,[-0.3:-0.19],1,0.998,0.773
Molecule_2133,0.5,[0.38:0.5],1,0.998,0.766
Molecule_2134,-0.58,[-0.58:-0.56],1,0.998,0.938
Molecule_2135,-0.58,[-1.14:-0.02],1,0.427,0.555
Molecule_2136,1.95,[1.93:1.97],1,0.998,0.877
Molecule_2137,1.98,[0.59:3.37],1,0.456,0.447
Molecule_2138,0.12,[0:0.24],1,0.998,0.849
Molecule_2139,3.55,[2.83:4.34],1,0.611,0.582
Molecule_2140,3.03,[2.91:3.15],1,0.471,0.669
Molecule_2141,-2.56,[-4.33:-0.79],0,0.294,0.246
Molecule_2142,4.1,[4.03:4.17],1,0.998,0.91
Molecule_2143,7.54,[7.53:7.55],1,0.998,0.932
Molecule_2144,2.61,[2.57:2.65],1,0.998,0.974
Molecule_2145,4.96,[4.92:5],1,0.998,0.865
Molecule_2146,-3.11,[-3.12:-2.95],1,0.998,0.717
Molecule_2147,0.71,[0.7:0.83],1,0.998,0.748
Molecule_2148,4.2,[4.08:4.32],1,0.998,0.769
Molecule_2149,3.3,[3.24:3.36],1,0.998,0.979
Molecule_2150,-0.45,[-2.55:1.65],1,0.299,0.185
Molecule_2151,0.9,[0.88:0.92],1,0.998,0.987
Molecule_2152,1.1,[0.53:1.67],1,0.599,0.671
Molecule_2153,0.26,[0.26:0.36],1,0.998,0.754
Molecule_2154,6.41,[6.33:6.49],1,0.998,0.762
Molecule_2155,5.79,[4.21:6.7],1,0.758,0.438
Molecule_2156,3.73,[3.16:4.2],1,0.371,0.613
Molecule_2157,3.06,[1.97:4],1,0.447,0.535
Molecule_2158,4.29,[3.83:4.68],1,0.829,0.771
Molecule_2159,6.5,[6.47:6.53],1,0.998,0.937
Molecule_2160,-2.49,[-3.94:-1.04],1,0.449,0.364
Molecule_2162,5.87,[5.77:5.88],1,0.998,0.774
Molecule_2163,3.22,[3.19:3.25],1,0.998,0.939
Molecule_2164,2.86,[2.86:2.9],1,0.998,0.935
Molecule_2165,3.69,[3.62:3.76],1,0.998,0.874
Molecule_2166,4.02,[3.94:4.1],1,0.998,0.829
Molecule_2167,7.83,[6.15:9.66],1,0.762,0.388
Molecule_2168,2.67,[2.6:2.81],1,0.998,0.756
Molecule_2169,3.22,[2.69:3.75],1,0.57,0.649
Molecule_2170,-0.62,[-3.68:2.44],1,0.496,0.1
Molecule_2171,2.23,[1.74:2.72],1,0.621,0.679
Molecule_2172,5.32,[3.29:7.35],1,0.429,0.244
Molecule_2173,1.64,[0.87:2.41],1,0.632,0.672
Molecule_2174,2.08,[1.48:2.72],1,0.658,0.7
Molecule_2175,1.7,[-0.18:3.58],1,0.414,0.326
Molecule_2176,-1.32,[-1.33:-1.11],1,0.998,0.695
Molecule_2178,-0.02,[-0.09:0.05],1,0.998,0.87
Molecule_2179,0.3,[0.27:0.33],1,0.998,0.915
Molecule_2180,1.6,[1.55:1.6],1,0.998,0.809
Molecule_2181,1.03,[-0.37:2.36],1,0.471,0.406
Molecule_2182,4.79,[4.73:4.85],1,0.998,0.969
Molecule_2183,6.85,[6.79:6.85],1,0.998,0.836
Molecule_2184,0.67,[0.63:0.71],1,0.998,0.903
Molecule_2185,1.38,[1.38:1.46],1,0.998,0.774
Molecule_2186,1.6,[1.55:1.65],1,0.998,0.922
Molecule_2187,-0.08,[-0.9:0.74],1,0.352,0.411
Molecule_2188,-0.73,[-0.74:-0.6],1,0.998,0.744
Molecule_2189,2.36,[-0.52:5.24],0,0.321,0.1
Molecule_2191,0.99,[0.95:1.03],1,0.998,0.875
Molecule_2192,6.2,[6.12:6.28],1,0.998,0.809
Molecule_2193,6.3,[6.21:6.3],1,0.998,0.804
Molecule_2194,0,[-0.01:0.01],1,0.998,0.978
Molecule_2195,0.06,[-0.34:0.45],1,0.637,0.73
Molecule_2196,5.84,[5.7:6.15],1,0.562,0.7
Molecule_2197,3.7,[3.18:4.22],1,0.577,0.641
Molecule_2199,-1.3,[-1.37:-1.23],1,0.998,0.945
Molecule_2200,0,[-0.16:0.16],1,0.998,0.775
Molecule_2201,4.17,[3.27:4.9],1,0.753,0.613
Molecule_2202,-0.23,[-0.55:0.09],0,0.452,0.657
Molecule_2203,0.58,[-0.24:1.21],1,0.529,0.583
Molecule_2204,-1.01,[-1.09:-0.93],1,0.998,0.833
Molecule_2205,7.93,[7.55:8.23],1,0.743,0.77
Molecule_2206,-1.05,[-1.26:-1.04],1,0.998,0.749
Molecule_2207,0.6,[0.56:0.64],1,0.998,0.976
Molecule_2208,-1.08,[-1.27:-0.89],1,0.372,0.634
Molecule_2209,3.39,[3.36:3.42],1,0.998,0.955
Molecule_2210,1,[0.96:1],1,0.998,0.827
Molecule_2211,-0.87,[-2.42:0.68],1,0.517,0.388
Molecule_2212,-0.85,[-0.85:-0.81],1,0.998,0.815
Molecule_2213,2.38,[2.31:2.45],1,0.998,0.93
Molecule_2214,-0.3,[-1.08:0.48],1,0.536,0.555
Molecule_2215,3.3,[3.26:3.34],1,0.998,0.806
Molecule_2216,3.51,[2.32:4.7],1,0.437,0.44
Molecule_2217,3.51,[2.85:4.17],1,0.505,0.622
Molecule_2218,1.5,[0.24:2.76],1,0.434,0.438
Molecule_2219,1.35,[0.88:1.82],1,0.426,0.592
Molecule_2220,3.9,[3.84:3.96],1,0.998,0.969
Molecule_2221,3.58,[1.33:5.61],1,0.523,0.239
Molecule_2222,-2.96,[-5.2:-0.2],1,0.629,0.172
Molecule_2223,5.6,[4.06:7.14],1,0.542,0.387
Molecule_2224,1.1,[0.99:1.21],1,0.998,0.858
Molecule_2225,2.54,[2.53:2.71],1,0.998,0.704
Molecule_2226,1.01,[-0.26:2.28],1,0.268,0.354
Molecule_2227,2.83,[2.82:2.94],1,0.998,0.764
Molecule_2228,5.34,[5.2:5.48],1,0.998,0.788
Molecule_2230,0.59,[0.48:0.6],1,0.998,0.759
Molecule_2231,3.72,[1.78:5.66],1,0.429,0.309
Molecule_2232,1.52,[1.44:1.6],1,0.998,0.943
Molecule_2234,-0.58,[-0.67:-0.49],1,0.998,0.764
Molecule_2235,1.68,[0.98:2.38],1,0.594,0.667
Molecule_2236,3.59,[3.57:3.61],1,0.998,0.976
Molecule_2237,2.69,[1.76:3.62],1,0.463,0.554
Molecule_2238,2.43,[2.08:2.78],1,0.548,0.657
Molecule_2239,-3.63,[-3.81:-3.45],1,0.998,0.741
Molecule_2240,-1.07,[-3.63:1.78],1,0.548,0.142
Molecule_2241,-1.98,[-2.98:-0.89],1,0.553,0.489
Molecule_2242,5.61,[3.81:6.82],1,0.615,0.358
Molecule_2243,-0.04,[-0.06:-0.02],1,0.998,0.894
Molecule_2244,6.6,[6.51:6.6],1,0.998,0.768
Molecule_2245,0.56,[0.51:0.61],1,0.998,0.903
Molecule_2246,3.82,[3.72:3.82],1,0.998,0.749
