RMSE (train),RMSE (test),p,best_params
0.5450673302824199,0.8200021617570283,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.4997084154018669), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.00043362180090893366), ('optimizer__weight_decay', 0.04058286626619398)])"
0.5381139908334341,0.7248429876574933,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.38852061667567533), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.0006526935141310826)])"
0.5896492615075685,0.7924333067422954,166,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.4894518292131808), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.00033500285795461457), ('optimizer__weight_decay', 4.478473220666506e-05)])"
0.513188908549321,0.8191419932984765,166,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.40920757298745375), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.0001), ('optimizer__weight_decay', 1e-05)])"
0.5552271843149328,0.750383652481943,164,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.3246993079173606), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.0015343320920381022), ('optimizer__weight_decay', 1.0601961509013509e-05)])"
0.5600238613114936,0.846621131879086,169,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.49999055068798154), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.0012565863646381375), ('optimizer__weight_decay', 0.0016137720610803871)])"
0.6297957974287236,0.8333002892036936,167,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.44124410881830245), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.1)])"
0.5712594385240912,0.7699949496456723,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.43043765666026157), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.015140429925495077)])"
0.5827090733324517,0.743130183240799,168,"OrderedDict([('batch_size', 64), ('dropout_rate', 0.4571019248807746), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.006790660388531173), ('optimizer__weight_decay', 0.0698721541061253)])"
0.5150288463762339,0.8129781108827322,168,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.3368732173234843), ('hidden_layers', 3), ('nodes_per_layer', 208), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.03129459903030659)])"
