Superclass,my_class,total_count,measured_count,potent_frac,CASRN,PREFERRED_NAME,IUPAC_NAME,log POD (95% CI),uhat,dJ,training log POD,all reported log POD
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['41430-70-0'],['Ethyl perfluoroheptanoate'],['Ethyl tridecafluoroheptanoate'],"0.91 [-1.38, 1.79]",3.16424219,0.58,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['193021-67-9'],['Perfluoroheptane amido amine oxide'],"['N,N-Dimethyl-3-[(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoyl)amino]propan-1-amine N-oxide']","0.91 [-1.90, 2.34]",4.236555475,0.68,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['120253-76-1'],"['2,2,3,3,4,4,4-Heptafluoro-N-undecylbutanamide']","['2,2,3,3,4,4,4-Heptafluoro-N-undecylbutanamide']","0.92 [-1.08, 2.22]",3.298338778,0.65,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['203302-99-2'],['Methyl perfluorotetradecanoate'],['Methyl heptacosafluorotetradecanoate'],"0.92 [-1.22, 2.50]",3.721458206,0.58,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['130043-47-9'],['N-[3-(Trimethoxysilyl)propyl]perfluoroheptanamide'],[nan],"0.92 [-1.26, 2.13]",3.393732639,0.68,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1814-80-8'],"[""N,N'-bis(Perfluorobutanoyl)1,5-pentanediamine""]","[""N,N'-(Pentane-1,5-diyl)bis(2,2,3,3,4,4,4-heptafluorobutanamide)""]","0.92 [-1.28, 2.32]",3.601258839,0.67,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['325989-96-6'],"['2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[3-(trifluoromethyl)phenyl]nonanamide']","['2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[3-(trifluoromethyl)phenyl]nonanamide']","0.93 [-1.27, 2.20]",3.475523799,0.63,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['134638-94-1'],['Propyl perfluoroheptanoate'],['Propyl tridecafluoroheptanoate'],"0.93 [-1.36, 1.79]",3.148036256,0.62,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1867-95-4'],"['Octyl 2,2,3,3,3-pentafluoropropanoate']",['Octyl pentafluoropropanoate'],"0.93 [-1.34, 2.44]",3.781112525,0.5,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1513863-80-3'],['N-[3-(Dimethylamino)propyl]-perfluorotridecanamide'],[nan],"0.94 [-1.30, 2.54]",3.840096559,0.59,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['118454-01-6'],"['N-[4-(Dimethylamino)butyl]-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide']","['N-[4-(Dimethylamino)butyl]-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide']","0.94 [-1.39, 2.10]",3.487613688,0.63,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['117374-31-9'],['Butyl perfluorononanoate'],['Butyl heptadecafluorononanoate'],"0.94 [-1.34, 2.20]",3.548595611,0.6,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['53517-98-9'],"['N,N,N-trimethyl-3-[(perfluorooctanoyl)amino]-1-propanaminium chloride']","['N,N,N-Trimethyl-3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl)amino]propan-1-aminium chloride']","0.94 [-1.38, 2.25]",3.629089911,0.65,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['2261-09-8'],['Hexyl perfluorohexanoate'],['Hexyl undecafluorohexanoate'],"0.94 [-1.38, 2.21]",3.584963889,0.56,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['133964-60-0'],"[""(1R-trans)-N,N'-1,2-Cyclohexanediylbis(perfluorobutanamide)""]","[""N,N'-(Cyclohexane-1,2-diyl)bis(2,2,3,3,4,4,4-heptafluorobutanamide)""]","0.95 [-1.27, 2.35]",3.618470355,0.7,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['117374-32-0'],['3-Methylbutyl heptadecafluorononanoate'],['3-Methylbutyl heptadecafluorononanoate'],"0.95 [-1.33, 2.26]",3.5921213,0.61,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['123665-83-8'],"[""N,N'-bis(Perfluorobutanoyl)1,6-hexanediamine""]","[""N,N'-(Hexane-1,6-diyl)bis(2,2,3,3,4,4,4-heptafluorobutanamide)""]","0.96 [-1.31, 2.35]",3.665270935,0.67,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['203303-00-8'],['Methyl perfluoropentadecanoate'],['Methyl nonacosafluoropentadecanoate'],"0.96 [-1.19, 2.56]",3.744057569,0.58,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1407514-44-6'],"['2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-(2-hydroxypropyl)octanamide']","['2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-(2-hydroxypropyl)octanamide']","0.96 [-1.34, 1.97]",3.314907485,0.65,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['103831-28-3'],['N-[3-(Dimethylamino)propyl]perfluoroheptanamide'],"['N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanamide']","0.96 [-1.33, 2.20]",3.531121221,0.59,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['2994-16-3'],['1-Heptafluorobutyryloxydecane'],['Decyl heptafluorobutanoate'],"0.96 [-1.27, 2.26]",3.534660393,0.53,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['41358-63-8'],['N-(3-(Bis(2-hydroxyethyl)amino)propyl)-perfluorooctanamide'],"['N-{3-[Bis(2-hydroxyethyl)amino]propyl}-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide']","0.97 [-1.25, 2.47]",3.71675365,0.64,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['118675-72-2'],"['N,N-Bis(2,3-dihydroxypropyl)-perfluoroheptanamide']",[nan],"0.97 [-1.27, 2.85]",4.118742335,0.62,,
