feature,importance
VSA_EState10,0.1653642502514225
VSA_EState10,0.15566462905684397
VSA_EState10,0.005030790962015443
VSA_EState10,0.08255273544379994
VSA_EState10,0.1651100808919399
VSA_EState10,0.0
VSA_EState10,0.14966383079006698
VSA_EState10,0.00468970404114925
VSA_EState10,0.13963175815884757
VSA_EState10,0.16027072347358207
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.06272182316919431
VSA_EState10,0.0
VSA_EState10,0.165158330003781
VSA_EState10,0.19177750047796524
VSA_EState10,0.0
VSA_EState10,0.00601458125595856
VSA_EState10,0.0
VSA_EState10,0.19777206555185253
VSA_EState10,0.0
VSA_EState10,0.0034652858279382898
VSA_EState10,0.18241859150751755
VSA_EState10,0.006711893898175664
VSA_EState10,0.0
VSA_EState10,0.013613460359515182
VSA_EState10,0.15610670584199265
VSA_EState10,0.1612504634298101
VSA_EState10,0.15875667458240242
VSA_EState10,0.1367064821287945
VSA_EState10,0.18334778230296048
VSA_EState10,0.008501364500632557
VSA_EState10,0.011099404048840869
VSA_EState10,0.037263248802991276
VSA_EState10,0.0
VSA_EState10,0.1662080126746134
VSA_EState10,0.21283053416541214
VSA_EState10,0.0
VSA_EState10,0.16431800124697293
VSA_EState10,0.0
VSA_EState10,0.16177459345851758
VSA_EState10,0.14914882578044503
VSA_EState10,0.0
VSA_EState10,0.06509899143650212
VSA_EState10,0.007067614145592121
VSA_EState10,0.1486685937509374
VSA_EState10,0.17839063974581182
VSA_EState10,0.0029488142998413884
VSA_EState10,0.11508648214086982
VSA_EState10,0.16638867945254285
VSA_EState10,0.0
VSA_EState10,0.004249948900704159
VSA_EState10,0.0
VSA_EState10,0.006302474856051543
VSA_EState10,0.0
VSA_EState10,0.06623100779890247
VSA_EState10,0.0023017554664893714
VSA_EState10,0.003952397870242551
VSA_EState10,0.15475657081962363
VSA_EState10,0.17455646270079775
VSA_EState10,0.19061971068887404
VSA_EState10,0.17529893923886203
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.17383542156607362
VSA_EState10,0.003153809174391829
VSA_EState10,0.07822956046106816
VSA_EState10,0.0
VSA_EState10,0.18791977720286024
VSA_EState10,0.018063465604498914
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.14181825384120825
VSA_EState10,0.0
VSA_EState10,0.1802839615795942
VSA_EState10,0.010721491277691678
VSA_EState10,0.17156746699228767
VSA_EState10,0.2235982948228278
VSA_EState10,0.15281278493388104
VSA_EState10,0.189632052091408
VSA_EState10,0.1796750383865809
VSA_EState10,0.005921115499826107
VSA_EState10,0.005556702438715398
VSA_EState10,0.14783898645947213
VSA_EState10,0.019041678027107337
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0032705885584311824
VSA_EState10,0.0
VSA_EState10,0.1750122717452686
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.010320486468620755
VSA_EState10,0.18903261670994934
VSA_EState10,0.17778242573054973
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.03250335015412648
VSA_EState10,0.0
VSA_EState10,0.15098508406870897
VSA_EState10,0.002377483948167159
VSA_EState10,0.0
VSA_EState10,0.1538681962878726
VSA_EState10,0.004439742934233966
VSA_EState10,0.15892006901243547
VSA_EState10,0.007335211463628123
VSA_EState10,0.16199255315392624
VSA_EState10,0.0
VSA_EState10,0.1746833659861055
VSA_EState10,0.16087074148020122
VSA_EState10,0.0
VSA_EState10,0.208296912352371
VSA_EState10,0.16986927915273028
VSA_EState10,0.19163463347252566
VSA_EState10,0.18507464083049055
VSA_EState10,0.0
VSA_EState10,0.004463289477535484
VSA_EState10,0.0
VSA_EState10,0.008950490142998742
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.15974037461359653
VSA_EState10,0.009943550769376057
VSA_EState10,0.17156227475202798
VSA_EState10,0.04235483295020209
VSA_EState10,0.0
VSA_EState10,0.15652354015930556
VSA_EState10,0.0
VSA_EState10,0.20863869150183575
VSA_EState10,0.0712792798214261
VSA_EState10,0.2214826809049835
VSA_EState10,0.16045460085597188
VSA_EState10,0.0
VSA_EState10,0.004257513437699142
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.004077056720247978
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.1728483494355418
VSA_EState10,0.20696975389003336
VSA_EState10,0.0
VSA_EState10,0.17431200472817543
VSA_EState10,0.002720577664848446
VSA_EState10,0.20914070994625195
VSA_EState10,0.16505348836710493
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.04154571176011806
VSA_EState10,0.1722058218197363
VSA_EState10,0.0
VSA_EState10,0.1795893999036803
VSA_EState10,0.1371601569041032
VSA_EState10,0.16203579896209788
VSA_EState10,0.18437726783607805
VSA_EState10,0.0
VSA_EState10,0.16453018329869323
VSA_EState10,0.21173195563340924
VSA_EState10,0.0
VSA_EState10,0.18067864455643862
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.1748716091363107
VSA_EState10,0.13512074527475645
VSA_EState10,0.18389381961647988
VSA_EState10,0.1494198164183362
VSA_EState10,0.003843906770550675
VSA_EState10,0.02001904067113308
VSA_EState10,0.003159389651436423
VSA_EState10,0.0
VSA_EState10,0.006889360896938872
VSA_EState10,0.22062213307012216
VSA_EState10,0.1792172599265088
VSA_EState10,0.1898721487866407
VSA_EState10,0.0
VSA_EState10,0.1628159660595558
VSA_EState10,0.223341862623792
VSA_EState10,0.19203229458166735
VSA_EState10,0.0
VSA_EState10,0.01023946566895755
VSA_EState10,0.0
VSA_EState10,0.16772784947499594
VSA_EState10,0.0
VSA_EState10,0.006247912111007269
VSA_EState10,0.1728012501822925
VSA_EState10,0.11317521473918209
VSA_EState10,0.0019274080042698753
VSA_EState10,0.009874156524546356
VSA_EState10,0.0020215809172710137
VSA_EState10,0.005618985966436115
VSA_EState10,0.16790112763580572
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.18167360118353562
VSA_EState10,0.18437174369753526
VSA_EState10,0.007111984436914879
VSA_EState10,0.1945700692369952
VSA_EState10,0.19707689864463282
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.00483050964998175
VSA_EState10,0.0027646718177066687
VSA_EState10,0.0
VSA_EState10,0.1506292919064003
VSA_EState10,0.05984820902643679
VSA_EState10,0.0
VSA_EState10,0.003269388506099417
VSA_EState10,0.15577356874356957
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.18515614096901797
VSA_EState10,0.01405995513726889
VSA_EState10,0.0
VSA_EState10,0.18350215834409475
VSA_EState10,0.0
VSA_EState10,0.009258889037381516
VSA_EState10,0.006658195828119285
VSA_EState10,0.0034147251204824495
VSA_EState10,0.06917320831667823
VSA_EState10,0.17046039893293974
VSA_EState10,0.0
VSA_EState10,0.0037002505453824818
VSA_EState10,0.0
VSA_EState10,0.017325021164495885
VSA_EState10,0.2027348980338183
VSA_EState10,0.0
VSA_EState10,0.0031869693830879056
VSA_EState10,0.2209872621779057
VSA_EState10,0.17657978165328422
VSA_EState10,0.17832110770904688
VSA_EState10,0.15233138965850027
VSA_EState10,0.17932116986887672
VSA_EState10,0.16933258073510576
VSA_EState10,0.0
VSA_EState10,0.1685739193338156
VSA_EState10,0.18884002067861702
VSA_EState10,0.0
VSA_EState10,0.1749519163748835
VSA_EState10,0.0
VSA_EState10,0.03175928993796285
VSA_EState10,0.0
VSA_EState10,0.0038131101166638385
VSA_EState10,0.0267501063560023
VSA_EState10,0.1691946153507385
VSA_EState10,0.16323626755076126
VSA_EState10,0.0
VSA_EState10,0.0044213066737045
VSA_EState10,0.18815787893715322
VSA_EState10,0.19170491899613823
VSA_EState10,0.16760199009896928
VSA_EState10,0.16747287352075246
VSA_EState10,0.2212579974818015
VSA_EState10,0.16002496150142886
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.03931667647279616
VSA_EState10,0.13144704709163707
VSA_EState10,0.19449738441338352
VSA_EState10,0.0
VSA_EState10,0.21308225843798032
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.01673844344338395
VSA_EState10,0.1926997617314282
VSA_EState10,0.01460750488539013
VSA_EState10,0.019643950726029404
VSA_EState10,0.006133367330623913
VSA_EState10,0.006605072644232032
VSA_EState10,0.016702320886039315
VSA_EState10,0.0
VSA_EState10,0.0
VSA_EState10,0.014274081185693375
VSA_EState10,0.15261181970999538
VSA_EState10,0.20214397336369488
VSA_EState10,0.19021948256598034
VSA_EState10,0.19037759807014895
VSA_EState10,0.0
VSA_EState10,0.06799242334749306
VSA_EState10,0.0
VSA_EState10,0.017568048241627356
VSA_EState10,0.0
VSA_EState10,0.15942444936810304
VSA_EState10,0.0
VSA_EState10,0.17296507282530277
VSA_EState10,0.1634778470458362
VSA_EState10,0.1401619244862912
VSA_EState10,0.18286187476008092
VSA_EState10,0.16149758682085488
VSA_EState10,0.19201031131387503
VSA_EState10,0.16536424506802497
VSA_EState10,0.16176513068668386
VSA_EState10,0.002184115496528644
VSA_EState10,0.14144690108390437
VSA_EState10,0.0026599851236317894
VSA_EState10,0.003253877055280731
VSA_EState10,0.0
VSA_EState10,0.15530972553157055
VSA_EState10,0.02607665963030438
VSA_EState10,0.0021747199183987684
VSA_EState10,0.17361193999936275
VSA_EState10,0.004923732577955835
VSA_EState10,0.02761184517831084
VSA_EState10,0.17222009141839123
VSA_EState10,0.1698942191296889
VSA_EState10,0.17212836716115054
VSA_EState10,0.0
VSA_EState10,0.20661755764759182
VSA_EState10,0.20786201187647257
VSA_EState10,0.166702482449789
VSA_EState10,0.002974610664036873
VSA_EState10,0.1993354309365146
VSA_EState10,0.0
VSA_EState10,0.011666726704938232
VSA_EState10,0.19013214850326415
VSA_EState10,0.2121941186139066
VSA_EState10,0.18502103114630195
VSA_EState10,0.15602532770240723
VSA_EState10,0.0
VSA_EState10,0.14249674149403058
VSA_EState10,0.16606033266705952
VSA_EState10,0.0
VSA_EState10,0.0
