ID,y,yhat,fold,p,MW,y_mg,yhat_mg
44,-3.208911955968971,-4.1201278933065035,0,512,104.15199999999996,1.8087556580231383,0.897539720685606
54,-4.108752446105294,-4.298794856794912,0,512,103.12399999999997,0.9046073040918381,0.7145648934022196
103,-5.44347290560627,-5.000725849312992,0,512,395.39700000000016,0.1535604642565928,0.596307520549871
106,-3.806527293964555,-4.430179361127338,0,512,213.664,1.5232040605888335,0.8995519934260509
141,-4.562285107665583,-4.348297432878448,0,512,254.377,0.8431927334906377,1.0571804082777727
152,-3.7305559580975216,-4.197660132689489,0,512,170.211,1.5004316651300809,1.0333274905381138
162,-4.607408372052726,-4.079839117085122,0,512,211.268,0.7174253489661563,1.2449946039337603
206,-3.8834375148835463,-4.466798109881271,0,512,252.36400000000003,1.5185898875251511,0.9352292925274266
345,-3.708520390875519,-4.10446893340894,0,512,122.16699999999996,1.378433518358471,0.98248497582505
392,-3.68735994812118,-4.622946764409203,0,512,147.00400000000002,1.4799692040031387,0.5443823877151156
424,-5.560609707717592,-4.203492732113593,0,512,56.064,-0.8119256275656246,0.5451913480383753
438,-4.739959351881307,-3.6286313714131206,0,512,58.08,0.02406725581073025,1.1353952362789168
440,-4.664795539745544,-3.993535249662219,0,512,56.064,0.08388854040642385,0.7551488304897489
561,-5.766132789688137,-4.456720918029538,0,512,66.063,-0.9461744980520495,0.36323737360654895
598,-4.350292608266307,-4.333553513622241,0,512,424.7600000000003,1.277851003862643,1.2945900985067091
653,-2.9750410914417387,-3.383681674387398,0,512,104.149,2.042614012927798,1.6339734299821385
713,-4.160007425483127,-4.749071483398893,0,512,410.4120000000002,1.453212625104045,0.864148567188279
720,-4.301486489822915,-4.428700570425689,0,512,312.60599999999994,1.1935108195668567,1.066296738964083
736,-3.3361364977330084,-3.506165039613844,0,512,162.22899999999998,1.8739919934134623,1.703963451532627
781,-5.338020739644279,-4.8297542437861845,0,512,215.362,-0.004851663923712723,0.5034148319343822
806,-4.908316026500776,-5.271730557518021,0,512,388.845,0.6814604924098338,0.3180459613925888
826,-5.898279318905967,-4.618127183574066,0,512,959.1709999999998,0.08361672073198138,1.3637688560638828
838,-5.854364538724753,-4.789514617420207,0,512,403.88800000000015,-0.24810358877636063,0.8167463325281855
887,-5.335409451127907,-4.620411862309434,0,512,333.86300000000006,0.18815884038466582,0.9031564292031384
914,-6.670448247169782,-6.081745085797586,0,512,437.152,-1.0298157775141643,-0.4411126161419682
958,-2.940761253577468,-3.859746852420256,0,512,166.176,2.2798070473374943,1.360821448494706
964,-3.3467371720513137,-3.8126240089859045,0,512,314.33700000000005,2.150658331938185,1.6847714950035941
979,-3.7868290263114175,-4.257106360054101,0,512,137.182,1.350468103911241,0.880190770168558
1016,-5.839754225519884,-5.170496099757071,0,512,529.1420000000002,-0.1161819910255942,0.5530761347372185
1077,-4.122577434798872,-4.060581851818575,0,512,202.297,1.1834120075710113,1.245407590551309
1091,-3.463568756188776,-3.5947597528637494,0,512,426.6820000000002,2.166535565916934,2.0353445692419605
1131,-3.729447633823877,-3.8216252698533872,0,512,514.8570000000005,1.982238987965412,1.8900613519359017
1187,-5.254945584456624,-3.6920993802568933,0,512,269.5169999999999,0.1756405794013579,1.7384867836010882
1193,-4.283798348739219,-4.9217286116629335,0,512,308.13900000000007,1.2049483200837003,0.5670180571599857
1199,-4.059462036586376,-3.6880415061634255,0,512,89.13799999999999,0.8906008489557041,1.262021379378654
1237,-4.155806705991102,-3.8903954825498497,0,512,120.173,0.9240001970484708,1.1894114204897233
1246,-3.619957281325511,-4.151721023167809,0,512,266.318,1.805443239362356,1.273679497520058
1268,-3.80946251026596,-4.01212087489219,0,512,212.201,1.5172849159226351,1.314626551296405
1274,-5.0817145650821445,-4.316384685846198,0,512,206.329,0.2328457082368065,0.9981755874727531
1276,-4.687029930849138,-4.1926128411785735,0,512,191.63900000000004,0.5954539651315064,1.0898710548020711
1281,-3.2679057097736512,-4.72350786580477,0,512,203.17499999999995,2.0399645586512167,0.5843624026200984
1294,-4.521921755041176,-4.174469502558836,0,512,206.32899999999995,0.7926385182777748,1.1400907707601151
1315,-4.269928514907103,-4.492404065833172,0,512,584.6920000000005,1.4969986367724528,1.2745230858463832
