RMSE (train),RMSE (test),p,best_params
0.26756016540145816,0.6531260878611757,138,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.0023045437360294184), ('learning_rate', 0.03), ('max_depth', 11), ('min_child_weight', 0.0), ('n_estimators', 268), ('subsample', 0.5)])"
0.29974712913806845,0.6615814631579326,139,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 15), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 1.0)])"
0.3332381798366438,0.7552187401291163,138,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.09549369657694833), ('learning_rate', 0.03), ('max_depth', 10), ('min_child_weight', 0.0), ('n_estimators', 170), ('subsample', 0.6089266160630379)])"
0.3147540582704991,0.7047235453517761,137,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03683916076088764), ('max_depth', 9), ('min_child_weight', 0.0), ('n_estimators', 261), ('subsample', 0.5)])"
0.363334451345315,0.6119895801906747,138,"OrderedDict([('colsample_bytree', 0.7366369414512458), ('gamma', 0.1), ('learning_rate', 0.032165684695501066), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 100), ('subsample', 0.5)])"
0.28156680789543426,0.6643519599258149,139,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 17), ('min_child_weight', 0.0), ('n_estimators', 276), ('subsample', 0.8377503503701347)])"
0.33116807172634266,0.7586447004683442,138,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 12), ('min_child_weight', 0.0), ('n_estimators', 100), ('subsample', 0.9087662558342768)])"
0.3059799835658809,0.661377812039388,138,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 18), ('min_child_weight', 2.099750113016763), ('n_estimators', 212), ('subsample', 0.6637611368509717)])"
0.2857898883498254,0.7036962002203554,137,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 17), ('min_child_weight', 0.0), ('n_estimators', 372), ('subsample', 0.7615333696620774)])"
0.321424532083201,0.7641525208041937,139,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.037987788563244376), ('max_depth', 6), ('min_child_weight', 0.0), ('n_estimators', 685), ('subsample', 0.6506050741831421)])"
