RMSE (train),RMSE (test),p,best_params
0.15328610558061245,0.6331351685406156,512,"OrderedDict([('C', 4.939678627826542), ('epsilon', 0.10539384328504631), ('gamma', 0.016254716086857992)])"
0.1524316173663726,0.5527260749913878,512,"OrderedDict([('C', 5.00262063599552), ('epsilon', 0.0896296411817386), ('gamma', 0.016688214821096264)])"
0.11662657594344521,0.6062262623029839,512,"OrderedDict([('C', 6.283231472470147), ('epsilon', 0.06910524786269007), ('gamma', 0.016062251872398205)])"
0.14874795845031194,0.5904713082639155,512,"OrderedDict([('C', 5.080774407174739), ('epsilon', 0.09080836054130802), ('gamma', 0.01595011169995984)])"
0.1380595844295922,0.6650555459421578,512,"OrderedDict([('C', 4.976901027937475), ('epsilon', 0.053844518490577885), ('gamma', 0.01627404117588411)])"
0.12542151574804342,0.5654236537178811,512,"OrderedDict([('C', 5.507092104220493), ('epsilon', 0.07549556897826992), ('gamma', 0.017398813938458588)])"
0.12163936125014067,0.5588048924398457,512,"OrderedDict([('C', 5.771212901722838), ('epsilon', 0.054977341483168345), ('gamma', 0.016168534511132825)])"
0.17822453742120506,0.5343654298776702,512,"OrderedDict([('C', 3.359074286433786), ('epsilon', 0.06246577199943728), ('gamma', 0.015825335588812706)])"
0.13794439085821777,0.4848641153840086,512,"OrderedDict([('C', 5.467458727267284), ('epsilon', 0.08478304101453842), ('gamma', 0.016511255966889734)])"
0.21797352924758207,0.8223702409856283,512,"OrderedDict([('C', 1.897465770306022), ('epsilon', 0.0703072660251455), ('gamma', 0.01461401814519569)])"
