ID,y,yhat,fold,p,MW,y_mg,yhat_mg
106,-3.650021735919272,-4.462865900562079,0,136,213.664,1.6797096186341167,0.8668654539913095
140,-4.124262386887316,-4.493422237762983,0,136,184.242,1.1411262524861918,0.7719664016105241
151,-4.133641186611433,-4.280418341841757,0,136,181.32299999999995,1.1248117092631253,0.9780345540328016
236,-5.309271483052563,-3.9961626712084524,0,136,354.3370000000002,0.24014502083816788,1.5532538326822787
275,-3.219937654744798,-3.596400623904566,0,136,151.165,1.959513593652976,1.5830506244932083
285,-3.1407168780111947,-3.35606661980655,0,136,178.231,2.110266365786403,1.8949166239910482
293,-4.295327882686247,-4.403389059631815,0,136,220.356,1.0477969975802275,0.9397358206346599
295,-2.892112124427854,-3.205435907214608,0,136,142.19799999999998,2.260781363702377,1.947457580915623
310,-3.576272433995847,-2.9988062606758104,0,136,130.23099999999997,1.5384419413764174,2.1159081146964542
325,-3.2119672496648737,-3.2067815120591825,0,136,138.166,1.9284339349865347,1.933619672592226
4413,-3.891076031945222,-4.57333267677629,0,136,302.41400000000004,1.5895258606445535,0.9072692158134857
362,-3.260956378905296,-3.1188992794337653,0,136,258.3579999999999,2.151265535019981,2.293322634491512
365,-4.347710669343602,-3.9745114425546983,0,136,191.19,0.9337545038559263,1.30695373064483
408,-3.064486400756555,-3.412515906815281,0,136,164.27699999999996,2.1510903624819004,1.8030608564231747
413,-2.9510051195570144,-2.8680845941916195,0,136,230.30399999999997,2.411296361450385,2.4942168868157797
415,-4.274047630625058,-3.7317442909983645,0,136,361.38000000000005,1.2839164829291658,1.8262198225558597
431,-3.771660393553929,-3.8663826778699435,0,136,55.07999999999999,0.9693335380309572,0.8746112537149425
436,-3.4412069122152538,-3.494218463316038,0,136,169.073,1.786867346551941,1.7338557954511566
439,-3.69904207511832,-3.558509250952942,0,136,174.204,1.5420160477575913,1.6825488719229693
449,-4.847356191402296,-3.7605264887429777,0,136,398.24,0.7527886878622219,1.8396183905215404
466,-4.4033105734432425,-3.650124124567348,0,136,206.332,0.911256014421768,1.6644424632976627
517,-2.8973846665597365,-3.155263644664139,0,136,129.075,2.213457467159524,1.955578489055121
4149,-3.6723098132914367,-3.3484444543961316,0,136,152.237,1.51021040381436,1.834075762709665
625,-2.72115748606034,-3.3073822930259946,0,136,133.191,2.4033173935607888,1.817092586595134
680,-2.8124945665859755,-3.026252036718865,0,136,112.216,2.2375602173957154,2.023802747262826
684,-2.653924716242727,-2.7721703241488407,0,136,116.204,2.411296361450385,2.293050753544271
699,-2.9881006040624865,-3.118183361908247,0,136,142.15399999999997,2.1646584805301834,2.0345757226844228
715,-2.71775978921898,-2.9420130243580265,0,136,156.313,2.4762353090400433,2.251982073900997
752,-3.3825923758005425,-3.0560230436523073,0,136,204.785,1.9287057666604515,2.2552750988086867
770,-2.862420842878891,-2.965896431872107,0,136,340.59200000000004,2.669813599935423,2.566338010942207
771,-3.17247736186556,-3.026252036718865,0,136,252.4859999999999,2.2297599402274932,2.3759852653741884
