RMSE (train),RMSE (test),p,best_params
0.6858096280422501,0.6537971768479696,162,"OrderedDict([('alpha', 0.015248047137086615), ('l1_ratio', 1.0)])"
0.6800113639232438,0.7257994948233488,164,"OrderedDict([('alpha', 0.07216112723266087), ('l1_ratio', 0.20547674589601034)])"
0.6880690807180467,0.6568824298290656,161,"OrderedDict([('alpha', 0.07216112723266087), ('l1_ratio', 0.20547674589601034)])"
0.669341201465047,0.6804736386218739,163,"OrderedDict([('alpha', 0.02420299622407256), ('l1_ratio', 0.26971459953692734)])"
0.6725752932359983,0.6804434358096039,163,"OrderedDict([('alpha', 0.025624002941175793), ('l1_ratio', 0.30111774935341523)])"
0.6653604384529577,0.7605827582395379,162,"OrderedDict([('alpha', 0.021688800091281768), ('l1_ratio', 0.46420571159342844)])"
0.675145848904159,0.6482633157874569,164,"OrderedDict([('alpha', 0.008524873170575346), ('l1_ratio', 1.0)])"
0.6395988211522856,0.8769169021242406,162,"OrderedDict([('alpha', 0.026249449336904207), ('l1_ratio', 0.16266095550247048)])"
0.6755428233720693,0.652403686936211,162,"OrderedDict([('alpha', 0.017371478609343974), ('l1_ratio', 0.5691103399538681)])"
0.6709926691873207,0.8711385886797116,162,"OrderedDict([('alpha', 0.008633628547086145), ('l1_ratio', 1.0)])"
