RMSE (train),RMSE (test),p,best_params
0.4169593203659948,0.6076740068036262,134,"OrderedDict([('C', 1.4061151136534227), ('epsilon', 0.09334417107119858), ('gamma', 0.06903057927844494)])"
0.4390217963115228,0.614631762944608,137,"OrderedDict([('C', 1.5733685099245318), ('epsilon', 0.19095583563323149), ('gamma', 0.058834571621436196)])"
0.4372499552423536,0.6120153744984925,137,"OrderedDict([('C', 1.577396264262347), ('epsilon', 0.1663828527919489), ('gamma', 0.05396412032469753)])"
0.45255324087900617,0.580081529723213,135,"OrderedDict([('C', 1.4938961352530098), ('epsilon', 0.14594883074456852), ('gamma', 0.05330223966281014)])"
0.43859659959423936,0.6476745334289769,136,"OrderedDict([('C', 1.1458131441861135), ('epsilon', 0.15994330154148986), ('gamma', 0.0696254386975924)])"
0.42817805325555497,0.5583957104270196,135,"OrderedDict([('C', 1.8161376647323269), ('epsilon', 0.15246609577741557), ('gamma', 0.05775411113618565)])"
0.40579104753496736,0.752480248510179,136,"OrderedDict([('C', 1.7104651254190781), ('epsilon', 0.11707255864289534), ('gamma', 0.05707316120154202)])"
0.368415369916442,0.6995508346585192,135,"OrderedDict([('C', 1.5656041730606203), ('epsilon', 0.08151583825864507), ('gamma', 0.08362961742226657)])"
0.4349228964470841,0.5295603162946132,137,"OrderedDict([('C', 1.5043721411068889), ('epsilon', 0.16455003740385687), ('gamma', 0.06398159383754103)])"
0.3801786832232741,0.8167640176187587,136,"OrderedDict([('C', 1.8064332553112568), ('epsilon', 0.1881151034840385), ('gamma', 0.0623228430091729)])"
