RMSE (train),RMSE (test),p,best_params
0.11179034186825593,0.6837297067729851,163,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.06106280844044676), ('learning_rate', 0.03), ('max_depth', 8), ('min_child_weight', 3.9492323475081648), ('n_estimators', 1000), ('subsample', 0.7438316432648938)])"
0.05908727615595608,0.5129597233143942,163,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.021491854544638155), ('learning_rate', 0.0387655618896111), ('max_depth', 11), ('min_child_weight', 0.0), ('n_estimators', 989), ('subsample', 0.5)])"
0.22930623127231164,0.5783849191364593,163,"OrderedDict([('colsample_bytree', 0.5104205947733115), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 9), ('min_child_weight', 6.549459397749872), ('n_estimators', 296), ('subsample', 0.5146456355697072)])"
0.021032211622614285,0.5476420907832125,162,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 9), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.5)])"
0.02136250453526055,0.6728298406302512,162,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.04103244212825476), ('max_depth', 8), ('min_child_weight', 0.0), ('n_estimators', 778), ('subsample', 0.6817466590527628)])"
0.1251153960169205,0.5585389441242161,162,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 225), ('subsample', 0.8499576552167694)])"
0.0527136097591427,0.5995283939053141,163,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.016620998935804147), ('learning_rate', 0.04754260055771566), ('max_depth', 15), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.6392609461445145)])"
0.02032489295643979,0.5183955811132268,160,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 14), ('min_child_weight', 0.0), ('n_estimators', 577), ('subsample', 0.5)])"
0.0193281188963478,0.5970739405598308,162,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.5)])"
0.020085827508238452,0.831485558307828,162,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 12), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.518275611223015)])"
