RMSE (train),RMSE (test),p,best_params
0.18163471803419495,0.8599006173998993,512,"OrderedDict([('C', 3.096997463369778), ('epsilon', 0.0), ('gamma', 0.05757779596525096)])"
0.24147804769109785,0.7478032603694531,512,"OrderedDict([('C', 2.6460994667614655), ('epsilon', 0.0), ('gamma', 0.05585492964720356)])"
0.2587468076149973,0.7896714407447243,512,"OrderedDict([('C', 4.390046618927596), ('epsilon', 0.22356360868188999), ('gamma', 0.05350743385409987)])"
0.26705665160856745,0.734618699242622,512,"OrderedDict([('C', 3.0144490635155656), ('epsilon', 0.16413309224628583), ('gamma', 0.04893546469692144)])"
0.2820766840962578,0.8245745857868559,512,"OrderedDict([('C', 2.3602086212666045), ('epsilon', 0.10184463209790194), ('gamma', 0.05044430937702638)])"
0.19457029036022214,0.7054002115855206,512,"OrderedDict([('C', 3.790894747284553), ('epsilon', 0.08024770224136395), ('gamma', 0.05506458209510177)])"
0.26468433173098493,0.6794307097870951,512,"OrderedDict([('C', 3.227009340981104), ('epsilon', 0.15616137201473268), ('gamma', 0.047781922743427234)])"
0.14519508173169324,0.690276146244401,512,"OrderedDict([('C', 3.9847263974528238), ('epsilon', 0.0), ('gamma', 0.06634899889016746)])"
0.24539979423048391,0.6857674693729294,512,"OrderedDict([('C', 2.6068600234130477), ('epsilon', 0.06954212907321257), ('gamma', 0.05712517206594621)])"
0.20486254010469818,0.7638359555386955,512,"OrderedDict([('C', 3.615417366297365), ('epsilon', 0.1108113260678017), ('gamma', 0.057140128756463245)])"
