RMSE (train),RMSE (test),p,best_params
0.22964817202987373,0.9188279737737264,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 13), ('min_child_weight', 0.0), ('n_estimators', 831), ('subsample', 0.7789461484421915)])"
0.1936690667274386,0.7227873505264012,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 891), ('subsample', 0.5)])"
0.21180424314723031,0.7896332301351479,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.7972554107463088)])"
0.3216892339069897,0.7310382448388714,512,"OrderedDict([('colsample_bytree', 0.515997972619184), ('gamma', 0.05784434030874765), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 1.5930806501693995), ('n_estimators', 150), ('subsample', 0.595581012270094)])"
0.35939703996574374,0.7945762966860322,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.06927238551578993), ('max_depth', 14), ('min_child_weight', 4.246192696499974), ('n_estimators', 100), ('subsample', 0.8633787365727065)])"
0.20123872838421633,0.6649888958950154,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.6399778993262432)])"
0.2976803315185567,0.6928126036971088,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 5.228060578291002), ('n_estimators', 637), ('subsample', 0.9400063765219777)])"
0.20796885771493295,0.7171041710518379,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 20), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.8271806590063856)])"
0.25399237268079045,0.6510278235254268,512,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.04016841769591359), ('max_depth', 17), ('min_child_weight', 3.160061275510592), ('n_estimators', 199), ('subsample', 1.0)])"
0.10221220285655391,0.7690828223592129,512,"OrderedDict([('colsample_bytree', 0.5331080642783614), ('gamma', 0.008033934628309038), ('learning_rate', 0.03544310475630228), ('max_depth', 15), ('min_child_weight', 0.1383623014438873), ('n_estimators', 594), ('subsample', 0.7508252875390227)])"
