RMSE (train),RMSE (test),p,best_params
0.10840330732904326,0.7205601472663528,168,"OrderedDict([('colsample_bytree', 0.531315795298094), ('gamma', 0.05639653346406223), ('learning_rate', 0.030477315884121715), ('max_depth', 6), ('min_child_weight', 2.578201962754092), ('n_estimators', 983), ('subsample', 0.668090605194934)])"
0.12098114374997647,0.7090187853976081,166,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.1), ('learning_rate', 0.03), ('max_depth', 14), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 0.5)])"
0.03205856048044609,0.7026838280089217,168,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.034601970138758265), ('max_depth', 9), ('min_child_weight', 0.0), ('n_estimators', 1000), ('subsample', 1.0)])"
0.03415156823022504,0.7362528343754373,166,"OrderedDict([('colsample_bytree', 0.6590105425572372), ('gamma', 0.006736016912623052), ('learning_rate', 0.03), ('max_depth', 10), ('min_child_weight', 0.30117277632503303), ('n_estimators', 1000), ('subsample', 0.5513374192787296)])"
0.0840476755823524,0.690953928652461,166,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.038299468402627844), ('learning_rate', 0.03), ('max_depth', 11), ('min_child_weight', 0.0), ('n_estimators', 580), ('subsample', 0.6427800972990697)])"
0.017351219944536183,0.7083091222040252,164,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.001), ('learning_rate', 0.03), ('max_depth', 13), ('min_child_weight', 0.0), ('n_estimators', 547), ('subsample', 0.761759999341362)])"
0.12425852404588303,0.6454684952435517,168,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.08890863181844622), ('learning_rate', 0.03753978100626252), ('max_depth', 12), ('min_child_weight', 0.0), ('n_estimators', 475), ('subsample', 0.7940373483529419)])"
0.03508410236715556,0.709214432184349,165,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.006892333795670108), ('learning_rate', 0.03), ('max_depth', 12), ('min_child_weight', 0.0), ('n_estimators', 939), ('subsample', 0.5)])"
0.1154842989992037,0.6653885439618996,166,"OrderedDict([('colsample_bytree', 0.7628510062367589), ('gamma', 0.07535395590088273), ('learning_rate', 0.04152959745225917), ('max_depth', 10), ('min_child_weight', 5.379425581510597), ('n_estimators', 1000), ('subsample', 0.7133263364654187)])"
0.1888372443532428,0.7277356760891527,166,"OrderedDict([('colsample_bytree', 0.5), ('gamma', 0.01771816285668807), ('learning_rate', 0.03), ('max_depth', 5), ('min_child_weight', 7.49631230702008), ('n_estimators', 1000), ('subsample', 1.0)])"
