,coverage,pred_coverage
0,0.01,0.016949153
1,0.05,0.05720339
2,0.1,0.084745763
3,0.3,0.322033898
4,0.5,0.525423729
5,0.7,0.713983051
6,0.9,0.881355932
7,0.95,0.934322034
8,0.99,0.993644068
