,coverage,pred_coverage
0,0.01,0.010606703
1,0.05,0.066610098
2,0.1,0.135341536
3,0.3,0.403478999
4,0.5,0.657615613
5,0.7,0.859567246
6,0.9,0.969876962
7,0.95,0.985150615
8,0.99,0.99533305
