,coverage,pred_coverage
0,0.01,0.01897019
1,0.05,0.054200542
2,0.1,0.119241192
3,0.3,0.281842818
4,0.5,0.514905149
5,0.7,0.715447154
6,0.9,0.899728997
7,0.95,0.926829268
8,0.99,0.978319783
