BNN-CDDD,BNN-MACCS,BNN-Morgan,BNN-RDKit,CP-CDDD,CP-MACCS,CP-Morgan,CP-RDKit
4.028763595223427,3.07262309193611,3.5004603743553155,3.6374269962310777,2.5654290545697807,3.143542483397121,5.196964964060351,2.9687101247625414
3.605340236425399,2.790182012319564,4.670982354879377,4.272079557180405,2.3936060661470906,2.3436731689972614,2.2708825737073,2.0176324641864496
3.5444799393415427,2.228200197219848,3.189421108365059,3.0100142985582354,2.2699198901632074,2.313114599736476,2.2407392028610715,2.023911005939753
5.661818268895148,3.230917102098464,5.80718899667263,2.131008684635161,3.796058829541908,3.5222117462680416,3.636007000993737,3.5883101365698677
3.357067212462425,2.423241990804672,3.1895320326089847,3.492734307050705,2.051617834416912,1.953761973288637,2.136891506907544,1.9307320408687396
3.8987842798233023,2.3999753117561338,3.9041530191898337,2.441459023952484,2.9452890705621058,2.0070098602107,2.4351493308224605,2.0701672424825723
3.758813959360122,2.082202953100204,4.2789472997188565,2.573770260810849,1.986688369321457,1.8306803123559845,2.256858845014348,1.98263100096476
3.348078835010528,2.942875814437866,3.912374496459961,2.8269382178783418,2.045536991580803,1.84878106736905,1.8630969497028012,1.7242969304650964
3.5819206357002256,1.9305794060230257,2.93112498819828,2.045441162586212,1.7189144708905897,1.7101606551662374,1.957566054191625,1.20853402484021
3.8734914541244496,2.881705886125564,4.265074098110198,3.322782683372496,2.006010699197456,2.386353794444541,2.02763783311993,1.8471676863734496
3.148362016677856,2.518597257137298,3.5819131433963776,2.53882308602333,2.0198291427611195,1.8542107429076056,2.067975810577468,1.8135050639107415
3.500591292977332,2.0475939571857444,3.471719086170196,2.5477708667516703,1.8211958079842767,1.7407465513428502,2.015570368204478,1.7756170847327524
3.748571479320526,3.4851677715778338,4.4329952865839,2.995313042402267,2.4610276801150848,1.8356891742365409,1.884233107355492,2.2246008000723494
3.2380543351173388,2.046991527080535,3.404155895113944,2.245250582695007,1.91350886125414,1.6799120330578834,1.8683051060927496,1.5014107141041548
3.71349780857563,2.365839767456054,3.893468591570853,2.358762603998184,2.6657538262816107,2.08880764641228,2.4949262273013764,2.539890514849023
3.503007873892784,2.130538916587829,3.5480977028608303,2.272600942850113,1.9521853115785917,2.1200780152062517,2.38157302615788,1.665905021353514
3.590122398734093,1.8001036643981934,3.268115514516829,2.1833939790725707,1.815968768218616,2.024170788752484,1.9650679514972824,1.7632681147263396
3.6302912533283225,3.1293094933032983,4.308609375357626,2.48929715156555,2.9783065333203576,2.17066332905023,2.07955080458613,2.099007484143982
3.543582558631897,3.574631017446517,3.952039659023284,3.342522603273391,2.5393778735789616,1.9062506074051808,2.1191825231441013,2.980229735118433
4.199560290575027,4.169443601369856,5.479597336053847,3.9388295292854303,2.5374125497922777,3.1647966773780216,3.3690166523138405,2.144390913539856
4.000237977504729,2.0591807663440704,3.80457637310028,3.561953955888748,2.2440961095163354,2.7032756860039324,2.390079823164649,2.1730389872896594
3.758266603946685,3.630342733860016,3.821603620052336,3.430655968189239,2.76402598533235,2.9122707744895786,2.0870984140474147,4.8156930210964
3.554852765798568,2.037769562005997,6.4036349713802325,2.300723296403884,2.854442383307633,2.535365175101292,3.13299093882376,1.8251959964074105
3.8465524077415454,2.801584941148757,4.34672662615776,3.231932312250137,2.807668648853697,2.489012047426374,4.0995586890249065,2.9372991147223577
3.965411210060119,2.936792856454849,4.868959048390388,4.206824159622192,2.5028920603942297,2.8632680639606534,2.97384491515804,2.67290378246133
3.719846999645232,3.807581895589828,3.402139371633529,3.471996891498564,2.3958780115092617,4.249529401873039,2.141116904969096,3.0229318336226063
4.521322953701016,2.0573501765727995,3.9301461994647977,3.1620349168777464,2.5755400419419106,3.1185653777914744,2.434713585871389,2.523138097659255
3.4714332014322267,1.810483139753341,3.273386895656585,2.4625074744224547,2.1068894981937825,1.7688874718776413,1.920612976854029,1.800794593074044
3.3490323781967164,1.9010695576667769,3.2909936070442174,2.288102686405182,1.504772891744781,1.6182974709088436,1.837380200300447,1.4818499465869874
3.476271012425422,1.8860080599784848,2.8618458986282342,2.057859396934509,1.773046932225585,1.694098032100373,1.9281162789651043,1.6434991576725917
3.3633457630872723,2.265376764535904,4.756887486577034,2.245411014556884,2.121110431040968,1.7458043314131229,2.0616300571600603,1.6697616424683392
3.619118076562881,3.339797568321227,3.7627416908740994,2.6722592771053306,2.298831272908053,1.7367947121189586,1.9237195379710768,1.7768202553526995
3.772141486406324,3.200617885589599,3.617192232608794,2.921576929092407,2.3817995652626864,2.590273458910887,2.3256335269280286,2.021306373379692
3.456810545921324,5.683275783061981,3.232424771785733,2.242066675424575,2.393384791564826,2.562481008853553,2.2455014991509614,2.665351834845022
3.594373369216917,2.939370244741438,3.224888426065443,2.6253663182258564,5.091874586056949,1.8327533151263449,2.2197432467405664,2.752778942788954
3.6832744359970087,2.800794333219527,3.1100590705871576,2.4456307351589204,2.794479461817799,2.2833523535664115,2.352513844276764,2.396342713808057
