BNN-CDDD,BNN-MACCS,BNN-Morgan,BNN-RDKit,CP-CDDD,CP-MACCS,CP-Morgan,CP-RDKit
1.2665179281208498,1.064802700535567,0.9299035436149088,1.1747370290770205,1.429697800682172,0.8106198806520869,1.036913922868026,0.9851289312297286
1.2866849391033508,1.0430268926716328,1.221304125549771,1.16190716342218,1.5334472471236642,1.0313405370888895,1.2119531115053566,1.7209081307667131
1.4825094225856057,1.5976281463084254,1.933824809382668,1.835820012973219,1.7768030687938663,1.5141156296659906,1.8247235412904197,1.6499386323645098
2.410581686061093,2.4370449208428004,1.8205188151887652,2.610830617769753,2.339938469463178,2.6384490211844085,2.413113178187748,2.1427713190709583
1.6754798826303392,1.5371751674298226,1.5548482111317448,1.4419648703082697,1.8965938247178604,1.397653108398487,1.8078863684297344,1.6584134039916434
2.270524046988003,2.752169151602812,2.204169765005777,2.2714874946652897,2.100548262888426,2.4643680996350867,2.3047218209426115,2.2667026369682137
1.4272533081578294,1.523338372309592,1.404895816905356,1.6259901803733008,1.6140165571165497,1.6477177571944437,1.46019556598802,1.7070634659514352
1.3932662760106331,1.4110201368677664,1.0362330163921964,1.5396431358333715,1.453621005050172,1.4239216834579602,1.3343857194767268,1.4732657440936396
1.6187694109911202,2.141700257358503,1.999267581872126,1.9632406319941835,2.0598895687424004,2.2790470266403733,2.202005163500784,2.1667106224265678
1.275708990949952,1.247521477991479,1.0578830825166348,1.3077786624638188,1.3523984746054554,1.222576707226684,1.304578601820652,1.3289724256560973
1.138780552383197,0.992558202621328,1.1232332858754832,1.1026439127383234,1.4761144695298551,1.2654423397562866,1.2702075998682876,1.264972173791202
1.58832720176885,1.6326113111761722,1.147174865924527,1.7755630569022065,1.4910805476031246,1.4742174711737774,1.3466465672201688,1.5031183169363709
0.9749445561650824,0.6107353808141393,1.1196205505851995,0.9840774236550214,1.0964853576143618,1.4063942258979898,1.2755279245125817,1.2776076731214938
2.4043931720779232,2.376460292404296,2.012177934019047,2.190209609615028,2.2861032167814703,2.477635602249093,2.2180871654901604,2.3676531067086777
2.0800673443718174,1.7357429879129196,1.8400561084660916,1.7871805924065949,1.985291674395807,1.8781365799551104,1.9271344660902503,1.934178286091193
1.9248775280434456,1.936409851028743,1.3592285222459497,1.9197584526692644,1.861325154338391,1.8602305925770304,1.915847911282744,1.9496769009721808
1.5316169379076874,1.5679552590378298,1.41232658751537,1.7561602718698417,1.614762314855159,1.486020117079389,1.4637208115836922,1.578044656107384
1.0399689157066334,1.253173552328955,1.1229257170449098,1.549044592877399,1.239307628951134,1.6808297434095092,1.7685253338320237,1.7826752417240554
1.3249911724647638,1.590584440595248,1.703673778277753,1.2425765122586896,1.4282149596052611,1.3401946328287555,1.6729377816814912,1.459701956750061
0.930649680570794,1.03141968848543,1.4620801574640037,0.5981535094854052,1.2411350400985557,1.1343616792772342,1.1953982640353218,1.1537665609029208
1.450480565825886,1.4718636418110178,1.3282526601032345,1.0081430659012025,1.5653573227385704,1.2678462279161853,1.2558475909353988,1.0798455553531938
1.133765764829017,0.9606100036775695,1.5038596080004638,1.1895433286402413,1.1890955693787146,1.593248202665883,1.5670154830085143,1.3287373189375151
1.7212851888728793,1.755171158500339,1.133236269170305,1.7777222461744848,1.7378360082491984,1.9439586268600204,1.3094466877280488,2.00479493706874
1.2087186071017224,1.3539083582631974,1.3605716670495578,1.3266895558297822,1.1213868467980392,1.5045371672569776,1.2167075230464652,1.3468998317339165
1.2704513543285811,1.4471924794644633,1.8698318446071127,1.217885789312871,1.526420165693436,1.484282771166102,1.5505001818130986,1.361108569012508
1.266686324437846,0.7400673815901989,1.3311146631608788,1.0088986143449,1.3481038815922977,1.0423463632183922,1.297954444468199,0.9424194329609492
1.4618646436547766,1.521951872858067,1.7950706037597437,1.491322692264765,1.8144196762634848,1.521559884204589,2.078810172377041,1.8982457424798065
1.4001601648513384,1.4566651308969394,1.4216242703196438,1.5513790475419955,1.4736925166968966,1.5759004139672268,1.6072195492310155,1.5404218230803166
1.517226090610038,2.0049794617031336,1.609608062963669,1.875571123691468,1.8955858982931904,1.7546352125645883,1.6206139252878538,1.9288154591787097
1.7985936935005782,1.9216660576629023,1.6848048542424876,1.7383882240963158,1.8437513595292716,1.7861746963336649,1.9358157324109844,1.856471935665419
2.659065340531748,2.1130393523427142,2.05990395339158,1.982846387874491,2.186091062648816,2.235127062781767,2.225415332777876,2.100988029899689
1.229391262643338,1.0580121576024455,1.4715301112495875,1.3446513661059896,1.257012505855836,1.161698480239291,1.4792038690641087,1.06380812433072
1.4039602338975716,0.9779796709855206,1.2163157386499264,1.3372196951326505,1.2042846697842473,1.1066565496534837,1.333290108235233,1.0990014096054463
1.770901445624975,1.0031104011525738,1.5443654097648594,1.6294524709806812,1.5151119364292889,1.247114648941681,1.7821338278707313,1.396613361037719
1.5496159770066296,1.5207391807807749,1.775751427892343,1.5080376445104,1.3742967603879617,1.6360488836288345,1.640172333010893,1.3745261323088895
1.433021811281621,0.9905331318825668,1.6402750169323177,1.489061149177543,1.1870696684426114,0.8925421648910586,1.496354382796612,1.154258997344815
1.620403493053287,1.7781028278195663,1.5254821422069065,1.792713858427301,1.814020844769292,1.7752699514207757,1.5624625418405138,1.923489038838028
1.6192541505763145,1.6087687521475051,1.6360457551473422,1.695671859985362,1.795745428986309,1.6296081932750477,1.7416558932433668,1.7597554063187002
1.2434953000750444,0.9586881018233484,1.080700712999812,1.4573322467261745,1.2082617997109963,1.1495407312977932,1.6261084980053766,1.389155469517475
1.25405607384435,0.6925283467198632,0.7053361748104869,0.7946525534672757,1.1418524686246323,1.0224433921451717,1.329594229598909,1.0888543855212467
1.4594834912053511,1.670329687431811,0.9001344592354357,1.3846210284490936,1.660933358758666,1.8012868201880496,1.684861290864644,1.4646106861157238
1.3709146583975709,1.7474217102405731,1.8959815016534116,1.9510831640668065,1.532015765375492,2.030357562982829,2.058802581878068,1.918374727787163
1.7595971065123897,1.890013026430284,1.7614350839888218,1.9045942269632845,1.7168271993726545,2.039552039314843,1.8637521734885552,2.099910549578585
1.2661932905688131,1.6076761421157515,1.0621074665122756,1.4279798298525934,1.783352031911264,1.1452096841320307,1.0008038511774044,1.007999787082036
1.7729285251328872,2.0074139056611227,1.4964158939543732,1.9741004037925467,1.5409248179478623,1.8238551947232973,1.578451447027161,1.8294165661681625
2.5457854599816057,2.353686820659172,2.1768992343404774,2.3216963019467016,2.183675291099315,2.310275560425392,1.7006986388916656,2.0169839956309605
1.9881232398537456,1.488696176624084,1.8326545675924129,2.0425129630224594,1.8192039222640093,1.9950419424644967,1.984439703037136,1.997286384777444
1.1979667814283657,0.0137130737876232,0.6782743510092074,1.153654517434441,1.3080427278825162,0.0437810064102743,0.8141610236297746,0.5898024464746997
2.24313392916466,2.094716205765022,2.1767562713220463,2.167008544791521,2.09247125974246,2.0107537625642204,2.0578824642003792,2.0643261827843995
0.855836193758755,1.1171086192405593,1.0090339462827955,1.427853861392609,1.1291325557416494,1.1636431555375963,1.1208656290387702,0.8323948590798339
1.6901267736631873,1.2058910362396549,1.6324514180590717,1.7157951781242242,1.499013543072686,1.2308510511229251,1.7918726251644297,1.4919821265572968
1.4037090398804446,1.2224999416014468,1.4138165567026493,1.460681790314457,1.611823423630998,1.2823792573311117,1.4679361615011184,1.633055813012715
1.5579542859605882,1.573638406926184,1.573844874712243,1.4840957719020085,1.549268449726739,1.59017368542978,1.5401110337701256,1.5295099979530782
1.9673772763298876,2.2260900668025,1.8904482021404625,2.1124061081199685,1.9377709520707689,2.2144886155058705,2.218004565224274,2.054448019120962
2.081939076615344,2.3727830623297983,1.924617869279112,2.2148450608402137,2.1049879786261445,2.316041120247877,2.278155454554408,2.126542940632953
1.5057741030937577,1.6116929780076796,1.525711615157186,1.624379001750095,1.8048456496866243,1.745903100070474,1.685711475057868,1.8727076957302933
1.5431392364152772,1.826930059483981,1.3598446753679445,1.9385569063886097,1.8413457852146065,1.8082935746629256,1.7209379848358972,1.9131465056451007
1.60008878445459,1.118196466580642,1.3138675212904554,1.2253403239995295,1.815864772987083,1.7015380667155435,1.3512801909117027,1.7640952660457023
1.6017713610593027,1.6812849005503985,1.7712040188426317,1.8089308745411583,1.8684332288370813,1.7926244846388792,1.7727632607374224,1.9404707254060272
1.619166973658403,1.825454113385878,1.512471327881954,1.9225326984629203,1.8147012206308888,1.7502154374882732,1.7188898302890363,1.888651978856279
1.680641916985587,1.7963623970964158,1.7308123272385956,1.822929145971237,1.8090364976559177,1.9974019680146875,1.9248452122345072,1.831243994762895
2.321178814758796,2.374019759404705,2.045096778050092,2.169405365272268,2.310871728484953,2.4072378897407742,2.4151045234146284,2.3505977447282955
1.6363675379659013,1.5152239560278618,1.7933346823429048,1.6747026181520213,1.700498319070609,1.8993480028835668,1.8686525496430704,1.952236394577003
1.7594456218719003,1.822794872267913,1.4852089645360342,1.938030201923648,1.8698804067934447,1.8807298885017056,1.6810719657472488,1.922711790272512
1.5937444177123947,1.890959618997553,1.512215506974376,1.864688545527574,1.7634521864824586,1.8426572215026449,1.639715092635057,1.913597248416397
1.6640561461178238,1.7802410918483256,1.6600025361621842,1.7427140088908672,1.6623233130029644,1.6972707071012747,1.5819371433233915,1.6519454207970583
1.7070828968304472,1.782669419763635,1.859042055782005,1.8758357811998585,1.873883627591911,1.9460402803902652,1.6344987264540862,1.9909211596185652
1.434022294175548,1.5177260293514838,1.6508372728861096,1.8389798217536133,1.833017229546404,1.8697427312512185,1.734013429518318,1.978183367690309
1.1669052368868662,0.9336589325419984,0.8262303885116677,1.4565175284375615,1.418044405458362,1.1872452058487153,1.102942805341881,1.28751405252472
1.5281634546247012,1.537723341188043,1.375062742479477,1.4633610620321422,1.554125837861857,1.5271206126771368,1.35481193287788,1.5772049587162678
1.6072582466080516,1.5828208219847657,1.2632574414279982,1.6367525468627488,1.6130501613817896,1.630476157718196,1.5631644167639125,1.694948125714637
1.5649211733925703,1.5748620169631138,1.3976509761687694,1.6209266475806,1.6713900718176244,1.6585016332008078,1.6863024523591246,1.7008967570283222
