,coverage,pred_coverage
0,0.01,0.01357658
1,0.05,0.073822656
2,0.1,0.142129826
3,0.3,0.43954179
4,0.5,0.694526941
5,0.7,0.873992363
6,0.9,0.971574035
7,0.95,0.984726347
8,0.99,0.995757319
