,coverage,pred_coverage
0,0.01,0.013550135501355014
1,0.05,0.05962059620596206
2,0.1,0.0921409214092141
3,0.3,0.2845528455284553
4,0.5,0.45799457994579945
5,0.7,0.7208672086720868
6,0.9,0.9051490514905149
7,0.95,0.948509485094851
8,0.99,0.978319783197832
