,coverage,pred_coverage
0,0.01,0.008672087
1,0.05,0.048238482
2,0.1,0.106775068
3,0.3,0.345799458
4,0.5,0.557181572
5,0.7,0.773441734
6,0.9,0.938753388
7,0.95,0.97398374
8,0.99,0.991869919
