,coverage,pred_coverage
0,0.01,0.013550136
1,0.05,0.040650407
2,0.1,0.116531165
3,0.3,0.254742547
4,0.5,0.504065041
5,0.7,0.685636856
6,0.9,0.907859079
7,0.95,0.945799458
8,0.99,0.98102981
