,coverage,pred_coverage
0,0.01,0.015718157181571817
1,0.05,0.05962059620596206
2,0.1,0.13333333333333333
3,0.3,0.383739837398374
4,0.5,0.6238482384823848
5,0.7,0.8119241192411925
6,0.9,0.9512195121951219
7,0.95,0.9788617886178862
8,0.99,0.991869918699187
