Seed,Model,fold,MAE,MdAE,RMSE,R2,Algorithm,Features
7,XGB_rdkit,9,0.5424333459434417,0.4094592395842811,0.741416180014036,0.5913724970555769,XGB,RDKIT descriptors
7,consensus_consensus,0,0.434545350611166,0.36195760681714884,0.5672198753365477,0.7415178949565018,consensus,consensus
7,consensus_consensus,1,0.4999864344293325,0.41178020012353755,0.6416104044605865,0.6266933401732264,consensus,consensus
7,consensus_consensus,2,0.483646466374915,0.3866656675593374,0.6581383229765524,0.6656775466487153,consensus,consensus
7,consensus_consensus,3,0.49161312831248183,0.3616133363944485,0.6756524588066612,0.6322888486072102,consensus,consensus
7,consensus_consensus,4,0.4871032228550193,0.4163534370424662,0.611033033946647,0.7239894912885285,consensus,consensus
7,consensus_consensus,5,0.5034649370078197,0.408449568319615,0.6629143949129702,0.6539074998507416,consensus,consensus
7,consensus_consensus,6,0.5417256480675084,0.3989067172600649,0.7408474732838339,0.5397330087902594,consensus,consensus
7,consensus_consensus,7,0.4954105095802365,0.3991044345510295,0.6727255272792512,0.6271857765863329,consensus,consensus
7,consensus_consensus,8,0.5101693098857077,0.3884888717618329,0.6806366503612509,0.6367823581127364,consensus,consensus
7,consensus_consensus,9,0.5468321865459882,0.40759260846853085,0.7293478748430243,0.6045669918386583,consensus,consensus
8,KNN_cddd,0,0.5689266886311604,0.3899550119267534,0.7759450567228928,0.5692795878074642,KNN,CDDD embedding
8,KNN_cddd,1,0.5962928483198129,0.4845476009257652,0.7595614396001256,0.47858567576741007,KNN,CDDD embedding
8,KNN_cddd,2,0.6425955233602837,0.44590245218762004,0.9361200253335493,0.29808857748318096,KNN,CDDD embedding
8,KNN_cddd,3,0.5426715806394531,0.42382671274424233,0.7280692525380114,0.5858224020749787,KNN,CDDD embedding
8,KNN_cddd,4,0.5878805807045,0.46195510476892565,0.804891994787966,0.4880639335732382,KNN,CDDD embedding
8,KNN_cddd,5,0.4951005002411346,0.4120493931996472,0.6522963146755731,0.6714327707979755,KNN,CDDD embedding
8,KNN_cddd,6,0.5135102360977785,0.4132738725688814,0.6840298709464241,0.6012544181265117,KNN,CDDD embedding
8,KNN_cddd,7,0.5752055466032658,0.383863716185431,0.7835631083767872,0.4723784586199421,KNN,CDDD embedding
8,KNN_cddd,8,0.5547206115408407,0.48132476517953426,0.6748880908874618,0.621066412429633,KNN,CDDD embedding
8,KNN_cddd,9,0.5657048325245052,0.43446356343673953,0.7512496011820341,0.5956794989549361,KNN,CDDD embedding
8,KNN_maccs,0,0.5835691806923796,0.4177854230981377,0.7689243187141683,0.5770386287455689,KNN,MACCS fingerprint
8,KNN_maccs,1,0.592534613658747,0.48679591027157176,0.7571173705919586,0.48193582554060754,KNN,MACCS fingerprint
8,KNN_maccs,2,0.48277787316404996,0.3943733008389714,0.670250601601054,0.6401730700196723,KNN,MACCS fingerprint
8,KNN_maccs,3,0.5231069064319768,0.387887123035477,0.7199576251373326,0.5949999326636792,KNN,MACCS fingerprint
8,KNN_maccs,4,0.5997626183437534,0.46312621360532535,0.8052805669023484,0.48756952662759523,KNN,MACCS fingerprint
8,KNN_maccs,5,0.5035411022539379,0.3499612941282111,0.6705843132912813,0.652750862644937,KNN,MACCS fingerprint
8,KNN_maccs,6,0.5063223911286828,0.39602341697214793,0.6789125669654761,0.6071982221230072,KNN,MACCS fingerprint
8,KNN_maccs,7,0.5144307940561719,0.408585562576004,0.6956843140994564,0.5840903663355509,KNN,MACCS fingerprint
8,KNN_maccs,8,0.599986120080721,0.44618621690483184,0.8983352605012174,0.3286075312642146,KNN,MACCS fingerprint
8,KNN_maccs,9,0.5763465451795475,0.46239638948917383,0.755806152660944,0.5907599775506005,KNN,MACCS fingerprint
8,KNN_morgan-512,0,0.6345312014455973,0.44840634571917537,0.8655096460118903,0.46410792179064664,KNN,MORGAN fingerprint
8,KNN_morgan-512,1,0.5752943725270773,0.46396101173873916,0.7424259841345564,0.5018461780678436,KNN,MORGAN fingerprint
8,KNN_morgan-512,2,0.5871897267590405,0.44064953930849615,0.8457555795574081,0.42706021379673664,KNN,MORGAN fingerprint
8,KNN_morgan-512,3,0.5500004661804008,0.37982525658302757,0.76029087422864,0.5483512845893987,KNN,MORGAN fingerprint
8,KNN_morgan-512,4,0.6303869376219988,0.5079137679277852,0.847662567224133,0.43221159252616437,KNN,MORGAN fingerprint
8,KNN_morgan-512,5,0.4872235105329255,0.4018280078608891,0.6235640481098161,0.699740656150108,KNN,MORGAN fingerprint
8,KNN_morgan-512,6,0.5031368539418576,0.42182617753667917,0.6713911704591474,0.6158533941284912,KNN,MORGAN fingerprint
8,KNN_morgan-512,7,0.5637590939548972,0.40679245402478603,0.7595998048226027,0.5041569315587654,KNN,MORGAN fingerprint
8,KNN_morgan-512,8,0.5469938643549341,0.4350171765979267,0.6984286554994509,0.5941704454265289,KNN,MORGAN fingerprint
8,KNN_morgan-512,9,0.6077108007274211,0.501853486826789,0.7792120235667097,0.5650207457187462,KNN,MORGAN fingerprint
8,KNN_rdkit,0,0.6049708788389279,0.4665449475867707,0.8202106260583559,0.5187349818426605,KNN,RDKIT descriptors
8,KNN_rdkit,1,0.5625290717602924,0.500291246867957,0.7333723453472328,0.5139217391170634,KNN,RDKIT descriptors
8,KNN_rdkit,2,0.4975834075518085,0.38491275304580075,0.7416324966618559,0.5594484422087224,KNN,RDKIT descriptors
8,KNN_rdkit,3,0.5443026869608298,0.42381078601699684,0.7364613460653299,0.5762193344066393,KNN,RDKIT descriptors
8,KNN_rdkit,4,0.592985331852194,0.4302258281491138,0.816751056045348,0.472867345592886,KNN,RDKIT descriptors
8,KNN_rdkit,5,0.5017139084492045,0.4317246145437652,0.653244249224688,0.6704771114375112,KNN,RDKIT descriptors
8,KNN_rdkit,6,0.5067048711795875,0.4101273223933588,0.6704588390479863,0.6169195483704839,KNN,RDKIT descriptors
8,KNN_rdkit,7,0.5696198286227278,0.43423765421774774,0.7491465702722956,0.5177101204896921,KNN,RDKIT descriptors
8,KNN_rdkit,8,0.5278354318968286,0.4595351043742688,0.6890603027502369,0.6049845942740314,KNN,RDKIT descriptors
8,KNN_rdkit,9,0.5699305245511997,0.44140932795565324,0.757382844759877,0.5890507600929151,KNN,RDKIT descriptors
8,MLR_cddd,0,0.6632391337426825,0.5518164831425105,0.8710749301215371,0.45719412211505694,MLR,CDDD embedding
8,MLR_cddd,1,0.6358295511435005,0.5188084870948901,0.8157092671732451,0.3986491452570048,MLR,CDDD embedding
8,MLR_cddd,2,0.6344389497090702,0.4882635057938254,0.8629813017857262,0.40348411886211266,MLR,CDDD embedding
8,MLR_cddd,3,0.6033845325636576,0.5458683809983045,0.7800336874002557,0.524590405717948,MLR,CDDD embedding
8,MLR_cddd,4,0.6364195423803016,0.5346285646374129,0.8443776671535357,0.4366037040514492,MLR,CDDD embedding
8,MLR_cddd,5,0.5302357722068705,0.4323298960350781,0.6952525082162291,0.6267330618724225,MLR,CDDD embedding
8,MLR_cddd,6,0.5819315515160381,0.4497202905117963,0.7525369665181888,0.5173843218404806,MLR,CDDD embedding
8,MLR_cddd,7,0.5730771038956747,0.4887054186258859,0.7449598340535294,0.5230857791484147,MLR,CDDD embedding
8,MLR_cddd,8,0.5808632974138682,0.4719511599323314,0.753284740989932,0.5279174878628552,MLR,CDDD embedding
8,MLR_cddd,9,0.6207492473931794,0.4827228876219438,0.8291710870275585,0.5074554094052297,MLR,CDDD embedding
8,MLR_maccs,0,0.6545030317911169,0.5011566673991963,0.8879204912124484,0.43599666807271387,MLR,MACCS fingerprint
8,MLR_maccs,1,0.7095079818945981,0.599411734742139,0.8890424769490572,0.28566461669760623,MLR,MACCS fingerprint
8,MLR_maccs,2,0.6663817284074288,0.5132037570879437,0.9124527996669355,0.33313172886192366,MLR,MACCS fingerprint
