Seed,Model,fold,MAE,MdAE,RMSE,R2,Algorithm,Features
3,MLR_morgan-512,2,0.5088973429762981,0.4221765715765038,0.6776607941717195,0.26843881074403,MLR,MORGAN fingerprint
3,MLR_morgan-512,3,0.4998914311114921,0.40038437996305953,0.6498780317455899,0.4100615667861205,MLR,MORGAN fingerprint
3,MLR_morgan-512,4,0.5030892334003968,0.4041058865036675,0.6639294456053257,0.33965216320519376,MLR,MORGAN fingerprint
3,MLR_morgan-512,5,0.5384028123999387,0.4507388953760334,0.7629581756504854,0.24541473629327626,MLR,MORGAN fingerprint
3,MLR_morgan-512,6,0.4761789930969306,0.3890268847454521,0.6547008992530444,0.3517030788604327,MLR,MORGAN fingerprint
3,MLR_morgan-512,7,0.5518500438919666,0.44021038921789213,0.8839764471504742,0.2241489990106702,MLR,MORGAN fingerprint
3,MLR_morgan-512,8,0.51515796286959,0.4587547028453849,0.6512606338640613,0.3470623471064054,MLR,MORGAN fingerprint
3,MLR_morgan-512,9,0.511974050578107,0.3979395488267725,0.6664488171775339,0.38139146585169015,MLR,MORGAN fingerprint
3,MLR_rdkit,0,0.4917769076901761,0.38664118375350376,0.6537971768479696,0.3361310455345512,MLR,RDKIT descriptors
3,MLR_rdkit,1,0.5333261331852985,0.43339770272722244,0.7257994948233488,0.26896794381632216,MLR,RDKIT descriptors
3,MLR_rdkit,2,0.5126891594491698,0.4372347684019846,0.6568824298290656,0.31261313738686447,MLR,RDKIT descriptors
3,MLR_rdkit,3,0.5078694772551595,0.40029777670991584,0.6804736386218739,0.3532065870914838,MLR,RDKIT descriptors
3,MLR_rdkit,4,0.5329731849324821,0.43962675932893003,0.6804434358096039,0.30639381584025904,MLR,RDKIT descriptors
3,MLR_rdkit,5,0.5146703638336053,0.38787016321051726,0.760582758239538,0.25010611961779805,MLR,RDKIT descriptors
3,MLR_rdkit,6,0.46172193504707804,0.33365658498955897,0.6482633157874569,0.36438962622918025,MLR,RDKIT descriptors
3,MLR_rdkit,7,0.5163579390561774,0.36752936362725785,0.8769169021242404,0.2364916003875488,MLR,RDKIT descriptors
3,MLR_rdkit,8,0.48740031472634426,0.4030949047529999,0.6524036869362109,0.3447683427750665,MLR,RDKIT descriptors
